permit_id,facility_name,city,outfall,parameter_code,monitoring_location,value_type,statistical_base,monitoring_period_end,value,unit,qualifier,nodi_code,nodi_desc,received_date
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2017-12-31,8000,gal/d,=,,,2018-01-12
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2017-12-31,,,,C,No Discharge,2018-01-15
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2017-12-31,,,,C,No Discharge,2018-01-15
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-01-31,.83,MGD,=,,,2018-02-07
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-01-31,.973,MGD,=,,,2018-02-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-01-31,,,,C,No Discharge,2018-02-12
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-01-31,,,,C,No Discharge,2018-02-12
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-01-31,,,,C,No Discharge,2018-02-12
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-01-31,,,,C,No Discharge,2018-02-12
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-01-31,,,,C,No Discharge,2018-02-12
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-01-31,,,,C,No Discharge,2018-02-12
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-01-31,8000,gal/d,=,,,2018-02-12
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-01-31,8000,gal/d,=,,,2018-02-12
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-01-31,,,,C,No Discharge,2018-02-12
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-01-31,,,,C,No Discharge,2018-02-12
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-02-28,1.16,MGD,=,,,2018-04-05
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-02-28,3.137,MGD,=,,,2018-04-05
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-02-28,,,,C,No Discharge,2018-03-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-02-28,,,,C,No Discharge,2018-03-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-02-28,.09,MGD,=,,,2018-03-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-02-28,.09,MGD,=,,,2018-03-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-02-28,.09,MGD,=,,,2018-03-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-02-28,.09,MGD,=,,,2018-03-08
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-02-28,8000,gal/d,=,,,2018-03-12
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-02-28,8000,gal/d,=,,,2018-03-12
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-02-28,,,,C,No Discharge,2018-03-05
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-02-28,,,,C,No Discharge,2018-03-05
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-03-31,.99,MGD,=,,,2018-04-05
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-03-31,1.527,MGD,=,,,2018-04-05
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-03-31,,,,C,No Discharge,2018-04-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-03-31,,,,C,No Discharge,2018-04-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-03-31,,,,C,No Discharge,2018-04-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-03-31,,,,C,No Discharge,2018-04-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-03-31,,,,C,No Discharge,2018-04-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-03-31,,,,C,No Discharge,2018-04-06
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-03-31,7000,gal/d,=,,,2018-04-06
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-03-31,7000,gal/d,=,,,2018-04-06
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-03-31,,,,C,No Discharge,2018-04-11
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-03-31,,,,C,No Discharge,2018-04-11
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-04-30,1.06,MGD,=,,,2018-05-02
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-04-30,2.338,MGD,=,,,2018-05-02
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-04-30,,,,C,No Discharge,2018-05-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-04-30,,,,C,No Discharge,2018-05-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-04-30,,,,C,No Discharge,2018-05-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-04-30,,,,C,No Discharge,2018-05-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-04-30,,,,C,No Discharge,2018-05-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-04-30,,,,C,No Discharge,2018-05-08
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-04-30,7000,gal/d,=,,,2018-05-08
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-04-30,7000,gal/d,=,,,2018-05-08
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-04-30,,,,C,No Discharge,2018-05-15
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-04-30,,,,C,No Discharge,2018-05-15
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-05-31,1.09,MGD,=,,,2018-06-08
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-05-31,2.251,MGD,=,,,2018-06-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-05-31,,,,C,No Discharge,2018-06-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-05-31,,,,C,No Discharge,2018-06-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-05-31,.09,MGD,=,,,2018-06-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-05-31,.09,MGD,=,,,2018-06-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-05-31,.09,MGD,=,,,2018-06-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-05-31,.09,MGD,=,,,2018-06-13
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-05-31,8000,gal/d,=,,,2018-06-13
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-05-31,8000,gal/d,=,,,2018-06-13
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-05-31,,,,C,No Discharge,2018-06-14
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-05-31,,,,C,No Discharge,2018-06-14
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-06-30,1.1,MGD,=,,,2018-07-06
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-06-30,1.984,MGD,=,,,2018-07-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-06-30,,,,C,No Discharge,2018-07-10
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-06-30,,,,C,No Discharge,2018-07-10
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-06-30,,,,C,No Discharge,2018-07-10
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-06-30,,,,C,No Discharge,2018-07-10
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-06-30,,,,C,No Discharge,2018-07-10
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-06-30,,,,C,No Discharge,2018-07-10
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-06-30,8000,gal/d,=,,,2018-07-10
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-06-30,8000,gal/d,=,,,2018-07-10
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-06-30,,,,C,No Discharge,2018-07-03
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-06-30,,,,C,No Discharge,2018-07-03
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-07-31,.94,MGD,=,,,2018-08-07
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-07-31,1.462,MGD,=,,,2018-08-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-07-31,,,,C,No Discharge,2018-08-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-07-31,,,,C,No Discharge,2018-08-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-07-31,,,,C,No Discharge,2018-08-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-07-31,,,,C,No Discharge,2018-08-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-07-31,,,,C,No Discharge,2018-08-13
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-07-31,,,,C,No Discharge,2018-08-13
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-07-31,8000,gal/d,=,,,2018-08-13
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-07-31,8000,gal/d,=,,,2018-08-13
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-07-31,,,,C,No Discharge,2018-08-15
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-07-31,,,,C,No Discharge,2018-08-15
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-08-31,.96,MGD,=,,,2018-09-07
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-08-31,1.775,MGD,=,,,2018-09-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-08-31,,,,C,No Discharge,2018-09-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-08-31,,,,C,No Discharge,2018-09-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-08-31,,,,C,No Discharge,2018-09-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-08-31,,,,C,No Discharge,2018-09-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-08-31,,,,C,No Discharge,2018-09-06
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-08-31,,,,C,No Discharge,2018-09-06
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-08-31,8000,gal/d,=,,,2018-09-06
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-08-31,8000,gal/d,=,,,2018-09-06
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-08-31,,,,C,No Discharge,2018-10-04
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-08-31,,,,C,No Discharge,2018-10-04
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-09-30,1.13,MGD,=,,,2018-10-03
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-09-30,1.894,MGD,=,,,2018-10-03
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-09-30,,,,C,No Discharge,2018-10-04
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-09-30,,,,C,No Discharge,2018-10-04
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-09-30,.09,MGD,=,,,2018-10-04
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-09-30,.09,MGD,=,,,2018-10-04
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-09-30,.09,MGD,=,,,2018-10-04
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-09-30,.09,MGD,=,,,2018-10-04
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-09-30,8000,gal/d,=,,,2018-10-04
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-09-30,8000,gal/d,=,,,2018-10-04
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-09-30,,,,C,No Discharge,2018-10-04
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-09-30,,,,C,No Discharge,2018-10-04
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-10-31,1.05,MGD,=,,,2018-11-08
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-10-31,1.736,MGD,=,,,2018-11-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-10-31,,,,C,No Discharge,2018-11-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-10-31,,,,C,No Discharge,2018-11-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-10-31,.09,MGD,=,,,2018-11-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-10-31,.09,MGD,=,,,2018-11-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-10-31,.09,MGD,=,,,2018-11-08
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-10-31,.09,MGD,=,,,2018-11-08
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-10-31,8000,gal/d,=,,,2018-11-08
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-10-31,8000,gal/d,=,,,2018-11-08
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-10-31,.125,MGD,=,,,2018-11-13
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-10-31,.648,MGD,=,,,2018-11-13
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-11-30,.91,MGD,=,,,2018-12-07
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-11-30,1.036,MGD,=,,,2018-12-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-11-30,,,,C,No Discharge,2018-12-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-11-30,,,,C,No Discharge,2018-12-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-11-30,,,,C,No Discharge,2018-12-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-11-30,,,,C,No Discharge,2018-12-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-11-30,,,,C,No Discharge,2018-12-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-11-30,,,,C,No Discharge,2018-12-07
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-11-30,8000,gal/d,=,,,2018-12-07
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-11-30,8000,gal/d,=,,,2018-12-07
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-11-30,,,,C,No Discharge,2018-12-04
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-11-30,,,,C,No Discharge,2018-12-04
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-12-31,1.03,MGD,=,,,2019-01-07
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-12-31,1.865,MGD,=,,,2019-01-07
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-12-31,,,,C,No Discharge,2019-01-14
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-12-31,,,,C,No Discharge,2019-01-14
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q1,MO AVG,2018-12-31,,,,C,No Discharge,2019-01-14
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,007,50050,Effluent Gross,Q2,DAILY MX,2018-12-31,,,,C,No Discharge,2019-01-14
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q1,MO AVG,2018-12-31,,,,C,No Discharge,2019-01-14
OK0043320,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-CUSHING,CUSHING,008,50050,Effluent Gross,Q2,DAILY MX,2018-12-31,,,,C,No Discharge,2019-01-14
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-12-31,8000,gal/d,=,,,2019-01-14
OK0044598,GREENFIELD ENVIRONMENTAL MULTISTATE TRUST LLC-SKULL CK,CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-12-31,8000,gal/d,=,,,2019-01-14
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2018-12-31,,,,C,No Discharge,2019-01-08
OKG950028,"STEWART STONE, INC.-CUSHING",CUSHING,001,50050,Effluent Gross,Q2,DAILY MX,2018-12-31,,,,C,No Discharge,2019-01-08
OK0026701,"CUSHING, CITY OF  - SOUTH STP",CUSHING,001,50050,Effluent Gross,Q1,MO AVG,2019-01-31,1.57,MGD,=,,,2019-02-05
