date,used_value,source_observation_date,source_available_at,elapsed_days,in_train,in_val
2017-04-21,2.94,2017-03-31,2017-04-05,16,True,False
2017-04-24,2.94,2017-03-31,2017-04-05,19,True,False
2017-04-25,2.94,2017-03-31,2017-04-05,20,True,False
2017-04-26,2.94,2017-03-31,2017-04-05,21,True,False
2017-04-27,2.94,2017-03-31,2017-04-05,22,True,False
2017-04-28,2.94,2017-03-31,2017-04-05,23,True,False
2017-05-01,2.94,2017-03-31,2017-04-05,26,True,False
2017-05-02,2.94,2017-03-31,2017-04-05,27,True,False
2017-05-03,3.532,2017-04-30,2017-05-03,0,True,False
2017-05-04,3.532,2017-04-30,2017-05-03,1,True,False
2017-05-05,3.532,2017-04-30,2017-05-03,2,True,False
2017-05-08,3.532,2017-04-30,2017-05-03,5,True,False
2017-05-09,3.532,2017-04-30,2017-05-03,6,True,False
2017-05-10,3.532,2017-04-30,2017-05-03,7,True,False
2017-05-11,3.532,2017-04-30,2017-05-03,8,True,False
2017-05-12,3.532,2017-04-30,2017-05-03,9,True,False
2017-05-15,3.532,2017-04-30,2017-05-03,12,True,False
2017-05-16,3.532,2017-04-30,2017-05-03,13,True,False
2017-05-17,3.532,2017-04-30,2017-05-03,14,True,False
2017-05-18,3.532,2017-04-30,2017-05-03,15,True,False
2017-05-19,3.532,2017-04-30,2017-05-03,16,True,False
2017-05-22,3.532,2017-04-30,2017-05-03,19,True,False
2017-05-23,3.532,2017-04-30,2017-05-03,20,True,False
2017-05-24,3.532,2017-04-30,2017-05-03,21,True,False
2017-05-25,3.532,2017-04-30,2017-05-03,22,True,False
2017-05-26,3.532,2017-04-30,2017-05-03,23,True,False
2017-05-30,3.532,2017-04-30,2017-05-03,27,True,False
2017-05-31,3.532,2017-04-30,2017-05-03,28,True,False
2017-06-01,3.532,2017-04-30,2017-05-03,29,True,False
2017-06-02,3.532,2017-04-30,2017-05-03,30,True,False
2017-06-07,2.9,2017-05-31,2017-06-07,0,True,False
2017-06-08,2.9,2017-05-31,2017-06-07,1,True,False
2017-06-09,2.9,2017-05-31,2017-06-07,2,True,False
2017-06-12,2.9,2017-05-31,2017-06-07,5,True,False
2017-06-13,2.9,2017-05-31,2017-06-07,6,True,False
2017-06-14,2.9,2017-05-31,2017-06-07,7,True,False
2017-06-15,2.9,2017-05-31,2017-06-07,8,True,False
2017-06-16,2.9,2017-05-31,2017-06-07,9,True,False
2017-06-19,2.9,2017-05-31,2017-06-07,12,True,False
2017-06-20,2.9,2017-05-31,2017-06-07,13,True,False
2017-06-21,2.9,2017-05-31,2017-06-07,14,True,False
2017-06-22,2.9,2017-05-31,2017-06-07,15,True,False
2017-06-23,2.9,2017-05-31,2017-06-07,16,True,False
2017-06-26,2.9,2017-05-31,2017-06-07,19,True,False
2017-06-27,2.9,2017-05-31,2017-06-07,20,True,False
2017-06-28,2.9,2017-05-31,2017-06-07,21,True,False
2017-06-29,2.9,2017-05-31,2017-06-07,22,True,False
2017-06-30,2.9,2017-05-31,2017-06-07,23,True,False
2017-07-03,2.9,2017-05-31,2017-06-07,26,True,False
2017-07-05,2.9,2017-05-31,2017-06-07,28,True,False
2017-07-06,1.567,2017-06-30,2017-07-06,0,True,False
2017-07-07,1.567,2017-06-30,2017-07-06,1,True,False
2017-07-10,1.567,2017-06-30,2017-07-06,4,True,False
2017-07-11,1.567,2017-06-30,2017-07-06,5,True,False
2017-07-12,1.567,2017-06-30,2017-07-06,6,True,False
2017-07-13,1.567,2017-06-30,2017-07-06,7,True,False
2017-07-14,1.567,2017-06-30,2017-07-06,8,True,False
2017-07-17,1.567,2017-06-30,2017-07-06,11,True,False
2017-07-18,1.567,2017-06-30,2017-07-06,12,True,False
2017-07-19,1.567,2017-06-30,2017-07-06,13,True,False
2017-07-20,1.567,2017-06-30,2017-07-06,14,True,False
2017-07-21,1.567,2017-06-30,2017-07-06,15,True,False
2017-07-24,1.567,2017-06-30,2017-07-06,18,True,False
2017-07-25,1.567,2017-06-30,2017-07-06,19,True,False
2017-07-26,1.567,2017-06-30,2017-07-06,20,True,False
2017-07-27,1.567,2017-06-30,2017-07-06,21,True,False
2017-07-28,1.567,2017-06-30,2017-07-06,22,True,False
2017-07-31,1.567,2017-06-30,2017-07-06,25,True,False
2017-08-01,1.567,2017-06-30,2017-07-06,26,True,False
2017-08-02,2.073,2017-07-31,2017-08-02,0,True,False
2017-08-03,2.073,2017-07-31,2017-08-02,1,True,False
2017-08-04,2.073,2017-07-31,2017-08-02,2,True,False
2017-08-07,2.073,2017-07-31,2017-08-02,5,True,False
2017-08-08,2.073,2017-07-31,2017-08-02,6,True,False
2017-08-09,2.073,2017-07-31,2017-08-02,7,True,False
2017-08-10,2.073,2017-07-31,2017-08-02,8,True,False
2017-08-11,2.073,2017-07-31,2017-08-02,9,True,False
2017-08-14,2.073,2017-07-31,2017-08-02,12,True,False
2017-08-15,2.073,2017-07-31,2017-08-02,13,True,False
2017-08-16,2.073,2017-07-31,2017-08-02,14,True,False
