date,used_value,source_observation_date,source_available_at,elapsed_days,in_train,in_val
2019-03-21,2.117,2019-02-28,2019-03-07,14,True,False
2019-03-22,2.117,2019-02-28,2019-03-07,15,True,False
2019-03-25,2.117,2019-02-28,2019-03-07,18,True,False
2019-03-26,2.117,2019-02-28,2019-03-07,19,True,False
2019-03-27,2.117,2019-02-28,2019-03-07,20,True,False
2019-03-28,2.117,2019-02-28,2019-03-07,21,True,False
2019-03-29,2.117,2019-02-28,2019-03-07,22,True,False
2019-04-01,2.117,2019-02-28,2019-03-07,25,True,False
2019-04-02,2.117,2019-02-28,2019-03-07,26,True,False
2019-04-03,2.117,2019-02-28,2019-03-07,27,True,False
2019-04-04,2.117,2019-02-28,2019-03-07,28,True,False
2019-04-05,2.117,2019-02-28,2019-03-07,29,True,False
2019-04-08,1.916,2019-03-31,2019-04-08,0,True,False
2019-04-09,1.916,2019-03-31,2019-04-08,1,True,False
2019-04-10,1.916,2019-03-31,2019-04-08,2,True,False
2019-04-11,1.916,2019-03-31,2019-04-08,3,True,False
2019-04-12,1.916,2019-03-31,2019-04-08,4,True,False
2019-04-15,1.916,2019-03-31,2019-04-08,7,True,False
2019-04-16,1.916,2019-03-31,2019-04-08,8,True,False
2019-04-17,1.916,2019-03-31,2019-04-08,9,True,False
2019-04-18,1.916,2019-03-31,2019-04-08,10,True,False
2019-04-22,1.916,2019-03-31,2019-04-08,14,True,False
2019-04-23,1.916,2019-03-31,2019-04-08,15,True,False
2019-04-24,1.916,2019-03-31,2019-04-08,16,True,False
2019-04-25,1.916,2019-03-31,2019-04-08,17,True,False
2019-04-26,1.916,2019-03-31,2019-04-08,18,True,False
2019-04-29,1.916,2019-03-31,2019-04-08,21,True,False
2019-04-30,1.916,2019-03-31,2019-04-08,22,True,False
2019-05-01,1.916,2019-03-31,2019-04-08,23,True,False
2019-05-02,2.22,2019-04-30,2019-05-02,0,True,False
2019-05-03,2.22,2019-04-30,2019-05-02,1,True,False
2019-05-06,2.22,2019-04-30,2019-05-02,4,True,False
2019-05-07,2.22,2019-04-30,2019-05-02,5,True,False
2019-05-08,2.22,2019-04-30,2019-05-02,6,True,False
2019-05-09,2.22,2019-04-30,2019-05-02,7,True,False
2019-05-10,2.22,2019-04-30,2019-05-02,8,True,False
2019-05-13,2.22,2019-04-30,2019-05-02,11,True,False
2019-05-14,2.22,2019-04-30,2019-05-02,12,True,False
2019-05-15,2.22,2019-04-30,2019-05-02,13,True,False
2019-05-16,2.22,2019-04-30,2019-05-02,14,True,False
2019-05-17,2.22,2019-04-30,2019-05-02,15,True,False
2019-05-20,2.22,2019-04-30,2019-05-02,18,True,False
2019-05-21,2.22,2019-04-30,2019-05-02,19,True,False
2019-05-22,2.22,2019-04-30,2019-05-02,20,True,False
2019-05-23,2.22,2019-04-30,2019-05-02,21,True,False
2019-05-24,2.22,2019-04-30,2019-05-02,22,True,False
2019-05-28,2.22,2019-04-30,2019-05-02,26,True,False
2019-05-29,2.22,2019-04-30,2019-05-02,27,True,False
2019-05-30,2.22,2019-04-30,2019-05-02,28,True,False
2019-05-31,2.22,2019-04-30,2019-05-02,29,True,False
2019-06-10,3.977,2019-05-31,2019-06-10,0,True,False
2019-06-11,3.977,2019-05-31,2019-06-10,1,True,False
2019-06-12,3.977,2019-05-31,2019-06-10,2,True,False
2019-06-13,3.977,2019-05-31,2019-06-10,3,True,False
2019-06-14,3.977,2019-05-31,2019-06-10,4,True,False
2019-06-17,3.977,2019-05-31,2019-06-10,7,True,False
2019-06-18,3.977,2019-05-31,2019-06-10,8,True,False
2019-06-19,3.977,2019-05-31,2019-06-10,9,True,False
2019-06-20,3.977,2019-05-31,2019-06-10,10,True,False
2019-06-21,3.977,2019-05-31,2019-06-10,11,True,False
2019-06-24,3.977,2019-05-31,2019-06-10,14,True,False
2019-06-25,3.977,2019-05-31,2019-06-10,15,True,False
2019-06-26,3.977,2019-05-31,2019-06-10,16,True,False
2019-06-27,3.977,2019-05-31,2019-06-10,17,True,False
2019-06-28,3.977,2019-05-31,2019-06-10,18,True,False
2019-07-01,3.977,2019-05-31,2019-06-10,21,True,False
2019-07-02,3.977,2019-05-31,2019-06-10,22,True,False
2019-07-03,3.977,2019-05-31,2019-06-10,23,True,False
2019-07-05,3.977,2019-05-31,2019-06-10,25,True,False
2019-07-08,3.977,2019-05-31,2019-06-10,28,True,False
2019-07-09,3.977,2019-05-31,2019-06-10,29,True,False
2019-07-10,2.96,2019-06-30,2019-07-10,0,True,False
2019-07-11,2.96,2019-06-30,2019-07-10,1,True,False
2019-07-12,2.96,2019-06-30,2019-07-10,2,True,False
2019-07-15,2.96,2019-06-30,2019-07-10,5,True,False
2019-07-16,2.96,2019-06-30,2019-07-10,6,True,False
2019-07-17,2.96,2019-06-30,2019-07-10,7,True,False
2019-07-18,2.96,2019-06-30,2019-07-10,8,True,False
2019-07-19,2.96,2019-06-30,2019-07-10,9,True,False
2019-07-22,2.96,2019-06-30,2019-07-10,12,True,False
2019-07-23,2.96,2019-06-30,2019-07-10,13,True,False
2019-07-24,2.96,2019-06-30,2019-07-10,14,True,False
2019-07-25,2.96,2019-06-30,2019-07-10,15,True,False
2019-07-26,2.96,2019-06-30,2019-07-10,16,True,False
2019-07-29,2.96,2019-06-30,2019-07-10,19,True,False
2019-07-30,2.96,2019-06-30,2019-07-10,20,True,False
2019-07-31,2.96,2019-06-30,2019-07-10,21,True,False
2019-08-01,2.96,2019-06-30,2019-07-10,22,True,False
2019-08-02,2.96,2019-06-30,2019-07-10,23,True,False
2019-08-05,2.96,2019-06-30,2019-07-10,26,True,False
2019-08-06,2.96,2019-06-30,2019-07-10,27,True,False
2019-08-07,2.96,2019-06-30,2019-07-10,28,True,False
2019-08-08,2.96,2019-06-30,2019-07-10,29,True,False
2019-08-09,1.203,2019-07-31,2019-08-09,0,True,False
2019-08-12,1.203,2019-07-31,2019-08-09,3,True,False
2019-08-13,1.203,2019-07-31,2019-08-09,4,True,False
2019-08-14,1.203,2019-07-31,2019-08-09,5,True,False
2019-08-15,1.203,2019-07-31,2019-08-09,6,True,False
2019-08-16,1.203,2019-07-31,2019-08-09,7,True,False
2019-08-19,1.203,2019-07-31,2019-08-09,10,True,False
2019-08-20,1.203,2019-07-31,2019-08-09,11,True,False
2019-08-21,1.203,2019-07-31,2019-08-09,12,True,False
2019-08-22,1.203,2019-07-31,2019-08-09,13,True,False
2019-08-23,1.203,2019-07-31,2019-08-09,14,True,False
2019-08-26,1.203,2019-07-31,2019-08-09,17,True,False
2019-08-27,1.203,2019-07-31,2019-08-09,18,True,False
2019-08-28,1.203,2019-07-31,2019-08-09,19,True,False
2019-08-29,1.203,2019-07-31,2019-08-09,20,True,False
2019-08-30,1.203,2019-07-31,2019-08-09,21,True,False
2019-09-03,1.203,2019-07-31,2019-08-09,25,True,False
2019-09-04,1.203,2019-07-31,2019-08-09,26,True,False
2019-09-05,1.203,2019-07-31,2019-08-09,27,True,False
2019-09-06,3.342,2019-08-31,2019-09-06,0,True,False
2019-09-09,3.342,2019-08-31,2019-09-06,3,True,False
2019-09-10,3.342,2019-08-31,2019-09-06,4,True,False
2019-09-11,3.342,2019-08-31,2019-09-06,5,True,False
2019-09-12,3.342,2019-08-31,2019-09-06,6,True,False
2019-09-13,3.342,2019-08-31,2019-09-06,7,True,False
2019-09-16,3.342,2019-08-31,2019-09-06,10,True,False
2019-09-17,3.342,2019-08-31,2019-09-06,11,True,False
2019-09-18,3.342,2019-08-31,2019-09-06,12,True,False
2019-09-19,3.342,2019-08-31,2019-09-06,13,True,False
2019-09-20,3.342,2019-08-31,2019-09-06,14,True,False
2019-09-23,3.342,2019-08-31,2019-09-06,17,True,False
2019-09-24,3.342,2019-08-31,2019-09-06,18,True,False
2019-09-25,3.342,2019-08-31,2019-09-06,19,True,False
2019-09-26,3.342,2019-08-31,2019-09-06,20,True,False
2019-09-27,3.342,2019-08-31,2019-09-06,21,True,False
2019-09-30,3.342,2019-08-31,2019-09-06,24,True,False
2019-10-01,3.342,2019-08-31,2019-09-06,25,True,False
2019-10-02,3.342,2019-08-31,2019-09-06,26,True,False
2019-10-03,3.342,2019-08-31,2019-09-06,27,True,False
2019-10-04,3.342,2019-08-31,2019-09-06,28,True,False
2019-10-07,3.342,2019-08-31,2019-09-06,31,True,False
2019-10-14,2.54,2019-09-30,2019-10-14,0,True,False
2019-10-15,2.54,2019-09-30,2019-10-14,1,True,False
2019-10-16,2.54,2019-09-30,2019-10-14,2,True,False
2019-10-17,2.54,2019-09-30,2019-10-14,3,True,False
2019-10-18,2.54,2019-09-30,2019-10-14,4,True,False
2019-10-21,2.54,2019-09-30,2019-10-14,7,True,False
2019-10-22,2.54,2019-09-30,2019-10-14,8,True,False
2019-10-23,2.54,2019-09-30,2019-10-14,9,True,False
2019-10-24,2.54,2019-09-30,2019-10-14,10,True,False
2019-10-25,2.54,2019-09-30,2019-10-14,11,True,False
2019-10-28,2.54,2019-09-30,2019-10-14,14,True,False
2019-10-29,2.54,2019-09-30,2019-10-14,15,True,False
2019-10-30,2.54,2019-09-30,2019-10-14,16,True,False
2019-10-31,2.54,2019-09-30,2019-10-14,17,True,False
2019-11-01,2.54,2019-09-30,2019-10-14,18,True,False
2019-11-04,2.54,2019-09-30,2019-10-14,21,True,False
2019-11-05,2.54,2019-09-30,2019-10-14,22,True,False
2019-11-06,2.54,2019-09-30,2019-10-14,23,True,False
2019-11-07,2.54,2019-09-30,2019-10-14,24,True,False
2019-11-08,2.54,2019-09-30,2019-10-14,25,True,False
2019-11-11,2.45,2019-10-31,2019-11-10,1,True,False
2019-11-12,2.45,2019-10-31,2019-11-10,2,True,False
2019-11-13,2.45,2019-10-31,2019-11-10,3,True,False
2019-11-14,2.45,2019-10-31,2019-11-10,4,True,False
2019-11-15,2.45,2019-10-31,2019-11-10,5,True,False
2019-11-18,2.45,2019-10-31,2019-11-10,8,True,False
2019-11-19,2.45,2019-10-31,2019-11-10,9,True,False
2019-11-20,2.45,2019-10-31,2019-11-10,10,True,False
2019-11-21,2.45,2019-10-31,2019-11-10,11,True,False
2019-11-22,2.45,2019-10-31,2019-11-10,12,True,False
2019-11-25,2.45,2019-10-31,2019-11-10,15,True,False
2019-11-26,2.45,2019-10-31,2019-11-10,16,True,False
2019-11-27,2.45,2019-10-31,2019-11-10,17,True,False
2019-11-29,2.45,2019-10-31,2019-11-10,19,True,False
2019-12-02,2.45,2019-10-31,2019-11-10,22,True,False
2019-12-03,2.45,2019-10-31,2019-11-10,23,True,False
2019-12-04,2.45,2019-10-31,2019-11-10,24,True,False
2019-12-05,2.45,2019-10-31,2019-11-10,25,True,False
2019-12-06,2.45,2019-10-31,2019-11-10,26,True,False
2019-12-09,2.45,2019-10-31,2019-11-10,29,True,False
2019-12-10,2.45,2019-10-31,2019-11-10,30,True,False
2019-12-11,2.58,2019-11-30,2019-12-11,0,True,False
2019-12-12,2.58,2019-11-30,2019-12-11,1,True,False
2019-12-13,2.58,2019-11-30,2019-12-11,2,True,False
2019-12-16,2.58,2019-11-30,2019-12-11,5,True,False
2019-12-17,2.58,2019-11-30,2019-12-11,6,True,False
2019-12-18,2.58,2019-11-30,2019-12-11,7,True,False
2019-12-19,2.58,2019-11-30,2019-12-11,8,True,False
2019-12-20,2.58,2019-11-30,2019-12-11,9,True,False
2019-12-23,2.58,2019-11-30,2019-12-11,12,True,False
2019-12-24,2.58,2019-11-30,2019-12-11,13,True,False
2019-12-26,2.58,2019-11-30,2019-12-11,15,True,False
2019-12-27,2.58,2019-11-30,2019-12-11,16,True,False
2019-12-30,2.58,2019-11-30,2019-12-11,19,True,False
2019-12-31,2.58,2019-11-30,2019-12-11,20,True,False
2020-01-02,2.58,2019-11-30,2019-12-11,22,True,False
2020-01-03,1.74,2019-12-31,2020-01-03,0,True,False
2020-01-06,1.74,2019-12-31,2020-01-03,3,True,False
2020-01-07,1.74,2019-12-31,2020-01-03,4,True,False
2020-01-08,1.74,2019-12-31,2020-01-03,5,True,False
2020-01-09,1.74,2019-12-31,2020-01-03,6,True,False
2020-01-10,1.74,2019-12-31,2020-01-03,7,True,False
2020-01-13,1.74,2019-12-31,2020-01-03,10,True,False
2020-01-14,1.74,2019-12-31,2020-01-03,11,True,False
2020-01-15,1.74,2019-12-31,2020-01-03,12,True,False
2020-01-16,1.74,2019-12-31,2020-01-03,13,True,False
2020-01-17,1.74,2019-12-31,2020-01-03,14,True,False
2020-01-21,1.74,2019-12-31,2020-01-03,18,True,False
2020-01-22,1.74,2019-12-31,2020-01-03,19,True,False
2020-01-23,1.74,2019-12-31,2020-01-03,20,True,False
2020-01-24,1.74,2019-12-31,2020-01-03,21,True,False
2020-01-27,1.74,2019-12-31,2020-01-03,24,True,False
2020-01-28,1.74,2019-12-31,2020-01-03,25,True,False
2020-01-29,1.74,2019-12-31,2020-01-03,26,True,False
2020-01-30,1.74,2019-12-31,2020-01-03,27,True,False
2020-01-31,1.74,2019-12-31,2020-01-03,28,True,False
2020-02-03,1.74,2019-12-31,2020-01-03,31,True,False
2020-02-05,3.34,2020-01-31,2020-02-05,0,True,False
2020-02-06,3.34,2020-01-31,2020-02-05,1,True,False
2020-02-07,3.34,2020-01-31,2020-02-05,2,True,False
2020-02-10,3.34,2020-01-31,2020-02-05,5,True,False
2020-02-11,3.34,2020-01-31,2020-02-05,6,True,False
2020-02-12,3.34,2020-01-31,2020-02-05,7,True,False
2020-02-13,3.34,2020-01-31,2020-02-05,8,True,False
2020-02-14,3.34,2020-01-31,2020-02-05,9,True,False
2020-02-18,3.34,2020-01-31,2020-02-05,13,True,False
2020-02-19,3.34,2020-01-31,2020-02-05,14,True,False
2020-02-20,3.34,2020-01-31,2020-02-05,15,True,False
2020-02-21,3.34,2020-01-31,2020-02-05,16,True,False
2020-02-24,3.34,2020-01-31,2020-02-05,19,True,False
2020-02-25,3.34,2020-01-31,2020-02-05,20,True,False
2020-02-26,3.34,2020-01-31,2020-02-05,21,True,False
2020-02-27,3.34,2020-01-31,2020-02-05,22,True,False
2020-02-28,3.34,2020-01-31,2020-02-05,23,True,False
2020-03-02,3.34,2020-01-31,2020-02-05,26,True,False
2020-03-03,2.24,2020-02-29,2020-03-03,0,True,False
2020-03-04,2.24,2020-02-29,2020-03-03,1,True,False
2020-03-05,2.24,2020-02-29,2020-03-03,2,True,False
2020-03-06,2.24,2020-02-29,2020-03-03,3,True,False
2020-03-09,2.24,2020-02-29,2020-03-03,6,True,False
2020-03-10,2.24,2020-02-29,2020-03-03,7,True,False
2020-03-11,2.24,2020-02-29,2020-03-03,8,True,False
2020-03-12,2.24,2020-02-29,2020-03-03,9,True,False
2020-03-13,2.24,2020-02-29,2020-03-03,10,True,False
2020-03-16,2.24,2020-02-29,2020-03-03,13,True,False
2020-03-17,2.24,2020-02-29,2020-03-03,14,True,False
2020-03-18,2.24,2020-02-29,2020-03-03,15,True,False
2020-03-19,2.24,2020-02-29,2020-03-03,16,True,False
2020-03-20,2.24,2020-02-29,2020-03-03,17,True,False
2020-03-23,2.24,2020-02-29,2020-03-03,20,True,False
2020-03-24,2.24,2020-02-29,2020-03-03,21,True,False
2020-03-25,2.24,2020-02-29,2020-03-03,22,True,False
2020-03-26,2.24,2020-02-29,2020-03-03,23,True,False
2020-03-27,2.24,2020-02-29,2020-03-03,24,True,False
2020-03-30,2.24,2020-02-29,2020-03-03,27,True,False
2020-03-31,2.24,2020-02-29,2020-03-03,28,True,False
2020-04-01,2.24,2020-02-29,2020-03-03,29,True,False
2020-04-02,3.45,2020-03-31,2020-04-02,0,True,False
2020-04-03,3.45,2020-03-31,2020-04-02,1,True,False
2020-04-06,3.45,2020-03-31,2020-04-02,4,True,False
2020-04-07,3.45,2020-03-31,2020-04-02,5,True,False
2020-04-08,3.45,2020-03-31,2020-04-02,6,True,False
2020-04-09,3.45,2020-03-31,2020-04-02,7,True,False
2020-04-13,3.45,2020-03-31,2020-04-02,11,True,False
2020-04-14,3.45,2020-03-31,2020-04-02,12,True,False
2020-04-15,3.45,2020-03-31,2020-04-02,13,True,False
2020-04-16,3.45,2020-03-31,2020-04-02,14,True,False
2020-04-17,3.45,2020-03-31,2020-04-02,15,True,False
2020-04-20,3.45,2020-03-31,2020-04-02,18,True,False
2020-04-21,3.45,2020-03-31,2020-04-02,19,True,False
2020-04-22,3.45,2020-03-31,2020-04-02,20,True,False
2020-04-23,3.45,2020-03-31,2020-04-02,21,True,False
2020-04-24,3.45,2020-03-31,2020-04-02,22,True,False
2020-04-27,3.45,2020-03-31,2020-04-02,25,True,False
2020-04-28,3.45,2020-03-31,2020-04-02,26,True,False
2020-04-29,3.45,2020-03-31,2020-04-02,27,True,False
2020-04-30,3.45,2020-03-31,2020-04-02,28,True,False
2020-05-01,3.45,2020-03-31,2020-04-02,29,True,False
2020-05-06,2.12,2020-04-30,2020-05-06,0,True,False
2020-05-07,2.12,2020-04-30,2020-05-06,1,True,False
2020-05-08,2.12,2020-04-30,2020-05-06,2,True,False
2020-05-11,2.12,2020-04-30,2020-05-06,5,True,False
2020-05-12,2.12,2020-04-30,2020-05-06,6,True,False
2020-05-13,2.12,2020-04-30,2020-05-06,7,True,False
2020-05-14,2.12,2020-04-30,2020-05-06,8,True,False
2020-05-15,2.12,2020-04-30,2020-05-06,9,True,False
2020-05-18,2.12,2020-04-30,2020-05-06,12,True,False
2020-05-19,2.12,2020-04-30,2020-05-06,13,True,False
2020-05-20,2.12,2020-04-30,2020-05-06,14,True,False
2020-05-21,2.12,2020-04-30,2020-05-06,15,True,False
2020-05-22,2.12,2020-04-30,2020-05-06,16,True,False
2020-05-26,2.12,2020-04-30,2020-05-06,20,True,False
2020-05-27,2.12,2020-04-30,2020-05-06,21,True,False
2020-05-28,2.12,2020-04-30,2020-05-06,22,True,False
2020-05-29,2.12,2020-04-30,2020-05-06,23,True,False
2020-06-01,2.12,2020-04-30,2020-05-06,26,True,False
2020-06-02,2.12,2020-04-30,2020-05-06,27,True,False
2020-06-03,2.12,2020-04-30,2020-05-06,28,True,False
2020-06-04,2.12,2020-04-30,2020-05-06,29,True,False
2020-06-05,1.89,2020-05-31,2020-06-05,0,True,False
2020-06-08,1.89,2020-05-31,2020-06-05,3,True,False
2020-06-09,1.89,2020-05-31,2020-06-05,4,True,False
2020-06-10,1.89,2020-05-31,2020-06-05,5,True,False
2020-06-11,1.89,2020-05-31,2020-06-05,6,True,False
2020-06-12,1.89,2020-05-31,2020-06-05,7,True,False
2020-06-15,1.89,2020-05-31,2020-06-05,10,True,False
2020-06-16,1.89,2020-05-31,2020-06-05,11,True,False
2020-06-17,1.89,2020-05-31,2020-06-05,12,True,False
2020-06-18,1.89,2020-05-31,2020-06-05,13,True,False
2020-06-19,1.89,2020-05-31,2020-06-05,14,True,False
2020-06-22,1.89,2020-05-31,2020-06-05,17,True,False
2020-06-23,1.89,2020-05-31,2020-06-05,18,True,False
2020-06-24,1.89,2020-05-31,2020-06-05,19,True,False
2020-06-25,1.89,2020-05-31,2020-06-05,20,True,False
2020-06-26,1.89,2020-05-31,2020-06-05,21,True,False
2020-06-29,1.89,2020-05-31,2020-06-05,24,True,False
2020-06-30,1.89,2020-05-31,2020-06-05,25,True,False
2020-07-01,1.89,2020-05-31,2020-06-05,26,True,False
2020-07-02,1.89,2020-05-31,2020-06-05,27,True,False
2020-07-06,1.72,2020-06-30,2020-07-06,0,True,False
2020-07-07,1.72,2020-06-30,2020-07-06,1,True,False
2020-07-08,1.72,2020-06-30,2020-07-06,2,True,False
2020-07-09,1.72,2020-06-30,2020-07-06,3,True,False
2020-07-10,1.72,2020-06-30,2020-07-06,4,True,False
2020-07-13,1.72,2020-06-30,2020-07-06,7,True,False
2020-07-14,1.72,2020-06-30,2020-07-06,8,True,False
2020-07-15,1.72,2020-06-30,2020-07-06,9,True,False
2020-07-16,1.72,2020-06-30,2020-07-06,10,True,False
2020-07-17,1.72,2020-06-30,2020-07-06,11,True,False
2020-07-20,1.72,2020-06-30,2020-07-06,14,True,False
2020-07-21,1.72,2020-06-30,2020-07-06,15,True,False
2020-07-22,1.72,2020-06-30,2020-07-06,16,True,False
2020-07-23,1.72,2020-06-30,2020-07-06,17,True,False
2020-07-24,1.72,2020-06-30,2020-07-06,18,True,False
2020-07-27,1.72,2020-06-30,2020-07-06,21,True,False
2020-07-28,1.72,2020-06-30,2020-07-06,22,True,False
2020-07-29,1.72,2020-06-30,2020-07-06,23,True,False
2020-07-30,1.72,2020-06-30,2020-07-06,24,True,False
2020-07-31,1.72,2020-06-30,2020-07-06,25,True,False
2020-08-03,1.72,2020-06-30,2020-07-06,28,True,False
2020-08-04,1.72,2020-06-30,2020-07-06,29,True,False
2020-08-05,2.12,2020-07-31,2020-08-05,0,True,False
2020-08-06,2.12,2020-07-31,2020-08-05,1,True,False
2020-08-07,2.12,2020-07-31,2020-08-05,2,True,False
2020-08-10,2.12,2020-07-31,2020-08-05,5,True,False
2020-08-11,2.12,2020-07-31,2020-08-05,6,True,False
2020-08-12,2.12,2020-07-31,2020-08-05,7,True,False
2020-08-13,2.12,2020-07-31,2020-08-05,8,True,False
2020-08-14,2.12,2020-07-31,2020-08-05,9,True,False
2020-08-17,2.12,2020-07-31,2020-08-05,12,True,False
2020-08-18,2.12,2020-07-31,2020-08-05,13,True,False
2020-08-19,2.12,2020-07-31,2020-08-05,14,True,False
2020-08-20,2.12,2020-07-31,2020-08-05,15,True,False
2020-08-21,2.12,2020-07-31,2020-08-05,16,True,False
2020-08-24,2.12,2020-07-31,2020-08-05,19,True,False
2020-08-25,2.12,2020-07-31,2020-08-05,20,True,False
2020-08-26,2.12,2020-07-31,2020-08-05,21,True,False
2020-08-27,2.12,2020-07-31,2020-08-05,22,True,False
2020-08-28,2.12,2020-07-31,2020-08-05,23,True,False
2020-08-31,2.12,2020-07-31,2020-08-05,26,True,False
2020-09-01,2.12,2020-07-31,2020-08-05,27,True,False
2020-09-02,2.12,2020-07-31,2020-08-05,28,True,False
2020-09-03,2.12,2020-07-31,2020-08-05,29,True,False
2020-09-04,2.12,2020-07-31,2020-08-05,30,True,False
2020-09-09,1.16,2020-08-31,2020-09-09,0,True,False
2020-09-10,1.16,2020-08-31,2020-09-09,1,True,False
2020-09-11,1.16,2020-08-31,2020-09-09,2,True,False
2020-09-14,1.16,2020-08-31,2020-09-09,5,True,False
2020-09-15,1.16,2020-08-31,2020-09-09,6,True,False
2020-09-16,1.16,2020-08-31,2020-09-09,7,True,False
2020-09-17,1.16,2020-08-31,2020-09-09,8,True,False
2020-09-18,1.16,2020-08-31,2020-09-09,9,True,False
2020-09-21,1.16,2020-08-31,2020-09-09,12,True,False
2020-09-22,1.16,2020-08-31,2020-09-09,13,True,False
2020-09-23,1.16,2020-08-31,2020-09-09,14,True,False
2020-09-24,1.16,2020-08-31,2020-09-09,15,True,False
2020-09-25,1.16,2020-08-31,2020-09-09,16,True,False
2020-09-28,1.16,2020-08-31,2020-09-09,19,True,False
2020-09-29,1.16,2020-08-31,2020-09-09,20,True,False
2020-09-30,1.16,2020-08-31,2020-09-09,21,True,False
2020-10-01,1.16,2020-08-31,2020-09-09,22,True,False
2020-10-02,1.16,2020-08-31,2020-09-09,23,True,False
2020-10-05,1.16,2020-08-31,2020-09-09,26,True,False
2020-10-06,1.16,2020-08-31,2020-09-09,27,True,False
2020-10-07,1.16,2020-08-31,2020-09-09,28,True,False
2020-10-08,1.16,2020-08-31,2020-09-09,29,True,False
2020-10-09,0.01,2020-09-30,2020-10-09,0,True,False
2020-10-12,0.01,2020-09-30,2020-10-09,3,True,False
2020-10-13,0.01,2020-09-30,2020-10-09,4,True,False
2020-10-14,0.01,2020-09-30,2020-10-09,5,True,False
2020-10-15,0.01,2020-09-30,2020-10-09,6,True,False
2020-10-16,0.01,2020-09-30,2020-10-09,7,True,False
2020-10-19,0.01,2020-09-30,2020-10-09,10,True,False
2020-10-20,0.01,2020-09-30,2020-10-09,11,True,False
2020-10-21,0.01,2020-09-30,2020-10-09,12,True,False
2020-10-22,0.01,2020-09-30,2020-10-09,13,True,False
2020-10-23,0.01,2020-09-30,2020-10-09,14,True,False
2020-10-26,0.01,2020-09-30,2020-10-09,17,True,False
2020-10-27,0.01,2020-09-30,2020-10-09,18,True,False
2020-10-28,0.01,2020-09-30,2020-10-09,19,True,False
2020-10-29,0.01,2020-09-30,2020-10-09,20,True,False
2020-10-30,0.01,2020-09-30,2020-10-09,21,True,False
2020-11-02,0.01,2020-09-30,2020-10-09,24,True,False
2020-11-03,0.01,2020-09-30,2020-10-09,25,True,False
2020-11-04,0.01,2020-09-30,2020-10-09,26,True,False
2020-11-05,0.01,2020-09-30,2020-10-09,27,True,False
2020-11-06,0.01,2020-09-30,2020-10-09,28,True,False
2020-11-09,2.47,2020-10-31,2020-11-09,0,True,False
2020-11-10,2.47,2020-10-31,2020-11-09,1,True,False
2020-11-11,2.47,2020-10-31,2020-11-09,2,True,False
2020-11-12,2.47,2020-10-31,2020-11-09,3,True,False
2020-11-13,2.47,2020-10-31,2020-11-09,4,True,False
2020-11-16,2.47,2020-10-31,2020-11-09,7,True,False
2020-11-17,2.47,2020-10-31,2020-11-09,8,True,False
2020-11-18,2.47,2020-10-31,2020-11-09,9,True,False
2020-11-19,2.47,2020-10-31,2020-11-09,10,True,False
2020-11-20,2.47,2020-10-31,2020-11-09,11,True,False
2020-11-23,2.47,2020-10-31,2020-11-09,14,True,False
2020-11-24,2.47,2020-10-31,2020-11-09,15,True,False
2020-11-25,2.47,2020-10-31,2020-11-09,16,True,False
2020-11-27,2.47,2020-10-31,2020-11-09,18,True,False
2020-11-30,2.47,2020-10-31,2020-11-09,21,True,False
2020-12-01,2.47,2020-10-31,2020-11-09,22,True,False
2020-12-02,2.47,2020-10-31,2020-11-09,23,True,False
2020-12-03,1.35,2020-11-30,2020-12-03,0,True,False
2020-12-04,1.35,2020-11-30,2020-12-03,1,True,False
2020-12-07,1.35,2020-11-30,2020-12-03,4,True,False
2020-12-08,1.35,2020-11-30,2020-12-03,5,True,False
2020-12-09,1.35,2020-11-30,2020-12-03,6,True,False
2020-12-10,1.35,2020-11-30,2020-12-03,7,True,False
2020-12-11,1.35,2020-11-30,2020-12-03,8,True,False
2020-12-14,1.35,2020-11-30,2020-12-03,11,True,False
2020-12-15,1.35,2020-11-30,2020-12-03,12,True,False
2020-12-16,1.35,2020-11-30,2020-12-03,13,True,False
2020-12-17,1.35,2020-11-30,2020-12-03,14,True,False
2020-12-18,1.35,2020-11-30,2020-12-03,15,True,False
2020-12-21,1.35,2020-11-30,2020-12-03,18,True,False
2020-12-22,1.35,2020-11-30,2020-12-03,19,True,False
2020-12-23,1.35,2020-11-30,2020-12-03,20,True,False
2020-12-24,1.35,2020-11-30,2020-12-03,21,False,False
2020-12-28,1.35,2020-11-30,2020-12-03,25,False,False
2020-12-29,1.35,2020-11-30,2020-12-03,26,False,False
2020-12-30,1.35,2020-11-30,2020-12-03,27,False,False
2020-12-31,1.35,2020-11-30,2020-12-03,28,False,False
2021-01-06,2.48,2020-12-31,2021-01-06,0,False,True
2021-01-07,2.48,2020-12-31,2021-01-06,1,False,True
2021-01-08,2.48,2020-12-31,2021-01-06,2,False,True
2021-01-11,2.48,2020-12-31,2021-01-06,5,False,True
2021-01-12,2.48,2020-12-31,2021-01-06,6,False,True
2021-01-13,2.48,2020-12-31,2021-01-06,7,False,True
2021-01-14,2.48,2020-12-31,2021-01-06,8,False,True
2021-01-15,2.48,2020-12-31,2021-01-06,9,False,True
2021-01-19,2.48,2020-12-31,2021-01-06,13,False,True
2021-01-20,2.48,2020-12-31,2021-01-06,14,False,True
2021-01-21,2.48,2020-12-31,2021-01-06,15,False,True
2021-01-22,2.48,2020-12-31,2021-01-06,16,False,True
