permit_id,outfall,parameter_code,parameter_desc,monitoring_location,unit,rows
OKR05FA05,007,34469,Pyrene,Effluent Gross,ug/L,2
OKR05FA05,007,34521,Benzo[ghi]perylene,Effluent Gross,,1
OKR05FA05,007,34521,Benzo[ghi]perylene,Effluent Gross,mg/L,1
OKR05FA05,007,34521,Benzo[ghi]perylene,Effluent Gross,ug/L,2
OKR05FA05,007,34526,Benzo[a]anthracene,Effluent Gross,,1
OKR05FA05,007,34526,Benzo[a]anthracene,Effluent Gross,mg/L,1
OKR05FA05,007,34526,Benzo[a]anthracene,Effluent Gross,ug/L,2
OKR05FA05,007,34556,"Dibenz[a,h]anthracene",Effluent Gross,,1
OKR05FA05,007,34556,"Dibenz[a,h]anthracene",Effluent Gross,mg/L,1
OKR05FA05,007,34556,"Dibenz[a,h]anthracene",Effluent Gross,ug/L,2
OKR05FA05,007,34696,Naphthalene,Effluent Gross,,1
OKR05FA05,007,34696,Naphthalene,Effluent Gross,mg/L,1
OKR05FA05,007,34696,Naphthalene,Effluent Gross,ug/L,2
OKR05FA05,007,81017,Chemical Oxygen Demand [COD],Effluent Gross,,4
OKR05FA05,007,81017,Chemical Oxygen Demand [COD],Effluent Gross,mg/L,14
OKR05FA05,008,00400,pH,Effluent Gross,,10
OKR05FA05,008,00400,pH,Effluent Gross,SU,26
OKR05FA05,008,00530,"Solids, total suspended",Effluent Gross,,5
OKR05FA05,008,00530,"Solids, total suspended",Effluent Gross,mg/L,13
OKR05FA05,008,34200,Acenaphthylene,Effluent Gross,,1
OKR05FA05,008,34200,Acenaphthylene,Effluent Gross,mg/L,1
OKR05FA05,008,34200,Acenaphthylene,Effluent Gross,ug/L,2
OKR05FA05,008,34205,Acenaphthene,Effluent Gross,,1
OKR05FA05,008,34205,Acenaphthene,Effluent Gross,mg/L,1
OKR05FA05,008,34205,Acenaphthene,Effluent Gross,ug/L,2
OKR05FA05,008,34220,Anthracene,Effluent Gross,,1
OKR05FA05,008,34220,Anthracene,Effluent Gross,mg/L,1
OKR05FA05,008,34220,Anthracene,Effluent Gross,ug/L,2
OKR05FA05,008,34230,Benzo[b]fluoranthene,Effluent Gross,,1
OKR05FA05,008,34230,Benzo[b]fluoranthene,Effluent Gross,mg/L,1
OKR05FA05,008,34230,Benzo[b]fluoranthene,Effluent Gross,ug/L,2
OKR05FA05,008,34242,Benzo[k]fluoranthene,Effluent Gross,,1
OKR05FA05,008,34242,Benzo[k]fluoranthene,Effluent Gross,mg/L,1
OKR05FA05,008,34242,Benzo[k]fluoranthene,Effluent Gross,ug/L,2
OKR05FA05,008,34247,Benzo[a]pyrene,Effluent Gross,,1
OKR05FA05,008,34247,Benzo[a]pyrene,Effluent Gross,mg/L,1
OKR05FA05,008,34247,Benzo[a]pyrene,Effluent Gross,ug/L,2
OKR05FA05,008,34320,Chrysene,Effluent Gross,,1
OKR05FA05,008,34320,Chrysene,Effluent Gross,mg/L,1
OKR05FA05,008,34320,Chrysene,Effluent Gross,ug/L,2
OKR05FA05,008,34376,Fluoranthene,Effluent Gross,,1
OKR05FA05,008,34376,Fluoranthene,Effluent Gross,mg/L,1
OKR05FA05,008,34376,Fluoranthene,Effluent Gross,ug/L,2
OKR05FA05,008,34381,Fluorene,Effluent Gross,,1
OKR05FA05,008,34381,Fluorene,Effluent Gross,mg/L,1
OKR05FA05,008,34381,Fluorene,Effluent Gross,ug/L,2
OKR05FA05,008,34403,"Indeno[1,2,3-cd]pyrene",Effluent Gross,,1
OKR05FA05,008,34403,"Indeno[1,2,3-cd]pyrene",Effluent Gross,mg/L,1
OKR05FA05,008,34403,"Indeno[1,2,3-cd]pyrene",Effluent Gross,ug/L,2
OKR05FA05,008,34461,Phenanthrene,Effluent Gross,,1
OKR05FA05,008,34461,Phenanthrene,Effluent Gross,mg/L,1
OKR05FA05,008,34461,Phenanthrene,Effluent Gross,ug/L,2
OKR05FA05,008,34469,Pyrene,Effluent Gross,,1
OKR05FA05,008,34469,Pyrene,Effluent Gross,mg/L,1
OKR05FA05,008,34469,Pyrene,Effluent Gross,ug/L,2
OKR05FA05,008,34521,Benzo[ghi]perylene,Effluent Gross,,1
OKR05FA05,008,34521,Benzo[ghi]perylene,Effluent Gross,mg/L,1
OKR05FA05,008,34521,Benzo[ghi]perylene,Effluent Gross,ug/L,2
OKR05FA05,008,34526,Benzo[a]anthracene,Effluent Gross,,1
OKR05FA05,008,34526,Benzo[a]anthracene,Effluent Gross,mg/L,1
OKR05FA05,008,34526,Benzo[a]anthracene,Effluent Gross,ug/L,2
OKR05FA05,008,34556,"Dibenz[a,h]anthracene",Effluent Gross,,1
OKR05FA05,008,34556,"Dibenz[a,h]anthracene",Effluent Gross,mg/L,1
OKR05FA05,008,34556,"Dibenz[a,h]anthracene",Effluent Gross,ug/L,2
OKR05FA05,008,34696,Naphthalene,Effluent Gross,,1
OKR05FA05,008,34696,Naphthalene,Effluent Gross,mg/L,1
OKR05FA05,008,34696,Naphthalene,Effluent Gross,ug/L,2
OKR05FA05,008,81017,Chemical Oxygen Demand [COD],Effluent Gross,,5
OKR05FA05,008,81017,Chemical Oxygen Demand [COD],Effluent Gross,mg/L,13
