published_at,title,source,url,lanes,matched_terms
2026-09-07T15:59:45+00:00,"South Bow, Bridger to Develop New Oil Pipeline From Wyoming to Cushing, Oklahoma - EnergyNow",Google News RSS,https://news.google.com/rss/articles/CBMirAFBVV95cUxPWEY1T1VnMkdHUi1nVEdGSGN0TWMxNnVCUmh1ckw0QWRjRmR4MUFZcTJjaGlkUDRIOFJaUjRHU1FrMnM3T1lWMk5Ec0NXR3IwaHB3R012MnU1TzFLUTlQQlFlZkRlNHB3V3haWlRDb2wyZXVfNloyb1NhTkxCQllvY1NSTVZnVFZydTRCX0ZUOEZ6elZBX3plQnB4TkZYV2gxM2JIelQzSkpzdkda?oc=5,physical,pipeline
