date,savg_f
2020-10-29,48.97
2020-10-30,50.3
2020-10-31,52.44
2020-11-01,52.05
2020-11-02,51.5
2020-11-03,53.78
2020-11-04,
2020-11-05,57.5
2020-11-06,58.91
2020-11-07,59.24
2020-11-08,60.51
2020-11-09,62.65
2020-11-10,61.16
2020-11-11,54.94
2020-11-12,55.14
2020-11-13,54.42
2020-11-14,57.88
2020-11-15,55.33
2020-11-16,53.36
2020-11-17,53.37
2020-11-18,54.76
2020-11-19,57.12
2020-11-20,59.34
2020-11-21,58.78
2020-11-22,55.34
2020-11-23,51.56
2020-11-24,53.69
2020-11-25,52.35
2020-11-26,49.66
2020-11-27,49.88
2020-11-28,47.63
2020-11-29,48.83
2020-11-30,45.14
2020-12-01,44.45
2020-12-02,45.06
2020-12-03,45.87
2020-12-04,44.27
2020-12-05,44.43
2020-12-06,44.28
2020-12-07,44.39
2020-12-08,44.9
2020-12-09,45.83
2020-12-10,46.27
2020-12-11,48.6
2020-12-12,45.39
2020-12-13,43.47
2020-12-14,42.19
2020-12-15,41.53
2020-12-16,41.24
2020-12-17,40.5
2020-12-18,42.26
2020-12-19,44.24
2020-12-20,42.43
2020-12-21,44.43
2020-12-22,44.83
2020-12-23,47.67
2020-12-24,41.48
2020-12-25,40.22
2020-12-26,42.98
2020-12-27,45.37
2020-12-28,43.88
2020-12-29,45.08
2020-12-30,44.34
2020-12-31,39.54
2021-01-01,38.59
2021-01-02,40.01
2021-01-03,40.1
2021-01-04,40.85
2021-01-05,40.82
2021-01-06,42.69
2021-01-07,43.11
2021-01-08,41.94
2021-01-09,39.47
2021-01-10,39.34
2021-01-11,38.87
2021-01-12,39.46
2021-01-13,40.45
2021-01-14,42.22
2021-01-15,40.33
2021-01-16,39.93
2021-01-17,40.69
2021-01-18,40.91
2021-01-19,42.45
2021-01-20,40.04
2021-01-21,
2021-01-22,42.29
2021-01-23,41.99
2021-01-24,45.12
2021-01-25,46.06
2021-01-26,42.0
2021-01-27,40.44
2021-01-28,39.66
2021-01-29,41.18
2021-01-30,46.24
2021-01-31,44.44
2021-02-01,42.07
2021-02-02,43.57
2021-02-03,44.53
2021-02-04,46.79
2021-02-05,43.39
2021-02-06,43.7
2021-02-07,40.81
2021-02-08,39.25
2021-02-09,36.31
2021-02-10,35.16
2021-02-11,34.22
2021-02-12,33.82
2021-02-13,33.4
2021-02-14,32.88
2021-02-15,32.84
2021-02-16,32.85
2021-02-17,33.17
2021-02-18,33.23
2021-02-19,33.35
2021-02-20,33.53
2021-02-21,36.02
2021-02-22,38.87
2021-02-23,42.31
2021-02-24,46.22
2021-02-25,43.36
2021-02-26,43.89
2021-02-27,45.1
2021-02-28,48.92
2021-03-01,46.34
2021-03-02,
2021-03-03,48.15
2021-03-04,49.49
2021-03-05,49.81
2021-03-06,48.69
2021-03-07,49.54
2021-03-08,50.13
2021-03-09,52.98
2021-03-10,56.58
2021-03-11,55.55
2021-03-12,54.17
2021-03-13,55.38
2021-03-14,56.63
2021-03-15,55.11
2021-03-16,54.33
2021-03-17,55.28
2021-03-18,49.83
2021-03-19,50.78
2021-03-20,51.33
2021-03-21,53.09
2021-03-22,53.36
2021-03-23,52.55
2021-03-24,51.84
2021-03-25,52.03
2021-03-26,53.39
2021-03-27,57.15
2021-03-28,56.35
2021-03-29,56.61
2021-03-30,57.79
2021-03-31,56.82
2021-04-01,55.66
2021-04-02,55.94
2021-04-03,58.82
2021-04-04,60.5
2021-04-05,61.76
2021-04-06,62.12
2021-04-07,61.78
2021-04-08,60.2
2021-04-09,61.83
2021-04-10,59.35
2021-04-11,60.13
2021-04-12,61.07
2021-04-13,60.76
2021-04-14,58.2
2021-04-15,57.29
2021-04-16,55.96
2021-04-17,54.82
2021-04-18,56.13
2021-04-19,57.24
2021-04-20,53.88
2021-04-21,53.3
2021-04-22,53.64
2021-04-23,55.85
2021-04-24,58.82
2021-04-25,59.84
2021-04-26,62.48
2021-04-27,63.15
2021-04-28,64.38
2021-04-29,64.93
2021-04-30,65.08
2021-05-01,64.71
2021-05-02,65.5
2021-05-03,65.51
2021-05-04,63.89
2021-05-05,63.09
2021-05-06,65.07
2021-05-07,65.13
2021-05-08,68.0
2021-05-09,66.85
2021-05-10,65.48
2021-05-11,61.61
2021-05-12,62.88
2021-05-13,63.95
2021-05-14,65.63
2021-05-15,67.23
2021-05-16,67.1
2021-05-17,68.25
2021-05-18,69.0
2021-05-19,68.31
2021-05-20,67.77
2021-05-21,69.01
2021-05-22,70.17
2021-05-23,69.99
2021-05-24,69.27
2021-05-25,70.03
2021-05-26,71.6
2021-05-27,72.64
2021-05-28,71.1
2021-05-29,69.48
2021-05-30,68.7
2021-05-31,66.75
2021-06-01,65.3
2021-06-02,66.83
2021-06-03,69.1
2021-06-04,72.64
2021-06-05,72.9
2021-06-06,73.3
2021-06-07,72.49
2021-06-08,75.36
2021-06-09,77.8
2021-06-10,79.83
2021-06-11,79.9
2021-06-12,80.14
2021-06-13,81.69
2021-06-14,80.42
2021-06-15,80.16
2021-06-16,80.84
2021-06-17,81.83
2021-06-18,82.52
2021-06-19,82.43
2021-06-20,82.13
2021-06-21,78.52
2021-06-22,76.45
2021-06-23,78.1
2021-06-24,81.32
2021-06-25,82.51
2021-06-26,79.06
2021-06-27,74.66
2021-06-28,77.42
2021-06-29,77.76
2021-06-30,78.97
2021-07-01,78.18
2021-07-02,78.37
2021-07-03,77.86
2021-07-04,77.67
2021-07-05,77.6
2021-07-06,77.53
2021-07-07,78.17
2021-07-08,78.91
2021-07-09,80.22
2021-07-10,80.02
2021-07-11,77.81
2021-07-12,76.75
2021-07-13,77.65
2021-07-14,79.46
2021-07-15,79.52
2021-07-16,79.96
2021-07-17,80.31
2021-07-18,79.55
2021-07-19,78.86
2021-07-20,77.66
2021-07-21,76.63
2021-07-22,77.18
2021-07-23,78.85
2021-07-24,80.52
2021-07-25,81.24
2021-07-26,79.79
2021-07-27,80.36
2021-07-28,81.39
2021-07-29,81.72
2021-07-30,81.57
2021-07-31,81.97
2021-08-01,81.22
2021-08-02,78.58
2021-08-03,77.45
2021-08-04,76.28
2021-08-05,76.58
2021-08-06,77.69
2021-08-07,79.59
2021-08-08,79.48
2021-08-09,81.16
2021-08-10,82.0
2021-08-11,81.75
2021-08-12,81.71
2021-08-13,81.11
2021-08-14,79.27
2021-08-15,78.54
2021-08-16,78.67
2021-08-17,
2021-08-18,78.88
2021-08-19,79.54
2021-08-20,81.36
2021-08-21,82.53
2021-08-22,82.71
2021-08-23,83.05
2021-08-24,
2021-08-25,83.46
2021-08-26,83.75
2021-08-27,83.85
2021-08-28,83.29
2021-08-29,82.67
2021-08-30,82.59
2021-08-31,82.45
2021-09-01,83.46
2021-09-02,83.97
2021-09-03,83.69
2021-09-04,83.22
2021-09-05,82.92
2021-09-06,81.01
2021-09-07,81.66
2021-09-08,81.78
2021-09-09,79.61
2021-09-10,79.97
2021-09-11,80.02
2021-09-12,79.83
2021-09-13,79.78
2021-09-14,80.7
2021-09-15,80.76
2021-09-16,80.49
2021-09-17,80.63
2021-09-18,79.82
2021-09-19,80.28
2021-09-20,80.73
2021-09-21,78.16
2021-09-22,73.94
2021-09-23,73.25
2021-09-24,73.82
2021-09-25,74.13
2021-09-26,75.37
2021-09-27,76.22
2021-09-28,77.36
2021-09-29,77.82
2021-09-30,74.55
2021-10-01,73.25
2021-10-02,73.57
2021-10-03,72.68
2021-10-04,70.92
2021-10-05,70.01
2021-10-06,70.09
2021-10-07,70.24
2021-10-08,71.53
2021-10-09,72.45
2021-10-10,72.29
2021-10-11,70.89
2021-10-12,68.32
2021-10-13,70.74
2021-10-14,69.9
2021-10-15,68.26
2021-10-16,64.45
2021-10-17,63.8
2021-10-18,63.98
2021-10-19,64.74
2021-10-20,65.7
2021-10-21,63.32
2021-10-22,63.22
2021-10-23,65.84
2021-10-24,67.85
2021-10-25,64.49
2021-10-26,64.26
2021-10-27,64.45
2021-10-28,61.5
2021-10-29,60.14
2021-10-30,58.22
2021-10-31,58.43
2021-11-01,57.25
2021-11-02,56.45
2021-11-03,55.76
2021-11-04,56.72
2021-11-05,55.31
2021-11-06,55.67
2021-11-07,56.81
2021-11-08,58.34
2021-11-09,59.38
2021-11-10,60.22
2021-11-11,58.07
2021-11-12,55.39
2021-11-13,52.59
2021-11-14,53.54
2021-11-15,54.05
2021-11-16,56.66
2021-11-17,58.73
2021-11-18,53.59
2021-11-19,50.48
2021-11-20,51.94
2021-11-21,53.2
2021-11-22,50.68
2021-11-23,50.99
2021-11-24,53.93
2021-11-25,52.6
2021-11-26,49.2
2021-11-27,50.46
2021-11-28,49.88
2021-11-29,50.34
2021-11-30,
2021-12-01,52.64
2021-12-02,52.57
2021-12-03,54.64
2021-12-04,54.54
2021-12-05,55.83
2021-12-06,52.86
2021-12-07,48.71
2021-12-08,48.86
2021-12-09,51.84
2021-12-10,53.41
2021-12-11,50.59
2021-12-12,48.12
2021-12-13,49.39
2021-12-14,52.6
2021-12-15,57.0
2021-12-16,55.04
2021-12-17,53.1
2021-12-18,51.11
2021-12-19,45.82
2021-12-20,45.66
2021-12-21,45.64
2021-12-22,46.35
2021-12-23,48.87
2021-12-24,52.67
2021-12-25,53.93
2021-12-26,53.16
2021-12-27,53.83
2021-12-28,53.27
2021-12-29,50.98
2021-12-30,49.98
2021-12-31,51.64
2022-01-01,50.13
2022-01-02,43.24
2022-01-03,41.82
2022-01-04,43.26
2022-01-05,43.61
2022-01-06,41.07
2022-01-07,38.86
2022-01-08,42.35
2022-01-09,44.7
2022-01-10,41.15
2022-01-11,41.9
2022-01-12,43.74
2022-01-13,43.75
2022-01-14,44.53
2022-01-15,42.52
2022-01-16,41.22
2022-01-17,41.41
2022-01-18,43.6
2022-01-19,42.85
2022-01-20,39.04
2022-01-21,36.72
2022-01-22,37.46
2022-01-23,40.13
2022-01-24,42.26
2022-01-25,41.88
2022-01-26,40.45
2022-01-27,41.95
2022-01-28,40.46
2022-01-29,40.99
2022-01-30,41.58
2022-01-31,42.63
2022-02-01,46.83
2022-02-02,43.33
2022-02-03,40.67
2022-02-04,40.42
2022-02-05,39.6
2022-02-06,39.85
2022-02-07,40.31
2022-02-08,42.98
2022-02-09,43.04
2022-02-10,44.31
2022-02-11,45.85
2022-02-12,44.09
2022-02-13,42.76
2022-02-14,44.24
2022-02-15,45.93
2022-02-16,49.72
2022-02-17,46.06
2022-02-18,41.6
2022-02-19,43.7
2022-02-20,45.93
2022-02-21,
2022-02-22,47.9
2022-02-23,40.15
2022-02-24,37.43
2022-02-25,36.12
2022-02-26,36.99
2022-02-27,38.98
2022-02-28,42.17
2022-03-01,45.87
2022-03-02,48.14
2022-03-03,49.81
2022-03-04,51.29
2022-03-05,54.59
2022-03-06,49.77
2022-03-07,46.76
2022-03-08,45.0
2022-03-09,45.05
2022-03-10,46.59
2022-03-11,43.34
2022-03-12,42.04
2022-03-13,45.6
2022-03-14,47.86
2022-03-15,50.73
2022-03-16,51.91
2022-03-17,53.71
2022-03-18,51.26
2022-03-19,49.94
2022-03-20,52.03
2022-03-21,51.8
2022-03-22,50.7
2022-03-23,47.8
2022-03-24,49.12
2022-03-25,50.43
2022-03-26,52.27
2022-03-27,53.47
2022-03-28,54.81
2022-03-29,59.04
2022-03-30,56.85
2022-03-31,50.94
2022-04-01,51.35
2022-04-02,56.11
2022-04-03,56.85
2022-04-04,57.55
2022-04-05,58.02
2022-04-06,58.25
2022-04-07,54.51
2022-04-08,53.43
2022-04-09,53.63
2022-04-10,58.06
2022-04-11,58.91
2022-04-12,60.97
2022-04-13,61.45
2022-04-14,57.83
2022-04-15,60.2
2022-04-16,59.04
2022-04-17,58.22
2022-04-18,58.14
2022-04-19,57.02
2022-04-20,60.02
2022-04-21,62.45
2022-04-22,64.37
2022-04-23,64.09
2022-04-24,62.91
2022-04-25,61.41
2022-04-26,60.88
2022-04-27,61.11
2022-04-28,63.25
2022-04-29,65.27
2022-04-30,65.49
2022-05-01,63.48
2022-05-02,63.22
2022-05-03,62.67
2022-05-04,61.54
2022-05-05,62.54
2022-05-06,63.04
2022-05-07,65.06
2022-05-08,68.55
2022-05-09,71.22
2022-05-10,72.84
2022-05-11,72.98
2022-05-12,73.08
2022-05-13,72.07
2022-05-14,72.85
2022-05-15,73.5
2022-05-16,72.27
2022-05-17,
2022-05-18,74.45
2022-05-19,
2022-05-20,74.59
2022-05-21,69.79
2022-05-22,67.43
2022-05-23,64.18
2022-05-24,62.49
2022-05-25,63.37
2022-05-26,62.84
2022-05-27,64.44
2022-05-28,67.9
2022-05-29,70.67
2022-05-30,72.26
2022-05-31,72.91
2022-06-01,72.59
2022-06-02,72.41
2022-06-03,72.35
2022-06-04,72.1
2022-06-05,71.57
2022-06-06,72.71
2022-06-07,74.21
2022-06-08,74.06
2022-06-09,73.5
2022-06-10,74.46
2022-06-11,77.31
2022-06-12,79.17
2022-06-13,79.77
2022-06-14,79.38
2022-06-15,79.04
2022-06-16,79.89
2022-06-17,80.16
2022-06-18,80.19
2022-06-19,80.36
2022-06-20,80.35
2022-06-21,80.71
2022-06-22,80.42
2022-06-23,80.38
2022-06-24,81.23
2022-06-25,81.7
2022-06-26,80.87
2022-06-27,78.76
2022-06-28,78.13
2022-06-29,77.56
2022-06-30,77.8
2022-07-01,79.49
2022-07-02,80.32
2022-07-03,81.18
2022-07-04,81.71
2022-07-05,81.85
2022-07-06,82.39
2022-07-07,82.96
2022-07-08,83.25
2022-07-09,82.95
2022-07-10,81.97
2022-07-11,81.45
2022-07-12,81.48
2022-07-13,80.7
2022-07-14,80.64
2022-07-15,82.0
2022-07-16,82.52
2022-07-17,82.87
2022-07-18,83.67
2022-07-19,81.95
2022-07-20,83.67
2022-07-21,82.6
2022-07-22,82.28
2022-07-23,83.03
2022-07-24,84.23
2022-07-25,
2022-07-26,85.9
2022-07-27,86.35
2022-07-28,85.15
2022-07-29,82.07
2022-07-30,81.31
2022-07-31,81.21
2022-08-01,81.79
2022-08-02,82.78
2022-08-03,83.61
2022-08-04,83.55
2022-08-05,84.41
2022-08-06,84.75
2022-08-07,84.19
2022-08-08,83.98
2022-08-09,84.35
2022-08-10,84.48
2022-08-11,83.41
2022-08-12,82.88
2022-08-13,83.15
2022-08-14,83.52
2022-08-15,83.74
2022-08-16,84.54
2022-08-17,82.43
2022-08-18,80.98
2022-08-19,80.37
2022-08-20,80.76
2022-08-21,80.28
2022-08-22,79.99
2022-08-23,80.33
2022-08-24,80.15
2022-08-25,80.09
2022-08-26,80.37
2022-08-27,81.28
2022-08-28,81.56
2022-08-29,80.07
2022-08-30,80.13
2022-08-31,80.07
2022-09-01,78.02
2022-09-02,77.37
2022-09-03,78.31
2022-09-04,78.69
2022-09-05,77.4
2022-09-06,77.59
2022-09-07,77.28
2022-09-08,76.4
2022-09-09,76.5
2022-09-10,76.33
2022-09-11,75.43
2022-09-12,73.06
2022-09-13,73.71
2022-09-14,75.07
2022-09-15,74.89
2022-09-16,75.59
2022-09-17,77.47
2022-09-18,78.94
2022-09-19,79.12
2022-09-20,79.53
2022-09-21,79.55
2022-09-22,77.61
2022-09-23,76.06
2022-09-24,76.48
2022-09-25,75.5
2022-09-26,73.03
2022-09-27,72.88
2022-09-28,73.85
2022-09-29,73.41
2022-09-30,72.05
2022-10-01,70.64
2022-10-02,69.99
2022-10-03,69.91
2022-10-04,70.15
2022-10-05,70.99
2022-10-06,70.83
2022-10-07,69.87
2022-10-08,68.16
2022-10-09,68.54
2022-10-10,69.12
2022-10-11,69.63
2022-10-12,69.39
2022-10-13,65.02
2022-10-14,64.29
2022-10-15,66.81
2022-10-16,66.42
2022-10-17,62.56
2022-10-18,58.52
2022-10-19,56.54
2022-10-20,
2022-10-21,61.82
2022-10-22,65.55
2022-10-23,67.81
2022-10-24,66.43
2022-10-25,61.86
2022-10-26,59.17
2022-10-27,59.02
2022-10-28,60.21
2022-10-29,60.68
2022-10-30,61.82
2022-10-31,60.05
2022-11-01,60.12
2022-11-02,61.29
2022-11-03,62.68
2022-11-04,64.11
2022-11-05,58.97
2022-11-06,59.43
2022-11-07,59.93
2022-11-08,62.37
2022-11-09,64.5
2022-11-10,64.67
2022-11-11,58.64
2022-11-12,53.56
2022-11-13,50.8
2022-11-14,50.88
2022-11-15,50.58
2022-11-16,48.03
2022-11-17,
2022-11-18,47.28
2022-11-19,45.27
2022-11-20,43.69
2022-11-21,45.15
2022-11-22,46.93
2022-11-23,47.68
2022-11-24,50.09
2022-11-25,49.97
2022-11-26,49.77
2022-11-27,50.52
2022-11-28,48.71
2022-11-29,51.5
2022-11-30,47.17
2022-12-01,45.42
2022-12-02,48.67
2022-12-03,47.87
2022-12-04,46.6
2022-12-05,48.5
2022-12-06,50.32
2022-12-07,50.15
2022-12-08,51.4
2022-12-09,51.23
2022-12-10,50.76
2022-12-11,49.87
2022-12-12,51.31
2022-12-13,52.99
2022-12-14,48.91
2022-12-15,45.63
2022-12-16,43.77
2022-12-17,42.35
2022-12-18,41.3
2022-12-19,44.1
2022-12-20,44.09
2022-12-21,42.71
2022-12-22,41.25
2022-12-23,37.93
2022-12-24,36.96
2022-12-25,36.38
2022-12-26,37.97
2022-12-27,36.77
2022-12-28,40.1
2022-12-29,45.76
2022-12-30,44.25
2022-12-31,44.18
2023-01-01,45.35
2023-01-02,48.64
2023-01-03,48.0
2023-01-04,44.95
2023-01-05,43.52
2023-01-06,43.09
2023-01-07,44.53
2023-01-08,42.65
2023-01-09,43.8
2023-01-10,43.68
2023-01-11,44.57
2023-01-12,45.25
2023-01-13,41.87
2023-01-14,41.52
2023-01-15,44.35
2023-01-16,48.23
2023-01-17,45.99
2023-01-18,48.76
2023-01-19,45.55
2023-01-20,43.39
2023-01-21,44.44
2023-01-22,43.79
2023-01-23,41.46
2023-01-24,41.47
2023-01-25,41.44
2023-01-26,40.23
2023-01-27,41.56
2023-01-28,43.73
2023-01-29,42.2
2023-01-30,38.66
2023-01-31,37.43
2023-02-01,36.38
2023-02-02,38.4
2023-02-03,38.55
2023-02-04,40.79
2023-02-05,42.66
2023-02-06,45.55
2023-02-07,46.12
2023-02-08,44.65
2023-02-09,44.27
2023-02-10,44.6
2023-02-11,42.52
2023-02-12,42.82
2023-02-13,44.28
2023-02-14,47.24
2023-02-15,46.96
2023-02-16,45.15
2023-02-17,42.51
2023-02-18,42.06
2023-02-19,44.08
2023-02-20,47.51
2023-02-21,47.09
2023-02-22,51.4
2023-02-23,47.25
2023-02-24,43.83
2023-02-25,44.16
2023-02-26,47.05
2023-02-27,50.39
2023-02-28,49.66
2023-03-01,50.86
2023-03-02,48.41
2023-03-03,49.18
2023-03-04,49.77
2023-03-05,51.69
2023-03-06,54.13
2023-03-07,52.7
2023-03-08,52.01
2023-03-09,52.25
2023-03-10,50.78
2023-03-11,52.9
2023-03-12,51.97
2023-03-13,48.56
2023-03-14,49.47
2023-03-15,49.38
2023-03-16,51.01
2023-03-17,48.5
2023-03-18,46.93
2023-03-19,45.36
2023-03-20,46.16
2023-03-21,47.86
2023-03-22,53.54
2023-03-23,56.55
2023-03-24,52.82
2023-03-25,52.11
2023-03-26,52.15
2023-03-27,51.66
2023-03-28,51.76
2023-03-29,51.34
2023-03-30,53.59
2023-03-31,57.6
2023-04-01,55.62
2023-04-02,55.42
2023-04-03,58.9
2023-04-04,61.48
2023-04-05,59.38
2023-04-06,55.78
2023-04-07,55.35
2023-04-08,55.95
2023-04-09,56.67
2023-04-10,59.03
2023-04-11,59.81
2023-04-12,60.32
2023-04-13,61.25
2023-04-14,62.61
2023-04-15,62.25
2023-04-16,58.39
2023-04-17,58.37
2023-04-18,61.98
2023-04-19,63.9
2023-04-20,
2023-04-21,61.01
2023-04-22,58.44
2023-04-23,58.13
2023-04-24,57.91
2023-04-25,57.15
2023-04-26,55.87
2023-04-27,56.51
2023-04-28,57.41
2023-04-29,58.52
2023-04-30,58.74
2023-05-01,57.7
2023-05-02,58.92
2023-05-03,59.82
2023-05-04,59.98
2023-05-05,61.08
2023-05-06,66.28
2023-05-07,67.71
2023-05-08,69.12
2023-05-09,70.33
2023-05-10,70.37
2023-05-11,69.74
2023-05-12,70.78
2023-05-13,70.49
2023-05-14,70.63
2023-05-15,70.87
2023-05-16,68.93
2023-05-17,68.69
2023-05-18,68.32
2023-05-19,68.02
2023-05-20,66.81
2023-05-21,66.54
2023-05-22,67.24
2023-05-23,68.19
2023-05-24,69.12
2023-05-25,69.17
2023-05-26,69.58
2023-05-27,69.92
2023-05-28,70.0
2023-05-29,70.17
2023-05-30,70.87
2023-05-31,72.36
2023-06-01,72.78
2023-06-02,73.33
2023-06-03,72.29
2023-06-04,71.45
2023-06-05,72.08
2023-06-06,72.82
2023-06-07,72.86
2023-06-08,73.85
2023-06-09,74.9
2023-06-10,74.26
2023-06-11,75.42
2023-06-12,72.61
2023-06-13,73.28
2023-06-14,
2023-06-15,74.99
2023-06-16,75.58
2023-06-17,76.34
2023-06-18,75.16
2023-06-19,75.92
2023-06-20,77.68
2023-06-21,76.52
2023-06-22,76.81
2023-06-23,76.49
2023-06-24,77.08
2023-06-25,79.23
2023-06-26,77.69
2023-06-27,76.62
2023-06-28,78.57
2023-06-29,80.39
2023-06-30,80.97
2023-07-01,80.42
2023-07-02,79.07
2023-07-03,75.78
2023-07-04,76.56
2023-07-05,77.47
2023-07-06,76.33
2023-07-07,75.38
2023-07-08,76.86
2023-07-09,76.76
2023-07-10,76.51
2023-07-11,78.3
2023-07-12,79.62
2023-07-13,81.05
2023-07-14,81.38
2023-07-15,80.33
2023-07-16,79.43
2023-07-17,79.54
2023-07-18,80.39
2023-07-19,80.64
2023-07-20,80.92
2023-07-21,78.72
2023-07-22,77.46
2023-07-23,77.9
2023-07-24,
2023-07-25,79.54
2023-07-26,80.12
2023-07-27,80.56
2023-07-28,80.95
2023-07-29,81.19
2023-07-30,81.17
2023-07-31,81.32
2023-08-01,81.99
2023-08-02,82.6
2023-08-03,82.69
2023-08-04,83.07
2023-08-05,80.32
2023-08-06,77.68
2023-08-07,78.03
2023-08-08,78.59
2023-08-09,79.83
2023-08-10,80.08
2023-08-11,80.93
2023-08-12,81.74
2023-08-13,81.36
2023-08-14,78.45
2023-08-15,76.91
2023-08-16,76.49
2023-08-17,77.32
2023-08-18,77.98
2023-08-19,79.67
2023-08-20,80.2
2023-08-21,80.26
2023-08-22,81.0
2023-08-23,81.18
2023-08-24,81.23
2023-08-25,81.33
2023-08-26,81.03
2023-08-27,80.11
2023-08-28,77.63
2023-08-29,76.5
2023-08-30,76.47
2023-08-31,76.26
2023-09-01,76.6
2023-09-02,76.39
2023-09-03,76.67
2023-09-04,77.63
2023-09-05,78.87
2023-09-06,77.49
2023-09-07,76.4
2023-09-08,77.58
2023-09-09,76.32
2023-09-10,74.99
2023-09-11,74.07
2023-09-12,73.1
2023-09-13,72.32
2023-09-14,73.2
2023-09-15,72.38
2023-09-16,72.68
2023-09-17,71.63
2023-09-18,71.84
2023-09-19,71.61
2023-09-20,72.6
2023-09-21,74.07
2023-09-22,74.51
2023-09-23,74.75
2023-09-24,75.29
2023-09-25,73.95
2023-09-26,73.18
2023-09-27,
2023-09-28,74.21
2023-09-29,74.68
2023-09-30,74.91
2023-10-01,73.98
2023-10-02,73.1
2023-10-03,72.61
2023-10-04,72.37
2023-10-05,71.37
2023-10-06,68.39
2023-10-07,64.41
2023-10-08,63.87
2023-10-09,64.99
2023-10-10,65.24
2023-10-11,67.6
2023-10-12,67.38
2023-10-13,66.92
2023-10-14,64.0
2023-10-15,63.0
2023-10-16,60.54
2023-10-17,59.81
2023-10-18,61.84
2023-10-19,61.56
2023-10-20,61.98
2023-10-21,63.55
2023-10-22,64.03
2023-10-23,65.69
2023-10-24,66.88
2023-10-25,67.46
2023-10-26,68.44
2023-10-27,67.54
2023-10-28,61.93
2023-10-29,56.55
2023-10-30,54.32
2023-10-31,52.19
2023-11-01,
2023-11-02,52.43
2023-11-03,54.27
2023-11-04,56.57
2023-11-05,58.71
2023-11-06,60.81
2023-11-07,61.63
2023-11-08,62.89
2023-11-09,60.15
2023-11-10,57.23
2023-11-11,56.77
2023-11-12,55.88
2023-11-13,55.94
2023-11-14,55.21
2023-11-15,55.14
2023-11-16,56.29
2023-11-17,57.39
2023-11-18,54.87
2023-11-19,55.26
2023-11-20,55.79
2023-11-21,54.19
2023-11-22,50.68
2023-11-23,50.73
2023-11-24,50.32
2023-11-25,49.23
2023-11-26,48.04
2023-11-27,45.98
2023-11-28,46.02
2023-11-29,47.97
2023-11-30,50.17
2023-12-01,50.15
2023-12-02,49.27
2023-12-03,47.83
2023-12-04,48.08
2023-12-05,47.3
2023-12-06,46.72
2023-12-07,49.4
2023-12-08,52.55
2023-12-09,50.15
2023-12-10,46.7
2023-12-11,46.0
2023-12-12,45.98
2023-12-13,47.12
2023-12-14,47.74
2023-12-15,48.78
2023-12-16,47.94
2023-12-17,46.06
2023-12-18,45.41
2023-12-19,44.11
2023-12-20,46.45
2023-12-21,49.26
2023-12-22,51.2
2023-12-23,52.53
2023-12-24,54.4
2023-12-25,50.14
2023-12-26,47.11
2023-12-27,46.35
2023-12-28,44.48
2023-12-29,44.36
2023-12-30,43.52
2023-12-31,43.22
2024-01-01,43.62
2024-01-02,41.99
2024-01-03,41.66
2024-01-04,41.51
2024-01-05,43.01
2024-01-06,43.33
2024-01-07,42.58
2024-01-08,43.83
2024-01-09,42.43
2024-01-10,40.69
2024-01-11,41.07
2024-01-12,40.11
2024-01-13,37.12
2024-01-14,35.41
2024-01-15,34.62
2024-01-16,34.1
2024-01-17,34.08
2024-01-18,34.4
2024-01-19,34.54
2024-01-20,34.22
2024-01-21,34.2
2024-01-22,34.3
2024-01-23,35.06
2024-01-24,38.07
2024-01-25,40.18
2024-01-26,41.44
2024-01-27,41.02
2024-01-28,39.67
2024-01-29,40.67
2024-01-30,42.26
2024-01-31,42.96
2024-02-01,45.78
2024-02-02,47.64
2024-02-03,48.96
2024-02-04,48.28
2024-02-05,46.73
2024-02-06,45.01
2024-02-07,46.87
2024-02-08,48.77
2024-02-09,48.55
2024-02-10,47.79
2024-02-11,46.25
2024-02-12,44.34
2024-02-13,44.3
2024-02-14,46.08
2024-02-15,47.58
2024-02-16,46.29
2024-02-17,43.23
2024-02-18,41.34
2024-02-19,43.38
2024-02-20,44.62
2024-02-21,47.87
2024-02-22,50.27
2024-02-23,48.6
2024-02-24,47.74
2024-02-25,50.4
2024-02-26,50.34
2024-02-27,52.85
2024-02-28,
2024-02-29,46.0
2024-03-01,47.09
2024-03-02,49.61
2024-03-03,53.44
2024-03-04,55.42
2024-03-05,52.98
2024-03-06,53.59
2024-03-07,54.77
2024-03-08,53.22
2024-03-09,50.51
2024-03-10,49.31
2024-03-11,51.2
2024-03-12,53.4
2024-03-13,55.67
2024-03-14,58.14
2024-03-15,56.47
2024-03-16,54.05
2024-03-17,54.94
2024-03-18,52.26
2024-03-19,51.53
2024-03-20,54.2
2024-03-21,55.01
2024-03-22,55.36
2024-03-23,54.19
2024-03-24,54.31
2024-03-25,54.39
2024-03-26,50.77
2024-03-27,49.83
2024-03-28,
2024-03-29,54.07
2024-03-30,56.37
2024-03-31,58.77
2024-04-01,60.19
2024-04-02,56.8
2024-04-03,54.2
2024-04-04,53.41
2024-04-05,54.87
2024-04-06,57.41
2024-04-07,57.22
2024-04-08,56.02
2024-04-09,57.59
2024-04-10,57.45
2024-04-11,55.83
2024-04-12,55.65
2024-04-13,58.42
2024-04-14,61.15
2024-04-15,62.23
2024-04-16,62.92
2024-04-17,62.38
2024-04-18,63.82
2024-04-19,60.96
2024-04-20,59.84
2024-04-21,59.08
2024-04-22,57.96
2024-04-23,60.37
2024-04-24,60.98
2024-04-25,
2024-04-26,64.77
2024-04-27,66.42
