date,savg_f
2024-04-28,65.5
2024-04-29,65.84
2024-04-30,67.23
2024-05-01,68.35
2024-05-02,68.85
2024-05-03,68.92
2024-05-04,68.82
2024-05-05,66.24
2024-05-06,66.64
2024-05-07,67.29
2024-05-08,68.86
2024-05-09,67.31
2024-05-10,66.88
2024-05-11,67.67
2024-05-12,68.35
2024-05-13,67.75
2024-05-14,67.68
2024-05-15,68.25
2024-05-16,69.46
2024-05-17,69.51
2024-05-18,70.81
2024-05-19,72.11
2024-05-20,72.22
2024-05-21,73.79
2024-05-22,72.32
2024-05-23,72.91
2024-05-24,74.14
2024-05-25,73.3
2024-05-26,75.34
2024-05-27,74.64
2024-05-28,73.24
2024-05-29,72.62
2024-05-30,72.25
2024-05-31,71.74
2024-06-01,72.51
2024-06-02,72.79
2024-06-03,71.41
2024-06-04,73.17
2024-06-05,74.65
2024-06-06,74.46
2024-06-07,75.48
2024-06-08,76.95
2024-06-09,76.49
2024-06-10,74.7
2024-06-11,74.42
2024-06-12,75.0
2024-06-13,76.74
2024-06-14,78.26
2024-06-15,78.76
2024-06-16,78.67
2024-06-17,78.94
2024-06-18,78.67
2024-06-19,78.62
2024-06-20,78.11
2024-06-21,78.81
2024-06-22,79.61
2024-06-23,80.72
2024-06-24,81.24
2024-06-25,81.47
2024-06-26,81.08
2024-06-27,80.28
2024-06-28,81.44
2024-06-29,82.42
2024-06-30,80.95
2024-07-01,81.86
2024-07-02,82.37
2024-07-03,82.55
2024-07-04,82.66
2024-07-05,80.68
2024-07-06,78.65
2024-07-07,77.66
2024-07-08,78.16
2024-07-09,78.25
2024-07-10,77.8
2024-07-11,79.02
2024-07-12,79.66
2024-07-13,79.91
2024-07-14,80.41
2024-07-15,81.16
2024-07-16,80.87
2024-07-17,79.43
2024-07-18,78.38
2024-07-19,76.59
2024-07-20,76.12
2024-07-21,76.38
2024-07-22,76.39
2024-07-23,76.72
2024-07-24,77.2
2024-07-25,77.35
2024-07-26,77.69
2024-07-27,77.96
2024-07-28,78.48
2024-07-29,79.55
2024-07-30,
2024-07-31,80.95
2024-08-01,81.42
2024-08-02,80.82
2024-08-03,78.69
2024-08-04,78.96
2024-08-05,79.68
2024-08-06,80.45
2024-08-07,
2024-08-08,80.63
2024-08-09,79.69
2024-08-10,77.75
2024-08-11,76.54
2024-08-12,77.15
2024-08-13,79.91
2024-08-14,80.95
2024-08-15,81.64
2024-08-16,82.15
2024-08-17,82.31
2024-08-18,82.36
2024-08-19,81.84
2024-08-20,80.9
2024-08-21,80.08
2024-08-22,79.17
2024-08-23,79.16
2024-08-24,80.46
2024-08-25,80.98
2024-08-26,81.15
2024-08-27,80.37
2024-08-28,80.32
2024-08-29,80.55
2024-08-30,80.14
2024-08-31,79.53
2024-09-01,79.14
2024-09-02,77.91
2024-09-03,
2024-09-04,76.76
2024-09-05,76.87
2024-09-06,76.86
2024-09-07,75.28
2024-09-08,74.05
2024-09-09,73.73
2024-09-10,73.5
2024-09-11,73.97
2024-09-12,74.94
2024-09-13,74.26
2024-09-14,75.51
2024-09-15,76.48
2024-09-16,76.49
2024-09-17,76.78
2024-09-18,77.19
2024-09-19,78.41
2024-09-20,78.77
2024-09-21,78.8
2024-09-22,77.47
2024-09-23,74.44
2024-09-24,
2024-09-25,72.39
2024-09-26,71.53
2024-09-27,71.09
2024-09-28,71.17
2024-09-29,70.99
2024-09-30,70.74
2024-10-01,70.45
2024-10-02,68.94
2024-10-03,71.07
2024-10-04,72.27
2024-10-05,72.41
2024-10-06,72.31
2024-10-07,70.58
2024-10-08,69.82
2024-10-09,69.93
2024-10-10,70.68
2024-10-11,71.62
2024-10-12,71.8
2024-10-13,71.39
2024-10-14,69.14
2024-10-15,67.3
2024-10-16,65.19
2024-10-17,64.05
2024-10-18,65.12
2024-10-19,65.94
2024-10-20,65.32
2024-10-21,65.52
2024-10-22,67.57
2024-10-23,68.76
2024-10-24,69.47
2024-10-25,69.66
2024-10-26,67.55
2024-10-27,67.33
2024-10-28,68.97
2024-10-29,70.22
2024-10-30,70.6
2024-10-31,67.37
2024-11-01,64.0
2024-11-02,65.3
2024-11-03,65.5
2024-11-04,65.58
2024-11-05,64.86
2024-11-06,62.04
2024-11-07,61.89
2024-11-08,62.46
2024-11-09,61.73
2024-11-10,60.91
2024-11-11,60.34
2024-11-12,60.5
2024-11-13,61.34
2024-11-14,59.18
2024-11-15,58.08
2024-11-16,58.7
2024-11-17,60.7
2024-11-18,62.45
2024-11-19,60.2
2024-11-20,57.82
2024-11-21,55.81
2024-11-22,54.33
2024-11-23,54.55
2024-11-24,56.81
2024-11-25,56.14
2024-11-26,53.06
2024-11-27,53.9
2024-11-28,52.47
2024-11-29,50.24
2024-11-30,50.8
2024-12-01,50.43
2024-12-02,49.16
2024-12-03,48.2
2024-12-04,49.94
2024-12-05,48.79
2024-12-06,46.99
2024-12-07,48.76
2024-12-08,50.5
2024-12-09,51.64
2024-12-10,49.76
2024-12-11,48.08
2024-12-12,48.27
2024-12-13,49.81
2024-12-14,51.53
2024-12-15,50.21
2024-12-16,52.93
2024-12-17,50.88
2024-12-18,50.64
2024-12-19,48.6
2024-12-20,47.27
2024-12-21,45.54
2024-12-22,46.38
2024-12-23,48.97
2024-12-24,50.37
2024-12-25,50.3
2024-12-26,50.88
2024-12-27,51.9
2024-12-28,51.85
2024-12-29,50.62
2024-12-30,51.06
2024-12-31,50.45
2025-01-01,48.46
2025-01-02,47.19
2025-01-03,46.46
2025-01-04,47.46
2025-01-05,47.36
2025-01-06,43.37
2025-01-07,41.64
2025-01-08,41.0
2025-01-09,40.89
2025-01-10,41.8
2025-01-11,41.35
2025-01-12,41.6
2025-01-13,40.7
2025-01-14,41.71
2025-01-15,41.76
2025-01-16,42.47
2025-01-17,43.39
2025-01-18,42.78
2025-01-19,39.87
2025-01-20,38.19
2025-01-21,37.06
2025-01-22,37.25
2025-01-23,37.72
2025-01-24,37.99
2025-01-25,39.67
2025-01-26,40.01
2025-01-27,38.52
2025-01-28,39.7
2025-01-29,41.86
2025-01-30,44.39
2025-01-31,44.15
2025-02-01,43.56
2025-02-02,45.4
2025-02-03,47.19
2025-02-04,46.69
2025-02-05,46.16
2025-02-06,46.89
2025-02-07,46.13
2025-02-08,47.33
2025-02-09,45.97
2025-02-10,44.21
2025-02-11,44.33
2025-02-12,42.78
2025-02-13,40.2
2025-02-14,40.04
2025-02-15,42.9
2025-02-16,41.53
2025-02-17,40.67
2025-02-18,40.11
2025-02-19,38.28
2025-02-20,37.22
2025-02-21,36.32
2025-02-22,37.02
2025-02-23,39.71
2025-02-24,43.01
2025-02-25,45.29
2025-02-26,47.07
2025-02-27,46.86
2025-02-28,47.12
2025-03-01,47.22
2025-03-02,47.29
2025-03-03,48.73
2025-03-04,50.74
2025-03-05,48.57
2025-03-06,47.24
2025-03-07,49.75
2025-03-08,48.72
2025-03-09,48.57
2025-03-10,49.05
2025-03-11,
2025-03-12,51.79
2025-03-13,51.92
2025-03-14,53.19
2025-03-15,52.19
2025-03-16,50.39
2025-03-17,51.59
2025-03-18,54.09
2025-03-19,52.88
2025-03-20,50.74
2025-03-21,51.67
2025-03-22,52.15
2025-03-23,54.68
2025-03-24,53.36
2025-03-25,55.22
2025-03-26,56.18
2025-03-27,57.8
2025-03-28,57.71
2025-03-29,59.43
2025-03-30,58.21
2025-03-31,56.83
2025-04-01,57.06
2025-04-02,59.95
2025-04-03,56.42
2025-04-04,55.56
2025-04-05,53.75
2025-04-06,52.58
2025-04-07,52.6
2025-04-08,54.6
2025-04-09,57.1
2025-04-10,58.04
2025-04-11,57.54
2025-04-12,58.32
2025-04-13,60.42
2025-04-14,60.57
2025-04-15,58.78
2025-04-16,59.48
2025-04-17,62.52
2025-04-18,63.09
2025-04-19,59.79
2025-04-20,58.25
2025-04-21,59.74
2025-04-22,61.94
2025-04-23,63.73
2025-04-24,64.2
2025-04-25,65.52
2025-04-26,64.0
2025-04-27,64.9
2025-04-28,66.31
2025-04-29,65.56
2025-04-30,62.89
2025-05-01,64.28
2025-05-02,65.45
2025-05-03,64.04
2025-05-04,63.87
2025-05-05,63.67
2025-05-06,62.46
2025-05-07,63.31
2025-05-08,63.86
2025-05-09,64.66
2025-05-10,64.65
2025-05-11,64.94
2025-05-12,65.66
2025-05-13,66.87
2025-05-14,68.99
2025-05-15,69.41
2025-05-16,68.38
2025-05-17,67.68
2025-05-18,67.35
2025-05-19,68.47
2025-05-20,68.59
2025-05-21,68.15
2025-05-22,67.86
2025-05-23,68.05
2025-05-24,68.51
2025-05-25,69.72
2025-05-26,69.42
2025-05-27,68.37
2025-05-28,68.48
2025-05-29,68.44
2025-05-30,68.13
2025-05-31,68.71
2025-06-01,70.44
2025-06-02,71.1
2025-06-03,72.0
2025-06-04,
2025-06-05,70.61
2025-06-06,71.23
2025-06-07,71.95
2025-06-08,72.46
2025-06-09,72.83
2025-06-10,72.82
2025-06-11,72.79
2025-06-12,72.14
2025-06-13,73.04
2025-06-14,73.18
2025-06-15,72.5
2025-06-16,73.36
2025-06-17,74.05
2025-06-18,72.65
2025-06-19,74.2
2025-06-20,76.12
2025-06-21,76.86
2025-06-22,77.04
2025-06-23,77.26
2025-06-24,77.45
2025-06-25,77.4
2025-06-26,77.48
2025-06-27,76.48
2025-06-28,76.94
2025-06-29,78.31
2025-06-30,76.99
2025-07-01,76.73
2025-07-02,75.96
2025-07-03,75.6
2025-07-04,76.08
2025-07-05,76.82
2025-07-06,77.3
2025-07-07,77.09
2025-07-08,76.46
2025-07-09,77.17
2025-07-10,78.16
2025-07-11,78.63
2025-07-12,77.41
2025-07-13,76.48
2025-07-14,76.82
2025-07-15,77.85
2025-07-16,78.66
2025-07-17,78.51
2025-07-18,78.73
2025-07-19,79.41
2025-07-20,79.82
2025-07-21,80.0
2025-07-22,80.02
2025-07-23,79.62
2025-07-24,80.05
2025-07-25,80.05
2025-07-26,80.23
2025-07-27,80.62
2025-07-28,80.54
2025-07-29,80.51
2025-07-30,80.19
2025-07-31,79.24
2025-08-01,77.21
2025-08-02,76.99
2025-08-03,76.77
2025-08-04,77.32
2025-08-05,77.49
2025-08-06,78.07
2025-08-07,78.75
2025-08-08,79.56
2025-08-09,79.87
2025-08-10,79.92
2025-08-11,78.34
2025-08-12,76.73
2025-08-13,77.5
2025-08-14,78.05
2025-08-15,79.01
2025-08-16,79.41
2025-08-17,79.41
2025-08-18,79.56
2025-08-19,79.34
2025-08-20,78.58
2025-08-21,77.91
2025-08-22,77.12
2025-08-23,76.2
2025-08-24,75.64
2025-08-25,73.89
2025-08-26,73.11
2025-08-27,72.33
2025-08-28,72.07
2025-08-29,72.45
2025-08-30,73.25
2025-08-31,73.42
2025-09-01,73.59
2025-09-02,73.7
2025-09-03,73.27
2025-09-04,73.42
2025-09-05,72.44
2025-09-06,70.68
2025-09-07,70.88
2025-09-08,70.66
2025-09-09,71.13
2025-09-10,71.45
2025-09-11,72.06
2025-09-12,72.79
2025-09-13,73.62
2025-09-14,73.97
2025-09-15,74.29
2025-09-16,73.9
2025-09-17,73.79
2025-09-18,
2025-09-19,73.18
2025-09-20,74.12
2025-09-21,73.65
2025-09-22,73.44
2025-09-23,74.47
2025-09-24,73.58
2025-09-25,71.45
2025-09-26,70.74
2025-09-27,71.07
2025-09-28,70.87
2025-09-29,70.48
2025-09-30,70.64
2025-10-01,
2025-10-02,70.89
2025-10-03,71.34
2025-10-04,71.3
2025-10-05,70.91
2025-10-06,71.19
2025-10-07,71.05
2025-10-08,70.85
2025-10-09,70.64
2025-10-10,70.93
2025-10-11,71.04
2025-10-12,70.78
2025-10-13,71.14
2025-10-14,
2025-10-15,70.62
2025-10-16,69.47
2025-10-17,70.1
2025-10-18,70.23
2025-10-19,67.27
2025-10-20,66.28
2025-10-21,65.08
2025-10-22,63.97
2025-10-23,64.37
2025-10-24,61.76
2025-10-25,62.29
2025-10-26,63.64
2025-10-27,64.18
2025-10-28,63.81
2025-10-29,60.84
2025-10-30,58.84
2025-10-31,58.2
2025-11-01,58.68
2025-11-02,56.89
2025-11-03,58.48
2025-11-04,59.75
2025-11-05,60.28
2025-11-06,59.94
2025-11-07,60.35
2025-11-08,59.15
2025-11-09,57.53
2025-11-10,53.79
2025-11-11,54.27
2025-11-12,54.96
2025-11-13,56.26
2025-11-14,59.08
2025-11-15,60.36
2025-11-16,59.12
2025-11-17,60.05
2025-11-18,61.05
2025-11-19,59.46
2025-11-20,60.92
2025-11-21,61.34
2025-11-22,59.65
2025-11-23,58.51
2025-11-24,58.06
2025-11-25,58.85
2025-11-26,55.77
2025-11-27,54.45
2025-11-28,52.73
2025-11-29,53.0
2025-11-30,50.33
2025-12-01,49.23
2025-12-02,47.68
2025-12-03,47.74
2025-12-04,48.05
2025-12-05,46.89
2025-12-06,47.44
2025-12-07,48.03
2025-12-08,47.73
2025-12-09,
2025-12-10,49.08
2025-12-11,48.19
2025-12-12,48.47
2025-12-13,47.03
2025-12-14,44.77
2025-12-15,43.01
2025-12-16,44.42
2025-12-17,46.46
2025-12-18,49.35
2025-12-19,46.13
2025-12-20,47.67
2025-12-21,47.42
2025-12-22,49.57
2025-12-23,52.87
2025-12-24,54.86
2025-12-25,56.64
2025-12-26,57.05
2025-12-27,55.48
2025-12-28,56.09
2025-12-29,49.15
2025-12-30,46.35
2025-12-31,47.38
2026-01-01,48.5
2026-01-02,50.49
2026-01-03,49.34
2026-01-04,47.52
2026-01-05,49.74
2026-01-06,50.17
2026-01-07,48.95
2026-01-08,53.38
2026-01-09,50.99
2026-01-10,49.45
2026-01-11,47.24
2026-01-12,47.14
2026-01-13,48.5
2026-01-14,48.77
2026-01-15,45.61
2026-01-16,46.2
2026-01-17,43.6
2026-01-18,41.22
2026-01-19,41.25
2026-01-20,40.45
2026-01-21,42.85
2026-01-22,42.0
2026-01-23,41.14
2026-01-24,39.34
2026-01-25,39.8
2026-01-26,39.83
2026-01-27,39.73
2026-01-28,38.92
2026-01-29,39.17
2026-01-30,38.49
2026-01-31,36.95
2026-02-01,38.05
2026-02-02,40.84
2026-02-03,43.28
2026-02-04,42.28
2026-02-05,42.47
2026-02-06,44.77
2026-02-07,44.55
2026-02-08,46.55
2026-02-09,47.24
2026-02-10,49.88
2026-02-11,47.81
2026-02-12,47.6
2026-02-13,49.17
2026-02-14,52.12
2026-02-15,52.78
2026-02-16,51.52
2026-02-17,
2026-02-18,53.78
2026-02-19,52.9
2026-02-20,49.66
2026-02-21,49.2
2026-02-22,47.06
2026-02-23,45.97
2026-02-24,47.75
2026-02-25,49.9
2026-02-26,51.51
2026-02-27,51.22
2026-02-28,53.24
2026-03-01,52.7
2026-03-02,51.33
2026-03-03,53.31
2026-03-04,53.74
2026-03-05,54.55
2026-03-06,57.69
2026-03-07,55.85
2026-03-08,52.84
2026-03-09,56.88
2026-03-10,60.75
2026-03-11,59.57
2026-03-12,54.37
2026-03-13,55.22
2026-03-14,56.14
2026-03-15,57.35
2026-03-16,51.05
2026-03-17,50.53
2026-03-18,53.43
2026-03-19,56.88
2026-03-20,59.27
2026-03-21,61.22
2026-03-22,62.17
2026-03-23,59.55
2026-03-24,60.05
2026-03-25,61.62
2026-03-26,64.31
2026-03-27,61.61
2026-03-28,59.26
2026-03-29,60.13
2026-03-30,62.94
2026-03-31,64.6
2026-04-01,64.6
2026-04-02,65.8
2026-04-03,66.01
2026-04-04,63.89
2026-04-05,61.79
2026-04-06,61.44
2026-04-07,60.75
2026-04-08,60.8
2026-04-09,
2026-04-10,62.46
2026-04-11,63.47
2026-04-12,65.48
2026-04-13,67.54
2026-04-14,68.84
2026-04-15,68.77
2026-04-16,69.35
2026-04-17,69.16
2026-04-18,66.09
2026-04-19,64.43
2026-04-20,64.22
2026-04-21,63.79
2026-04-22,64.49
2026-04-23,66.37
2026-04-24,66.68
2026-04-25,66.46
2026-04-26,68.27
2026-04-27,70.87
2026-04-28,67.25
2026-04-29,65.29
2026-04-30,64.26
2026-05-01,64.22
2026-05-02,64.7
2026-05-03,65.01
2026-05-04,66.1
2026-05-05,
2026-05-06,63.7
2026-05-07,63.11
2026-05-08,64.83
2026-05-09,66.45
2026-05-10,65.36
2026-05-11,64.78
2026-05-12,66.26
2026-05-13,68.21
2026-05-14,68.68
2026-05-15,69.12
2026-05-16,71.22
2026-05-17,72.28
2026-05-18,73.52
2026-05-19,70.16
2026-05-20,67.19
2026-05-21,66.25
2026-05-22,68.55
2026-05-23,69.62
2026-05-24,70.63
2026-05-25,71.6
2026-05-26,72.44
2026-05-27,72.05
2026-05-28,72.83
2026-05-29,74.3
2026-05-30,75.92
2026-05-31,77.25
2026-06-01,78.03
2026-06-02,76.54
2026-06-03,76.22
2026-06-04,76.72
2026-06-05,76.75
2026-06-06,74.94
2026-06-07,74.93
2026-06-08,77.35
2026-06-09,78.41
2026-06-10,78.94
2026-06-11,78.93
2026-06-12,78.27
2026-06-13,78.44
2026-06-14,76.74
2026-06-15,76.16
2026-06-16,76.47
2026-06-17,78.34
2026-06-18,77.02
2026-06-19,75.5
2026-06-20,76.72
2026-06-21,77.71
2026-06-22,76.44
2026-06-23,74.56
2026-06-24,74.28
2026-06-25,76.1
2026-06-26,77.88
2026-06-27,78.97
2026-06-28,79.22
2026-06-29,79.83
2026-06-30,80.2
2026-07-01,80.4
2026-07-02,80.74
2026-07-03,81.13
2026-07-04,81.37
2026-07-05,79.15
2026-07-06,79.48
2026-07-07,
2026-07-08,
2026-07-09,82.4
2026-07-10,82.6
2026-07-11,82.62
2026-07-12,80.53
2026-07-13,82.28
2026-07-14,82.31
2026-07-15,82.13
2026-07-16,81.43
2026-07-17,81.35
2026-07-18,82.63
2026-07-19,83.33
2026-07-20,84.0
2026-07-21,84.67
2026-07-22,84.05
2026-07-23,82.21
2026-07-24,80.89
2026-07-25,82.24
2026-07-26,83.08
2026-07-27,82.97
2026-07-28,82.58
2026-07-29,
2026-07-30,83.35
2026-07-31,83.24
2026-08-01,81.72
2026-08-02,80.51
2026-08-03,80.22
2026-08-04,80.83
2026-08-05,81.79
2026-08-06,81.65
2026-08-07,80.86
2026-08-08,81.02
2026-08-09,81.9
2026-08-10,82.63
2026-08-11,83.17
2026-08-12,83.59
2026-08-13,84.02
2026-08-14,84.24
2026-08-15,84.34
2026-08-16,84.97
2026-08-17,83.35
2026-08-18,82.31
2026-08-19,83.24
2026-08-20,83.3
2026-08-21,82.28
2026-08-22,81.23
2026-08-23,81.03
2026-08-24,81.85
2026-08-25,81.53
2026-08-26,
2026-08-27,81.54
2026-08-28,80.81
2026-08-29,80.77
2026-08-30,82.02
2026-08-31,82.44
2026-09-01,82.36
2026-09-02,83.03
2026-09-03,83.4
2026-09-04,83.55
2026-09-05,83.74
2026-09-06,83.7
2026-09-07,84.14
2026-09-08,84.51
