year,month,zip_path,zip_sha256,member,vol_sha256,source_url
2018,jan,research/gathering/raw/091-tmas/20260911T123706Z/zips/jan_2018_ccs_data.zip,4e903c7fa55f6e0b4609a15f98a660756d93c22c15f7948070852bb430e2291d,1. JAN/OK_JAN_2018 (TMAS).VOL,054e03dfe47e661e7d490615ca42790a384ee0cc4d9065ef8f2083d5d70e0b7a,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/jan_2018_ccs_data.zip
2018,feb,research/gathering/raw/091-tmas/20260911T123706Z/zips/feb_2018_ccs_data.zip,f12dd6fda50bdf62fefd2ca963816842da118295e9bbf29df53b35217fda5b6f,2. FEB/OK_FEB_2018 (TMAS).VOL,dc3fc33a2c6471fa9f7bb971c2ab37b3c79b9ec902ee221e91fe907f8c2ad40b,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/feb_2018_ccs_data.zip
2018,mar,research/gathering/raw/091-tmas/20260911T123706Z/zips/mar_2018_ccs_data.zip,aa36c2e2ce288d54d70cdc6d47d66e70d365d2c91bb03be3f9b76f8d012e1f53,3. MAR/OK_MAR_2018 (TMAS).VOL,21c0c4b87441ae54387016e0fd729b047b9e77435a846b14be9a0a16cf972b02,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/mar_2018_ccs_data.zip
2018,apr,research/gathering/raw/091-tmas/20260911T123706Z/zips/apr_2018_ccs_data.zip,1a2ae5ea892f2aba322d66dd52a0d67a11b6eceb1c15048bb5955b752b81b3ba,4. APR/OK_APR_2018 (TMAS).VOL,e9a36c5119041ac75e84d73c378d07013ed5142dad56cdc03405c3ec8e535ea2,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/apr_2018_ccs_data.zip
2018,may,research/gathering/raw/091-tmas/20260911T123706Z/zips/may_2018_ccs_data.zip,8976b81f016b324fc3bd6c83839e8c28f94c5bd19cfbc79d8448d36e38976a66,5. MAY/OK_MAY_2018 (TMAS).VOL,1c50e2bf6548f7c053fadf68f67c274bdaac8e7fa237914cd36db8bb5b9fe568,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/may_2018_ccs_data.zip
2018,jun,research/gathering/raw/091-tmas/20260911T123706Z/zips/jun_2018_ccs_data.zip,088c789f694030a29165bbed77f1ccc67455cc30f4260f0bca00adf1dfe85597,6. JUN/OK_JUN_2018 (TMAS).VOL,071279c3e48014a88b4aa768ff9d6b67494597398ca35aa864d9e6e490c3df17,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/jun_2018_ccs_data.zip
2018,jul,research/gathering/raw/091-tmas/20260911T123706Z/zips/jul_2018_ccs_data.zip,118717cad4fb0fa8ee37dfde3767ce985a3064d54f68eb417fa448296625d75f,7. JUL/OK_JUL_2018 (TMAS).VOL,b5dbff572ebe6764a056146d589f86746a52e8dbbd7538b477829c92a2b43e69,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/jul_2018_ccs_data.zip
2018,aug,research/gathering/raw/091-tmas/20260911T123706Z/zips/aug_2018_ccs_data.zip,de033e1c0727b191b7191908f7c8393cdaa906b366cdef2e7b8e8c7529891471,8. AUG/OK_AUG_2018 (TMAS).VOL,2c36206e6cb988c97e848d3992475444b5377d00527d27e79ce84a19122333cf,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/aug_2018_ccs_data.zip
2018,sep,research/gathering/raw/091-tmas/20260911T123706Z/zips/sep_2018_ccs_data.zip,ee58feee2d93f8848a828e545c5522bc666053b5e592e150b896f0bd78943d49,9. SEP/OK_SEP_2018 (TMAS).VOL,6491a6b0542400d947cb0cc8acda96fa5a5ef7599e2e8981c8d44947547d9862,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/sep_2018_ccs_data.zip
2018,oct,research/gathering/raw/091-tmas/20260911T123706Z/zips/oct_2018_ccs_data.zip,abe4f273618c68b364a157cb31cdea3cc7d3512b998fb6f6a912e278b48e247c,10. OCT/OK_OCT_2018 (TMAS).VOL,ffe38da49a3cdd6036d19a872737eba80bb79c28ba75ba01465e45e6a8b6b0e8,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/oct_2018_ccs_data.zip
