station_id,date,day_of_week,direction,lane,hours_present,hours_missing,day_total_veh
AVC040,2018-03-01,5,3,1,24,0,3532
AVC040,2018-03-01,5,7,1,24,0,3579
AVC040,2018-03-02,6,3,1,24,0,3909
AVC040,2018-03-02,6,7,1,24,0,3812
AVC040,2018-03-03,7,3,1,24,0,3016
AVC040,2018-03-03,7,7,1,24,0,3056
AVC040,2018-03-04,1,3,1,24,0,2228
AVC040,2018-03-04,1,7,1,24,0,2243
AVC040,2018-03-05,2,3,1,24,0,3482
AVC040,2018-03-05,2,7,1,24,0,3448
AVC040,2018-03-06,3,3,1,24,0,3478
AVC040,2018-03-06,3,7,1,24,0,3478
AVC040,2018-03-07,4,3,1,24,0,3475
AVC040,2018-03-07,4,7,1,24,0,3466
AVC040,2018-03-08,5,3,1,24,0,3499
AVC040,2018-03-08,5,7,1,24,0,3498
AVC040,2018-03-09,6,3,1,24,0,3888
AVC040,2018-03-09,6,7,1,24,0,3806
AVC040,2018-03-10,7,3,1,24,0,3018
AVC040,2018-03-10,7,7,1,24,0,3014
AVC040,2018-03-12,2,3,1,24,0,3445
AVC040,2018-03-12,2,7,1,24,0,3473
AVC040,2018-03-13,3,3,1,24,0,3432
AVC040,2018-03-13,3,7,1,24,0,3431
AVC040,2018-03-14,4,3,1,24,0,3577
AVC040,2018-03-14,4,7,1,24,0,3567
AVC040,2018-03-15,5,3,1,24,0,3744
AVC040,2018-03-15,5,7,1,24,0,3675
AVC040,2018-03-16,6,3,1,24,0,4016
AVC040,2018-03-16,6,7,1,24,0,3841
AVC040,2018-03-17,7,3,1,24,0,2859
AVC040,2018-03-17,7,7,1,24,0,2879
AVC040,2018-03-18,1,3,1,24,0,2183
AVC040,2018-03-18,1,7,1,24,0,2209
AVC040,2018-03-19,2,3,1,24,0,3249
AVC040,2018-03-19,2,7,1,24,0,3230
AVC040,2018-03-20,3,3,1,24,0,3430
AVC040,2018-03-20,3,7,1,24,0,3462
AVC040,2018-03-21,4,3,1,24,0,3404
AVC040,2018-03-21,4,7,1,24,0,3449
AVC040,2018-03-22,5,3,1,24,0,3470
AVC040,2018-03-22,5,7,1,24,0,3454
AVC040,2018-03-23,6,3,1,24,0,3589
AVC040,2018-03-23,6,7,1,24,0,3592
AVC040,2018-03-24,7,3,1,24,0,3068
AVC040,2018-03-24,7,7,1,24,0,2996
AVC040,2018-03-25,1,3,1,24,0,2204
AVC040,2018-03-25,1,7,1,24,0,2344
AVC040,2018-03-26,2,3,1,24,0,3240
AVC040,2018-03-26,2,7,1,24,0,3322
AVC040,2018-03-27,3,3,1,24,0,3125
AVC040,2018-03-27,3,7,1,24,0,3104
AVC040,2018-03-28,4,3,1,24,0,3418
AVC040,2018-03-28,4,7,1,24,0,3405
AVC040,2018-03-29,5,3,1,24,0,3528
AVC040,2018-03-29,5,7,1,24,0,3496
AVC040,2018-03-30,6,3,1,24,0,3829
AVC040,2018-03-30,6,7,1,24,0,3743
AVC040,2018-03-31,7,3,1,24,0,2995
AVC040,2018-03-31,7,7,1,24,0,3017
