name,n,pearson,spearman,signal_mean,target_mean
mmnet_d_vs_f1,369,-0.02618529603330562,0.025346319650998782,219.19783197831978,-0.0030728486600130112
mmnet_d_vs_rv5,369,0.062011872742606354,-0.08084893435084363,219.19783197831978,38.300418952540795
mmnet_lvl_vs_f1,370,0.09617656745629642,0.09534091884316304,245753.5,-0.0031925252432290804
