date,max_temp_f,min_temp_f,precip_in
2016-01-25,45.86,29.3,
2016-01-26,49.64,24.8,
2016-01-27,58.28,20.66,
2016-01-28,66.02,32.54,
2016-01-29,76.1,32,
2016-01-30,75.38,32.72,
2016-01-31,60.8,39.38,
2016-02-01,61.88,32.72,
2016-02-02,53.6,35.24,
2016-02-03,42.26,26.06,
2016-02-04,49.28,21.38,
2016-02-05,56.84,30.02,
2016-02-06,52.34,32,
2016-02-07,59,29.66,
2016-02-08,48.02,33.26,
2016-02-09,47.48,25.7,
2016-02-10,73.4,24.8,
2016-02-11,57.74,32,
2016-02-12,55.04,29.3,
2016-02-13,54.14,28.4,
2016-02-14,58.1,33.98,
2016-02-15,62.78,34.88,
2016-02-16,59.72,32,
2016-02-17,72.5,30.38,
2016-02-18,76.64,50.9,
2016-02-19,75.38,50,
2016-02-20,83.3,50.36,
2016-02-21,67.82,45.86,
2016-02-22,59,35.6,
2016-02-23,48.2,39.2,
2016-02-24,54.86,32.36,
2016-02-25,49.28,25.7,
2016-02-26,61.52,20.3,
2016-02-27,74.84,28.76,
2016-02-28,73.22,48.38,
2016-02-29,75.56,32.36,0.02
2016-03-01,58.28,31.1,0.01
2016-03-02,67.64,30.56,
2016-03-03,63.86,36.5,
2016-03-04,72.5,30.38,
2016-03-05,72.5,39.56,
2016-03-06,74.48,41.18,
2016-03-07,65.84,60.8,0.04
2016-03-08,62.42,49.1,0.96
2016-03-09,59.9,51.26,
2016-03-10,67.64,48.38,
2016-03-11,67.1,48.38,0.13
2016-03-12,67.64,50.54,
2016-03-13,65.12,46.94,0.34
2016-03-14,82.58,42.44,
2016-03-15,70.88,45.14,
2016-03-16,64.76,33.8,
2016-03-17,69.44,38.3,
2016-03-18,57.56,38.48,
2016-03-19,55.04,30.2,
2016-03-20,50.72,28.94,
2016-03-21,67.28,27.32,
2016-03-22,76.46,50.9,
2016-03-23,82.04,52.16,
2016-03-24,57.74,38.48,
2016-03-25,66.92,28.04,
2016-03-26,74.12,48.2,
2016-03-27,56.84,32.9,0.02
2016-03-28,70.88,27.14,
2016-03-29,73.94,40.82,
2016-03-30,82.4,62.6,0.57
2016-03-31,67.1,47.48,
2016-04-01,61.52,38.3,
2016-04-02,70.7,32.18,
2016-04-03,78.62,43.3,
2016-04-04,80.42,42.8,
2016-04-05,86.18,45.14,
2016-04-06,70.88,44.78,
2016-04-07,75.38,38.3,
2016-04-08,70.52,36.5,
2016-04-09,75.2,42.26,
2016-04-10,86.36,57.38,
2016-04-11,65.84,47.48,1.53
2016-04-12,69.08,42.44,
2016-04-13,63.68,47.3,0.3
2016-04-14,69.98,42.44,
2016-04-15,76.28,48.2,
2016-04-16,69.8,59.36,
2016-04-17,64.94,59.54,0.91
2016-04-18,63.5,54.14,0.58
2016-04-19,69.26,55.04,0.79
2016-04-20,68,52.16,
2016-04-21,73.22,49.46,0.02
2016-04-22,78.44,51.44,
2016-04-23,82.22,46.94,
2016-04-24,80.06,57.02,
2016-04-25,84.2,65.3,
2016-04-26,78.8,58.28,0.43
2016-04-27,71.78,54.14,
2016-04-28,73.58,46.4,
2016-04-29,70.7,54.5,0.04
2016-04-30,69.44,48.74,
2016-05-01,65.3,44.96,0.01
2016-05-02,61.7,45.5,
2016-05-03,71.96,39.56,
2016-05-04,78.26,49.1,
2016-05-05,79.34,43.16,
2016-05-06,82.76,44.78,
2016-05-07,82.76,51.26,
2016-05-08,71.6,63.86,
2016-05-09,76.46,63.32,
2016-05-10,89.06,48.92,
2016-05-11,84.2,64.94,
2016-05-12,78.26,52.34,0.06
2016-05-13,83.48,47.84,0.06
2016-05-14,64.58,49.1,
2016-05-15,67.82,51.98,0.01
2016-05-16,71.06,55.4,0.45
2016-05-17,64.04,55.04,0.17
2016-05-18,66.38,49.1,
2016-05-19,62.78,45.68,0.16
2016-05-20,71.24,55.4,
2016-05-21,80.06,59.9,
2016-05-22,80.78,64.76,
2016-05-23,80.78,63.5,0.07
2016-05-24,84.74,65.48,1.04
2016-05-25,87.08,63.32,0.33
2016-05-26,85.28,70.7,
2016-05-27,79.88,63.86,
2016-05-28,83.3,62.6,
2016-05-29,88.7,63.32,
2016-05-30,78.44,65.3,
2016-05-31,79.52,63.32,0.37
2016-06-01,77.72,64.76,
2016-06-02,77.36,66.2,0.32
2016-06-03,78.8,65.48,
2016-06-04,87.08,61.88,0.01
2016-06-05,83.3,57.2,
2016-06-06,87.8,56.3,
2016-06-07,88.88,59.54,
2016-06-08,90.68,59.9,
2016-06-09,89.42,66.2,
2016-06-10,90.68,69.08,
2016-06-11,91.22,67.1,
2016-06-12,84.92,68.18,
2016-06-13,84.02,69.98,
2016-06-14,91.94,70.34,
2016-06-15,96.62,73.94,
2016-06-16,96.62,76.1,
2016-06-17,97.7,75.2,
2016-06-18,91.58,68.54,0.34
2016-06-19,90.5,70.52,
2016-06-20,93.02,68.36,
2016-06-21,95.36,70.52,
2016-06-22,95.9,73.58,
2016-06-23,96.98,75.56,
2016-06-24,92.66,73.4,
2016-06-25,94.46,71.6,
2016-06-26,95.18,71.24,0.18
2016-06-27,91.76,70.7,0.01
2016-06-28,92.48,69.44,
2016-06-29,93.2,63.68,0.03
2016-06-30,93.02,69.26,
2016-07-01,79.16,70.34,0.37
2016-07-02,93.92,71.96,
2016-07-03,90.68,69.98,1.03
2016-07-04,92.12,69.08,
2016-07-05,94.82,74.84,0
2016-07-06,94.46,76.82,
2016-07-07,94.64,79.16,
2016-07-08,85.1,67.64,0.51
2016-07-09,89.96,71.6,
2016-07-10,91.4,71.6,
2016-07-11,91.76,75.2,
2016-07-12,90.86,77,
2016-07-13,94.1,77.36,
2016-07-14,83.84,65.66,1.23
2016-07-15,87.08,68.36,0.18
2016-07-16,90.68,71.6,0
2016-07-17,93.2,74.3,0
2016-07-18,93.92,68.9,
2016-07-19,94.1,71.78,
2016-07-20,94.46,73.4,
2016-07-21,96.98,71.6,
2016-07-22,98.24,72.5,
2016-07-23,98.06,69.8,
2016-07-24,98.42,74.3,
2016-07-25,95,77,
2016-07-26,89.78,71.96,1.51
2016-07-27,91.04,71.78,
2016-07-28,93.56,70.7,
2016-07-29,86.36,66.38,0.67
2016-07-30,86.9,69.44,0.04
2016-07-31,95,73.4,
2016-08-01,95.9,76.28,
2016-08-02,96.98,72.5,
2016-08-03,98.96,76.1,
2016-08-04,96.44,75.38,
2016-08-05,96.08,75.38,0.01
2016-08-06,88.16,71.96,0.03
2016-08-07,97.52,75.38,
2016-08-08,91.4,72.5,
2016-08-09,95.9,72.14,
2016-08-10,98.06,73.94,
2016-08-11,100.22,77.72,
2016-08-12,88.7,75.2,0.03
2016-08-13,90.68,68.36,
2016-08-14,84.2,65.3,
2016-08-15,88.34,67.28,
2016-08-16,91.22,60.26,
2016-08-17,90.32,65.3,
2016-08-18,90.68,69.98,
2016-08-19,90.5,68.54,
2016-08-20,84.02,66.2,
2016-08-21,84.38,52.7,
2016-08-22,90.14,51.8,
2016-08-23,90.5,73.76,0.01
2016-08-24,96.1,76.28,
2016-08-25,95.9,67.46,0.24
2016-08-26,91.8,67.1,
2016-08-27,93.56,67.6,
2016-08-28,91.58,69.8,
2016-08-29,89.24,71.24,0.02
2016-08-30,94.46,66.56,
2016-08-31,90.14,68.9,1.08
2016-09-01,83.66,70.7,0.01
2016-09-02,83.12,64.22,
2016-09-03,85.64,57.38,
2016-09-04,89.6,64.4,
2016-09-05,94.46,69.98,
2016-09-06,93.02,72.5,
2016-09-07,93.2,74.66,
2016-09-08,96.44,77.9,
2016-09-09,91.58,67.1,0.75
2016-09-10,79.52,55.4,0.24
2016-09-11,84.02,51.08,
2016-09-12,89.6,60.8,
2016-09-13,90.5,66.2,
2016-09-14,84.74,64.58,
2016-09-15,86.9,64.94,
2016-09-16,76.28,64.58,0.14
2016-09-17,85.28,60.98,0.13
2016-09-18,88.52,63.5,
2016-09-19,96.26,67.28,
2016-09-20,95,71.6,
2016-09-21,90.68,69.8,
2016-09-22,90.5,65.3,
2016-09-23,90.86,63.5,
2016-09-24,89.42,68.72,0.02
2016-09-25,74.3,62.96,0.19
2016-09-26,76.46,51.44,
2016-09-27,83.3,46.4,
2016-09-28,85.64,54.14,
2016-09-29,74.12,47.84,
2016-09-30,77.18,45.86,
2016-10-01,80.6,48.2,
2016-10-02,83.66,51.8,
2016-10-03,83.3,53.06,
2016-10-04,84.2,64.94,
2016-10-05,90.86,63.68,
2016-10-06,86.9,57.2,0.58
2016-10-07,68.36,50.18,0.01
2016-10-08,73.04,40.46,
2016-10-09,76.1,48.74,
2016-10-10,77.72,55.76,
2016-10-11,86,55.4,
2016-10-12,73.94,52.88,0.1
2016-10-13,53.6,47.66,
2016-10-14,79.34,52.7,
2016-10-15,85.82,63.5,
2016-10-16,87.98,68.54,
2016-10-17,89.6,72.5,
2016-10-18,82.4,62.42,
2016-10-19,84.92,60.26,
2016-10-20,70.16,48.92,
2016-10-21,70.16,34.7,0.03
2016-10-22,79.88,45.68,
2016-10-23,81.68,54.14,
2016-10-24,81.68,49.1,
2016-10-25,81.5,55.94,
2016-10-26,73.94,58.28,0.97
2016-10-27,77.36,55.4,
2016-10-28,85.28,57.38,
2016-10-29,83.48,61.88,
2016-10-30,66.74,54.68,
2016-10-31,85.28,51.08,
2016-11-01,84.2,64.4,
2016-11-02,83.5,65.3,
2016-11-03,73.2,58.5,0.11
2016-11-04,74.3,55.9,
2016-11-05,74.5,53.4,
2016-11-06,70.7,43.3,
2016-11-07,62.1,58.5,0.64
2016-11-08,62.6,55.9,
2016-11-09,66.2,38.7,
2016-11-10,70.9,34,
2016-11-11,68.5,42.3,
2016-11-12,63,36.3,
2016-11-13,67.3,34,
2016-11-14,69.4,45.5,
2016-11-15,79.2,38.8,
2016-11-16,85.1,40.3,
2016-11-17,78.8,58.5,
2016-11-18,70,35.1,
2016-11-19,48.9,26.8,
2016-11-20,62.2,26.8,
2016-11-21,65.8,36.9,
2016-11-22,73,46.2,0.18
2016-11-23,56.3,33.1,
2016-11-24,66.4,30,
2016-11-25,54.5,29.7,
2016-11-26,62.6,24.4,
2016-11-27,56.7,46.4,0.01
2016-11-28,63,38.5,
2016-11-29,60.8,35.8,
2016-11-30,53.2,28.4,
2016-12-01,62.1,23.4,
2016-12-02,59.2,27,
2016-12-03,47.3,42.3,0.07
2016-12-04,53.8,31.6,0.07
2016-12-05,49.8,28.8,
2016-12-06,46.4,33.3,
2016-12-07,35.6,26.1,
2016-12-08,32.9,19.2,
2016-12-09,32.4,10.6,
2016-12-10,47.3,32.5,
2016-12-11,60.4,32,
2016-12-12,40.5,23.2,
2016-12-13,38.8,25.5,
2016-12-14,41.2,22.5,
2016-12-15,36.1,19.9,
2016-12-16,59.7,36,
2016-12-17,46.8,9.1,
2016-12-18,19.6,1.9,
2016-12-19,35.1,2.1,
2016-12-20,52.9,20.8,
2016-12-21,56.8,23.5,
2016-12-22,43.2,29.3,
2016-12-23,53.8,33.4,0.07
2016-12-24,55,30.9,
2016-12-25,73.9,51.6,0.02
2016-12-26,61,29.8,
2016-12-27,55.8,24.4,
2016-12-28,62.8,32.7,
2016-12-29,52.5,31.3,
2016-12-30,59,26.6,
2016-12-31,56.5,34.2,
2017-01-01,56.1,30.2,
2017-01-02,70.9,39.4,
2017-01-03,48.7,25.5,
2017-01-04,34.7,18.5,
2017-01-05,27.9,17.6,
2017-01-06,19.2,2.1,0.03
2017-01-07,37.6,-3.1,
2017-01-08,44.1,10.6,
2017-01-09,59,28.2,
2017-01-10,67.3,32,
2017-01-11,76.3,31.5,
2017-01-12,47.5,23,
2017-01-13,32,28,
2017-01-14,32,29.3,0.93
2017-01-15,47.1,32,0.42
2017-01-16,51.3,33.1,0.4
2017-01-17,53.1,34.2,
2017-01-18,54.1,31.6,
2017-01-19,56.3,45,
2017-01-20,65.5,43.7,
2017-01-21,59.5,30.9,
2017-01-22,57.4,37.2,0.19
2017-01-23,60.3,25.5,
2017-01-24,75.4,41,
2017-01-25,44.4,31.5,
2017-01-26,42.4,22.1,
2017-01-27,48.2,22.6,
2017-01-28,52.9,30.4,
2017-01-29,62.6,33.1,
2017-01-30,74.3,32,
2017-01-31,71.8,31.5,
2017-02-01,57.7,38.3,
2017-02-02,38.7,27.9,
2017-02-03,41.5,27,
2017-02-04,52.7,22.8,
2017-02-05,64.4,30.7,
2017-02-06,76.6,47.7,
2017-02-07,73.4,41.7,
2017-02-08,50.2,28,
2017-02-09,52.5,22.1,
2017-02-10,76.1,45.3,
2017-02-11,86.7,58.1,
2017-02-12,60.4,41.9,
2017-02-13,51.8,38.5,0.51
2017-02-14,43,39.4,0.29
2017-02-15,55,32.5,
2017-02-16,70,33.3,
2017-02-17,66.6,39.4,
2017-02-18,68,45.7,
2017-02-19,69.1,45,
2017-02-20,63.5,42.6,0.41
2017-02-21,71.8,42.1,
2017-02-22,81.9,34.7,
2017-02-23,87.1,47.5,
2017-02-24,49.3,30.2,
2017-02-25,48.6,21.7,
2017-02-26,58.1,29.1,
2017-02-27,70.5,34.9,
2017-02-28,70.9,61,
2017-03-01,59.4,31.1,
2017-03-02,63.3,24.4,
2017-03-03,69.6,27,
2017-03-04,68.5,33.6,
2017-03-05,58.5,50.9,
2017-03-06,80.1,55.4,0.02
2017-03-07,64,34.3,
2017-03-08,74.3,35.4,
2017-03-09,84.4,50.9,
2017-03-10,60.8,41,
2017-03-11,49.3,36.9,0.19
2017-03-12,47.5,29.3,
2017-03-13,45.3,32.2,
2017-03-14,46,26.6,
2017-03-15,56.5,29.8,
2017-03-16,68.9,41,
2017-03-17,80.4,55.8,
2017-03-18,79.5,50.9,
2017-03-19,88.3,58.5,
2017-03-20,92.1,62.6,
2017-03-21,83.1,54.5,
2017-03-22,68.9,52.7,
2017-03-23,83.8,54.1,
2017-03-24,79.5,53.2,0.01
2017-03-25,56.5,40.5,0.01
2017-03-26,72.5,34,
2017-03-27,66.6,49.3,
2017-03-28,71.8,42.3,0.11
2017-03-29,62.6,46.4,
2017-03-30,54.7,41.4,
2017-03-31,60.6,34.7,
2017-04-01,76.8,44.6,0.01
2017-04-02,61.9,54.7,
2017-04-03,71.8,52.5,
2017-04-04,69.1,47.7,
2017-04-05,64,44.8,
2017-04-06,68.4,39.4,
2017-04-07,75,35.6,
2017-04-08,82.4,57,
2017-04-09,83.1,64,
2017-04-10,73.4,52.2,
2017-04-11,71.4,43.3,
2017-04-12,77.2,46.8,
2017-04-13,78.8,50.4,0.01
2017-04-14,81.1,61.3,
2017-04-15,82,62.2,
2017-04-16,77.4,60.4,0.01
2017-04-17,71.8,55.6,
2017-04-18,80.8,51.1,
2017-04-19,78.1,59.2,
2017-04-20,69.8,60.8,0.01
2017-04-21,63.9,49.3,
2017-04-22,58.1,45.1,
2017-04-23,69.8,39.7,
2017-04-24,75.7,37.6,
2017-04-25,83.5,60.4,0.01
2017-04-26,60.8,43.2,
2017-04-27,65.5,35.8,
2017-04-28,76.1,55.8,
2017-04-29,63.5,50.2,
2017-04-30,51.6,43.2,
2017-05-01,71.1,42.4,
2017-05-02,78.4,45.7,
2017-05-03,62.1,47.3,0.01
2017-05-04,70.3,42.3,
2017-05-05,74.7,46.4,
2017-05-06,82.9,45.5,
2017-05-07,84.9,54.5,
2017-05-08,82,54,
2017-05-09,82.9,54.5,
2017-05-10,81.7,60.3,0.01
2017-05-11,80.2,59.9,
2017-05-12,74.5,57.4,
2017-05-13,77.7,49.6,
2017-05-14,84.7,53.1,
2017-05-15,88,64.2,
2017-05-16,79,67.3,
2017-05-17,82.2,62.2,0.01
2017-05-18,85.6,64,0.01
2017-05-19,74.1,62.6,
2017-05-20,70.3,51.4,
2017-05-21,74.7,46,
2017-05-22,72.9,50.2,0.01
2017-05-23,70.7,51.6,
2017-05-24,70,48.2,
2017-05-25,85.3,49.1,
2017-05-26,88.2,67.5,
2017-05-27,91.8,64.6,
2017-05-28,82,57.9,
2017-05-29,87.8,57.2,
2017-05-30,81.7,63.7,
2017-05-31,87.6,58.8,
2017-06-01,86,61,
2017-06-02,80.6,59,
2017-06-03,81.3,67.1,0.01
2017-06-04,78.1,67.3,
2017-06-05,85.8,65.8,
2017-06-06,89.8,63.3,
2017-06-07,80.8,59.9,
2017-06-08,83.5,54,
2017-06-09,83.5,66,
2017-06-10,87.3,67.8,
2017-06-11,88,71.1,
2017-06-12,88.9,70.7,
2017-06-13,90.7,73.8,
2017-06-14,90.5,75.2,0.01
2017-06-15,93.4,66.7,
2017-06-16,94.6,65.8,
2017-06-17,89.1,76.5,
2017-06-18,79.5,67.3,0.01
2017-06-19,88.3,57.2,
2017-06-20,91.8,60.3,
2017-06-21,92.3,62.6,
2017-06-22,90.1,63.7,
2017-06-23,89.1,68.9,
2017-06-24,82.8,63.5,
2017-06-25,87.3,60.4,
2017-06-26,87.1,65.5,
2017-06-27,91.4,64,
2017-06-28,91.8,71.6,
2017-06-29,92.8,73.9,
2017-06-30,87.1,68.4,0.01
2017-07-01,88.3,69.8,
2017-07-02,88.7,66.7,0.02
2017-07-03,87.3,66.6,0.01
2017-07-04,85.3,67.1,
2017-07-05,87.6,67.3,
2017-07-06,92.8,70.3,
2017-07-07,95.5,68.9,
2017-07-08,84.4,71.4,
2017-07-09,90.1,66.7,
2017-07-10,92.1,70.2,
2017-07-11,95.4,75.4,
2017-07-12,95.4,74.7,0.03
2017-07-13,96.1,72.5,
2017-07-14,92.5,73.4,
2017-07-15,91.8,75.2,
2017-07-16,92.3,71.6,
2017-07-17,94.3,69.8,
2017-07-18,95.7,68.7,
2017-07-19,98.1,73.4,
2017-07-20,99.5,74.3,
2017-07-21,100.6,74.1,
2017-07-22,102.2,74.3,
2017-07-23,94.8,72.7,
2017-07-24,94.6,68.9,
2017-07-25,97,71.4,
2017-07-26,98.2,75.6,
2017-07-27,92.5,77,
2017-07-28,90.7,74.3,
2017-07-29,90.1,68.4,
2017-07-30,90.1,69.4,
2017-07-31,84.7,68.9,
2017-08-01,77,66.2,
2017-08-02,87.6,65.5,
2017-08-03,93,68.2,
2017-08-04,82.9,66.4,
2017-08-05,96.3,68.2,
2017-08-06,85.3,68.9,
2017-08-07,81.9,67.1,
2017-08-08,85.1,66.2,
2017-08-09,87.4,63.5,
2017-08-10,89.1,67.1,
2017-08-11,86.4,67.8,
2017-08-12,73.6,69.1,
2017-08-13,85.3,69.1,
2017-08-14,86,69.8,
2017-08-15,88.3,68.9,
2017-08-16,90.1,69.8,
2017-08-17,89.6,68.9,
2017-08-18,92.1,68.4,
2017-08-19,96.3,72.7,
2017-08-20,93.2,73.2,
2017-08-21,91.9,75.4,
2017-08-22,88.3,68.9,
2017-08-23,83.8,66.4,
2017-08-24,86,62.6,
2017-08-25,77.7,67.6,
2017-08-26,83.5,68.5,
2017-08-27,87.1,63.5,
2017-08-28,85.8,67.1,
2017-08-29,82.8,60.4,
2017-08-30,84.4,59.2,
2017-08-31,84,62.1,
2017-09-01,83.8,57,
2017-09-02,86,66.2,
2017-09-03,90.3,63,
2017-09-04,93,68,
2017-09-05,78.1,59.4,
2017-09-06,78.6,47.5,
2017-09-07,83.3,48.7,
2017-09-08,83.7,54.5,
2017-09-09,83.8,53.8,
2017-09-10,81.9,54.5,
2017-09-11,84.4,51.3,
2017-09-12,81,52.2,
2017-09-13,86.4,50.9,
2017-09-14,91.4,53.8,
2017-09-15,91,68.2,
2017-09-16,93.2,70.7,
2017-09-17,78.4,68.2,
2017-09-18,84.2,66.2,
2017-09-19,93.9,68,
2017-09-20,93.2,73.9,
2017-09-21,90.9,75.4,
2017-09-22,87.6,70.2,
2017-09-23,89.6,67.5,
2017-09-24,88.5,67.6,
2017-09-25,86.2,68,
2017-09-26,68.7,63.3,
2017-09-27,63.5,59.5,
2017-09-28,72.3,59.2,
2017-09-29,79,56.3,
2017-09-30,80.6,52.7,
2017-10-01,81.1,60.4,
2017-10-02,86.2,63,
2017-10-03,81.7,71.6,
2017-10-04,74.3,69.8,
2017-10-05,80.1,68.5,
2017-10-06,85.3,68.9,
2017-10-07,78.8,54.1,
2017-10-08,81.9,48.4,
2017-10-09,86.9,54.9,
2017-10-10,57.2,44.8,
2017-10-11,68.5,39.7,
2017-10-12,82,48.2,
2017-10-13,87.8,65.3,
2017-10-14,89.2,63,
2017-10-15,67.5,45.9,
2017-10-16,68.9,39.6,
2017-10-17,73,42.3,
2017-10-18,80.4,50.4,
2017-10-19,78.8,52,
2017-10-20,80.2,56.7,
2017-10-21,79.3,57.2,
2017-10-22,68.4,44.6,
2017-10-23,74.5,44.6,
2017-10-24,60.8,39.2,
2017-10-25,77,33.8,
2017-10-26,80.2,44.6,
2017-10-27,48.6,33.8,
2017-10-28,53.2,28.4,
2017-10-29,73.2,29.5,
2017-10-30,61.2,41.2,
2017-10-31,47.3,33.8,
2017-11-01,71.4,38.5,
2017-11-02,79.7,53.6,
2017-11-03,54,49.5,
2017-11-04,69.8,47.5,
2017-11-05,72.1,45.7,
2017-11-06,49.6,41.9,
2017-11-07,45.1,41,
2017-11-08,51.3,34.9,
2017-11-09,59.9,29.8,
2017-11-10,63.1,34.3,
2017-11-11,55.9,46.9,
2017-11-12,56.5,47.7,
2017-11-13,57.6,40.8,
2017-11-14,63.5,54.5,
2017-11-15,67.1,38.1,
2017-11-16,65.1,31.1,
2017-11-17,81.5,57.4,
2017-11-18,73.4,40.3,
2017-11-19,60.4,31.6,
2017-11-20,64.8,33.8,
2017-11-21,61,34.7,
2017-11-22,46.4,22.1,
2017-11-23,70,29.8,
2017-11-24,79.9,44.8,
2017-11-25,65.5,35.6,
2017-11-26,69.6,31.5,
2017-11-27,74.8,44.1,0.03
2017-11-28,70,53.4,
2017-11-29,55.2,38.3,
2017-11-30,60.3,32.7,
2017-12-01,60.4,32,
2017-12-02,68.7,38.1,
2017-12-03,72.1,42.4,
2017-12-04,76.5,42.8,
2017-12-05,44.6,29.8,
2017-12-06,53.8,26.8,
2017-12-07,35.6,14.5,
2017-12-08,46.9,11.3,
2017-12-09,54,27,
2017-12-10,64.9,27.9,
2017-12-11,64,37.9,
2017-12-12,48.7,29.7,
2017-12-13,64.9,32.9,
2017-12-14,49.6,33.3,
2017-12-15,50.2,27.3,
2017-12-16,62.6,33.3,
2017-12-17,45.1,41.5,
2017-12-18,54,40.1,
2017-12-19,58.1,48.2,
2017-12-20,55.9,50.7,
2017-12-21,66.7,36.9,
2017-12-22,36.7,30.6,
2017-12-23,35.4,24.8,
2017-12-24,36.5,22.8,
2017-12-25,35.6,23,
2017-12-26,34.7,19.2,
2017-12-27,29.1,15.4,
2017-12-28,41,27.1,
2017-12-29,41,29.8,
2017-12-30,38.7,19.4,
2017-12-31,22.3,10,
2018-01-01,18.7,2.1,
2018-01-02,21.9,11.7,
2018-01-03,38.1,13.1,
2018-01-04,40.5,16.7,
2018-01-05,52.3,15.8,
2018-01-06,50.9,22.5,
2018-01-07,48.2,38.3,
2018-01-08,52.9,28.9,
2018-01-09,53.4,25.7,
2018-01-10,58.3,40.3,
2018-01-11,53.8,18.1,
2018-01-12,33.4,12.2,
2018-01-13,33.6,19,
2018-01-14,49.8,26.6,
2018-01-15,37.6,12.6,
2018-01-16,19.9,2.3,
2018-01-17,32.7,0.5,
2018-01-18,49.8,18.1,
2018-01-19,59.4,27,
2018-01-20,69.1,46.4,
2018-01-21,71.4,47.3,
2018-01-22,47.3,37.4,
2018-01-23,52,24.1,
2018-01-24,59.2,25.9,
2018-01-25,66,34.7,
2018-01-26,59.5,48.6,
2018-01-27,59.5,25.5,
2018-01-28,62.6,21.4,
2018-01-29,41.4,21.2,
2018-01-30,56.3,20.3,
2018-01-31,67.3,44.1,
2018-02-01,49.3,27.5,
2018-02-02,44.8,19.8,
2018-02-03,53.8,30.2,
2018-02-04,37.8,15.3,
2018-02-05,38.3,10.4,
2018-02-06,28.8,17.1,
2018-02-07,42.1,16.5,
2018-02-08,61.2,19.4,
2018-02-09,64,32,
2018-02-10,32,19.2,
2018-02-11,32.9,10.4,
2018-02-12,44.6,7,
2018-02-13,52.7,23,
2018-02-14,70.7,42.3,
2018-02-15,79.7,57.2,
2018-02-16,57,34,
2018-02-17,60.4,33.4,
2018-02-18,60.6,32,
2018-02-19,72.1,43,
2018-02-20,67.1,25.2,
2018-02-21,27.5,21,
2018-02-22,32.9,27.5,
2018-02-23,39.4,32.5,
2018-02-24,50.4,28.4,
2018-02-25,62.2,23.9,
2018-02-26,66.7,27,
2018-02-27,56.7,44.8,
2018-02-28,70.7,49.1,
2018-03-01,61.2,32,
2018-03-02,66.2,27.3,
2018-03-03,70.7,44.8,
2018-03-04,61.7,54.7,
2018-03-05,61.5,32.5,
2018-03-06,58.3,30.7,
2018-03-07,52.9,26.1,
2018-03-08,65.5,23.7,
2018-03-09,70.3,42.8,
2018-03-10,70,37,
2018-03-11,55.4,36,
2018-03-12,51.6,28.9,
2018-03-13,58.8,25.7,
2018-03-14,67.3,23,
2018-03-15,76.8,44.6,
2018-03-16,77.4,55.2,
2018-03-17,60.6,37.4,
2018-03-18,66.9,40.6,
2018-03-19,59.5,43.7,
2018-03-20,55.4,35.1,
2018-03-21,62.8,28.2,
2018-03-22,78.8,37.8,
2018-03-23,77.7,58.3,
2018-03-24,71.6,52.2,
2018-03-25,59,41.9,
2018-03-26,76.1,56.5,
2018-03-27,55.6,43.9,
2018-03-28,59.4,43,
2018-03-29,57.9,41,
2018-03-30,63.9,34.5,
2018-03-31,73.6,47.7,
2018-04-01,47.1,31.1,
2018-04-02,59.7,31.1,
2018-04-03,70,37.8,0.1
2018-04-04,56.5,26.4,
2018-04-05,67.8,35.4,
2018-04-06,52.3,31.1,0.63
2018-04-07,46.4,24.3,
2018-04-08,49.5,27.1,
2018-04-09,64.2,34.2,
2018-04-10,69.3,31.1,
2018-04-11,80.8,52.9,
2018-04-12,84.7,63.1,
2018-04-13,83.1,51.1,
2018-04-14,50.2,35.1,
2018-04-15,54,28.4,
2018-04-16,67.1,25.9,
2018-04-17,87.1,42.1,
2018-04-18,74.1,46.4,
2018-04-19,63.7,32.7,
2018-04-20,66.6,40.1,
2018-04-21,56.1,45.9,1.81
2018-04-22,56.3,45.5,
2018-04-23,72.1,48.6,
2018-04-24,79.3,44.8,
2018-04-25,60.1,43.9,0.48
2018-04-26,68.5,39.2,
2018-04-27,73.4,47.3,
2018-04-28,81.7,45.5,
2018-04-29,81.9,46.4,
2018-04-30,81.7,59,
2018-05-01,79,65.3,
2018-05-02,82,62.6,0.35
2018-05-03,80.1,62.6,1.1
2018-05-04,74.1,55.2,
2018-05-05,81.9,50.5,
2018-05-06,88,59.7,
2018-05-07,91.2,60.6,
2018-05-08,89.1,65.8,
2018-05-09,90.9,68.5,
2018-05-10,85.8,65.3,
2018-05-11,86,67.1,
2018-05-12,86.4,70.7,
2018-05-13,88.2,66.2,
2018-05-14,90.5,70.3,
2018-05-15,78.8,63.3,
2018-05-16,82.4,61.3,0.04
2018-05-17,85.6,57,
2018-05-18,88.5,60.4,
2018-05-19,91.9,70,
2018-05-20,75.6,61.9,0.48
2018-05-21,82.4,57.2,
2018-05-22,88.5,60.8,
2018-05-23,88.9,66.2,
2018-05-24,89.2,65.8,
2018-05-25,79,63.5,0.29
2018-05-26,91.2,61,
2018-05-27,91.2,62.8,
2018-05-28,90.3,62.1,
2018-05-29,91.9,68,
2018-05-30,93.2,63.5,0.36
2018-05-31,88.3,67.1,0.97
2018-06-01,93.7,70.3,
2018-06-02,90.1,71.4,
2018-06-03,84.6,60.8,
2018-06-04,82.6,56.5,
2018-06-05,89.6,64.4,
2018-06-06,91.9,68,
2018-06-07,77.4,66.2,0.63
2018-06-08,87.8,65.7,
2018-06-09,91.6,70.5,
2018-06-10,92.3,68.4,
2018-06-11,92.8,73,
2018-06-12,86,66.2,2.12
