date,max_temp_f,min_temp_f,precip_in
2020-10-30,67.6,30.6,
2020-10-31,68.5,40.3,
2020-11-01,62,34.5,
2020-11-02,69,32,
2020-11-03,77.2,40.5,
2020-11-04,76.3,47.5,
2020-11-05,75.4,43.7,
2020-11-06,75.2,48,
2020-11-07,75,51.4,
2020-11-08,73.2,56.7,
2020-11-09,77.4,64.4,
2020-11-10,67,35.2,0.17
2020-11-11,60.6,32.5,
2020-11-12,72.3,35,
2020-11-13,56.8,30.4,
2020-11-14,78.6,53,0.23
2020-11-15,60.4,33,
2020-11-16,70.2,33.4,
2020-11-17,71.6,34,
2020-11-18,72,47.3,
2020-11-19,74.3,56.3,
2020-11-20,74.3,57.4,
2020-11-21,61,45,0.06
2020-11-22,53.6,33.4,0.24
2020-11-23,54.7,30,
2020-11-24,57.2,43.2,1.58
2020-11-25,53.6,31.1,
2020-11-26,64.8,30.4,
2020-11-27,57.2,36,
2020-11-28,49,32,
2020-11-29,49.3,33.8,0.08
2020-11-30,44.6,23.9,
2020-12-01,58.3,31.5,
2020-12-02,46,38,0.38
2020-12-03,39.7,28.9,
2020-12-04,53,27.1,
2020-12-05,57,32,
2020-12-06,57.2,31.8,
2020-12-07,61.2,30.2,
2020-12-08,63.7,33.4,
2020-12-09,71.8,29.7,
2020-12-10,75.4,31.5,
2020-12-11,55.2,35,0.02
2020-12-12,41.4,31.6,
2020-12-13,36.5,24.8,1.08
2020-12-14,35.8,17.8,
2020-12-15,32,26.4,
2020-12-16,34.2,24.6,
2020-12-17,50.2,23.7,
2020-12-18,56.5,37.4,
2020-12-19,49.5,28.2,
2020-12-20,57.2,26.2,
2020-12-21,64.6,33.8,
2020-12-22,66.6,31.6,
2020-12-23,59,28,
2020-12-24,42.8,19.4,
2020-12-25,54.7,18.3,
2020-12-26,67,32,
2020-12-27,62.6,40.6,
2020-12-28,47,32.2,
2020-12-29,56.3,37,0.44
2020-12-30,43,30.7,1.74
2020-12-31,35.2,24.8,1.18
2021-01-01,34.7,32,0.62
2021-01-02,44,27.5,
2021-01-03,48.4,28.2,
2021-01-04,57,26.2,
2021-01-05,60.8,24.8,
2021-01-06,48.4,40.6,0.34
2021-01-07,40.6,36.5,0.04
2021-01-08,37.4,24.1,
2021-01-09,43.2,20.7,
2021-01-10,37.4,26.2,
2021-01-11,45.7,20.1,
2021-01-12,53,28.4,
2021-01-13,60.6,23.9,
2021-01-14,53.8,33.4,
2021-01-15,42.3,31.5,
2021-01-16,48.7,25.3,
2021-01-17,52.5,29.1,
2021-01-18,60.4,30.4,
2021-01-19,47.8,29.7,
2021-01-20,44.4,25.9,
2021-01-21,47.5,32,
2021-01-22,51,33,
2021-01-23,47.5,31.5,
2021-01-24,50.4,44.2,0.48
2021-01-25,48.2,33.8,1.1
2021-01-26,34,29.1,
2021-01-27,34.2,23.4,
2021-01-28,44,17.1,
2021-01-29,56.3,32.5,
2021-01-30,62,40,0.76
2021-01-31,42.4,30.6,
2021-02-01,52.3,23.5,
2021-02-02,60.6,33.8,
2021-02-03,62,37.6,
2021-02-04,59.2,27.5,
2021-02-05,55.6,24.3,
2021-02-06,46.4,27.7,
2021-02-07,31.8,26.8,
2021-02-08,32,18.1,
2021-02-09,20.3,14.5,
2021-02-10,20.1,16.7,
2021-02-11,19.4,15.4,
2021-02-12,17.2,12,
2021-02-13,19.6,6.6,
2021-02-14,10.6,1.4,
2021-02-15,5.2,-7,
2021-02-16,12.9,-14.6,0.32
2021-02-17,23.9,10.4,0.06
2021-02-18,27.1,5,
2021-02-19,35.6,0.1,
2021-02-20,46.4,12.9,
2021-02-21,53,32,
2021-02-22,63.7,31.8,
2021-02-23,72.7,28.4,
2021-02-24,60,37.2,
2021-02-25,52.5,29.3,
2021-02-26,50.4,35.6,0.04
2021-02-27,60,33.4,
2021-02-28,59,40,
2021-03-01,56.3,30.2,
2021-03-02,62.8,26.6,
2021-03-03,69.8,36,
2021-03-04,72,32.5,
2021-03-05,56.7,35,0.08
2021-03-06,64,29.3,
2021-03-07,66.7,33.6,
2021-03-08,70.2,41.2,
2021-03-09,74.3,53,
2021-03-10,77.7,62,
2021-03-11,65,47.3,0.07
2021-03-12,70.2,48,0.06
2021-03-13,67.5,51,
2021-03-14,68.5,47.8,0.2
2021-03-15,66.4,43,
2021-03-16,77,40,
2021-03-17,65.3,36.7,0.21
2021-03-18,46.6,38,0.01
2021-03-19,61.5,36.5,
2021-03-20,65.5,29.5,
2021-03-21,68.2,46.4,
2021-03-22,57.4,51.4,1.02
2021-03-23,56.8,42.8,0.17
2021-03-24,57,38,0.04
2021-03-25,59.2,38.7,
2021-03-26,76.5,35.4,
2021-03-27,74.3,47.7,
2021-03-28,66.2,39.4,
2021-03-29,77,47.5,
2021-03-30,65.5,49.5,
2021-03-31,62.6,40,
2021-04-01,62.8,29.7,
2021-04-02,68.7,37.2,
2021-04-03,76,49,
2021-04-04,75.2,49,
2021-04-05,80.4,52.3,
2021-04-06,77.4,60,
2021-04-07,71,46.4,
2021-04-08,78,42.8,
2021-04-09,74.5,50,0.27
2021-04-10,66.4,41.4,
2021-04-11,84.2,40.8,
2021-04-12,66,49.6,
2021-04-13,67.8,46,0.28
2021-04-14,61.5,46.4,0.68
2021-04-15,55.8,47.7,0.01
2021-04-16,51,44,0.29
2021-04-17,53.4,39.2,
2021-04-18,63.3,39.2,
2021-04-19,74.3,37.4,
2021-04-20,51,31.6,
2021-04-21,58.6,28.4,
2021-04-22,60,36.7,
2021-04-23,65,49,0.8
2021-04-24,70,46,0.31
2021-04-25,77.4,43.7,
2021-04-26,82,62.6,
2021-04-27,74.5,64,0.04
2021-04-28,70.3,63,1.03
2021-04-29,76.3,52,
2021-04-30,80.4,48.2,
2021-05-01,74.5,50.2,
2021-05-02,77.4,61.2,
2021-05-03,76.5,61,0.08
2021-05-04,66.4,45.5,1.13
2021-05-05,73,40.3,
2021-05-06,76,47.3,
2021-05-07,78.4,48.4,
2021-05-08,85,65,0.02
2021-05-09,75.2,52.7,
2021-05-10,62.2,50,
2021-05-11,54,47.7,0.4
2021-05-12,66.4,48.2,
2021-05-13,71.8,42.8,
2021-05-14,76,45.5,
2021-05-15,80,60.3,
2021-05-16,72.5,63.7,1.13
2021-05-17,76.5,60.8,
2021-05-18,74.7,62.6,
2021-05-19,71,61.7,0.12
2021-05-20,67.5,64,0.38
2021-05-21,78,64,0.06
2021-05-22,74,65.7,0.03
2021-05-23,71,65.5,0.15
2021-05-24,71.2,64.6,0.39
2021-05-25,77,64.6,
2021-05-26,82.2,62.6,
2021-05-27,86.4,65.8,0.59
2021-05-28,73.8,54.7,
2021-05-29,69.3,51,
2021-05-30,72,51.3,
2021-05-31,63.5,57.7,0.4
2021-06-01,67,56.5,0.01
2021-06-02,74,54.7,
2021-06-03,82.4,54,
2021-06-04,85.3,61.5,
2021-06-05,78.4,61.3,0.19
2021-06-06,81,65.3,
2021-06-07,77.2,63.7,0.47
2021-06-08,83,67.6,
2021-06-09,90.7,70,
2021-06-10,92.8,71,
2021-06-11,88.7,73,
2021-06-12,91.6,65.8,1.26
2021-06-13,90,73,
2021-06-14,91.8,65.7,
2021-06-15,92.7,64.4,
2021-06-16,94,65.7,
2021-06-17,94.8,70.7,
2021-06-18,93.6,71,
2021-06-19,91.4,69.6,
2021-06-20,93.4,69,
2021-06-21,78.3,59,0.14
2021-06-22,83,55.8,
2021-06-23,89.8,67,
2021-06-24,94,76.5,
2021-06-25,92,77,
2021-06-26,83.3,66.7,1.69
2021-06-27,79,65.7,2.31
2021-06-28,83.7,69.8,1.16
2021-06-29,79.5,70.2,0.86
2021-06-30,87,70.7,0.03
2021-07-01,80,71.4,0.19
2021-07-02,85.3,71,
2021-07-03,85,63.5,
2021-07-04,85,62.2,
2021-07-05,86.2,63,
2021-07-06,88,63.5,
2021-07-07,89,68,
2021-07-08,91.4,69,
2021-07-09,90,72,
2021-07-10,89.6,68.2,1.62
2021-07-11,80.4,65.7,
2021-07-12,84.7,62,
2021-07-13,90.3,64.2,
2021-07-14,89.2,70.3,
2021-07-15,88.5,73,
2021-07-16,90,74.3,0.01
2021-07-17,92,73,
2021-07-18,87,71.2,
2021-07-19,85.6,70.3,
2021-07-20,85.5,66,
2021-07-21,87,62.6,
2021-07-22,89.2,62.8,
2021-07-23,92.7,69,
2021-07-24,95.5,73.4,
2021-07-25,96.6,72.7,
2021-07-26,95,71,0.33
2021-07-27,94.6,71.8,
2021-07-28,94,71.8,
2021-07-29,95.2,73,0.03
2021-07-30,95.7,71.2,
2021-07-31,97.2,72.5,
2021-08-01,83.8,69.8,0.38
2021-08-02,85.6,62.8,
2021-08-03,86.2,64,
2021-08-04,87.8,62.4,
2021-08-05,87,62.8,
2021-08-06,92.7,65.5,
2021-08-07,95.5,73.4,
2021-08-08,91.4,66.6,0.84
2021-08-09,93.4,77.2,
2021-08-10,94.3,76.8,
2021-08-11,94.3,76.3,
2021-08-12,95,76,
2021-08-13,90.5,72,
2021-08-14,88.2,69.8,
2021-08-15,89,66.2,
2021-08-16,88.2,67,0.21
2021-08-17,83,69,
2021-08-18,87.4,66.7,0.1
2021-08-19,83.3,73.6,0.21
2021-08-20,95.4,74.3,
2021-08-21,92.8,71.6,3.54
2021-08-22,94,70.2,
2021-08-23,95.7,73.4,
2021-08-24,96.3,71.6,
2021-08-25,96.8,73.6,
2021-08-26,95.2,69,
2021-08-27,93.2,70.2,
2021-08-28,90,71.6,
2021-08-29,91.6,70,
2021-08-30,89.4,72,0.97
2021-08-31,94.5,69.8,
2021-09-01,96.8,71.2,
2021-09-02,94,72.5,
2021-09-03,95.7,75.4,
2021-09-04,92,74,
2021-09-05,88.3,66.2,0.26
2021-09-06,89.4,60,
2021-09-07,91.8,64.8,
2021-09-08,88.7,60.8,
2021-09-09,90.3,55.8,
2021-09-10,90,62.6,
2021-09-11,92.3,64.4,
2021-09-12,89.2,63,
2021-09-13,91,63,
2021-09-14,89.8,67,
2021-09-15,89.2,65,
2021-09-16,91,62.8,
2021-09-17,90.7,65.7,
2021-09-18,91.4,64.2,
2021-09-19,91.8,65.3,
2021-09-20,96.8,71.8,
2021-09-21,78.6,58,
2021-09-22,78.4,49.6,
2021-09-23,82.8,44.6,
2021-09-24,85.6,53.4,
2021-09-25,85.5,56.3,
2021-09-26,91.4,56.7,
2021-09-27,91.2,61,
2021-09-28,92,62.6,
2021-09-29,85.5,67,
2021-09-30,76,63.5,4.9
2021-10-01,75,59.4,
2021-10-02,78,62.8,2.01
2021-10-03,80,57.2,
2021-10-04,82.2,55,
2021-10-05,80.8,50.2,
2021-10-06,78.8,55,
2021-10-07,86.5,52.7,
2021-10-08,91.2,64.6,
2021-10-09,91.4,69,
2021-10-10,82.4,61.2,1.38
2021-10-11,75.2,51.8,1.5
2021-10-12,77,48.2,
2021-10-13,75.4,60,1.12
2021-10-14,71,53.4,
2021-10-15,66.4,50.5,0.87
2021-10-16,69.3,41.5,
2021-10-17,76.8,45.5,
2021-10-18,72.7,43.2,
2021-10-19,78,55,
2021-10-20,73.6,51.3,
2021-10-21,70.3,41,
2021-10-22,75.4,44.6,
2021-10-23,85.5,60.6,
2021-10-24,78,53.6,
2021-10-25,66.6,46.2,
2021-10-26,76,49,
2021-10-27,69,53,2.45
2021-10-28,64.2,49.5,0.27
2021-10-29,65.3,45.5,
2021-10-30,70.3,36.7,
2021-10-31,64.2,41.7,
2021-11-01,49.8,43,
2021-11-02,48.4,40.3,1.03
2021-11-03,48.2,42,0.34
2021-11-04,57.2,37.6,
2021-11-05,58.8,32.5,
2021-11-06,65.8,36,
2021-11-07,75.7,43.7,
2021-11-08,77,49.8,
2021-11-09,66.7,51.8,
2021-11-10,66.6,49.5,1.2
2021-11-11,61.2,38,
2021-11-12,53.4,32.4,
2021-11-13,60,30,
2021-11-14,59.7,36.5,
2021-11-15,73.6,36.3,
2021-11-16,78.3,48.4,
2021-11-17,68,40.6,
2021-11-18,55,27.3,
2021-11-19,56.7,25.7,
2021-11-20,64,44.4,
2021-11-21,61,39.4,
2021-11-22,62.6,29.1,
2021-11-23,70.5,32.5,
2021-11-24,66.6,51,
2021-11-25,50.5,28.4,
2021-11-26,62.8,24.6,
2021-11-27,66.6,37.4,
2021-11-28,59,34,
2021-11-29,72.3,35.8,
2021-11-30,72,34.3,
2021-12-01,68,37.4,
2021-12-02,78,37.6,
2021-12-03,75.7,50.2,
2021-12-04,57,50.2,
2021-12-05,75.2,45.5,
2021-12-06,50,25.2,
2021-12-07,45.5,24.6,
2021-12-08,57.6,25.9,
2021-12-09,69,42,
2021-12-10,76.6,39.2,
2021-12-11,48.6,27.1,
2021-12-12,56.3,26.1,
2021-12-13,65.5,39.7,
2021-12-14,74.7,51.4,
2021-12-15,77,59,0.05
2021-12-16,58.3,37.6,
2021-12-17,54,44,0.02
2021-12-18,45.7,23.5,
2021-12-19,42.6,15.1,
2021-12-20,50.2,26.2,
2021-12-21,63,26.1,
2021-12-22,60.8,26.1,
2021-12-23,66.7,40,
2021-12-24,79.3,58.3,
2021-12-25,75.4,47.3,
2021-12-26,74.3,40.8,
2021-12-27,63,46.8,
2021-12-28,70,41.5,
2021-12-29,54,32,
2021-12-30,64.8,30.9,
2021-12-31,63.5,47.5,0.22
2022-01-01,56.8,13.1,0.72
