name,n,pearson,spearman,signal_mean,target_mean
jet_d_vs_f1,469,0.007635913074231096,-0.025911938360777098,0.8912579957356077,0.0008688444920842432
jet_d_vs_rv5,469,-0.012454680809130248,0.015682890412465678,0.8912579957356077,37.70728976033415
jet_lvl_vs_f1,470,-0.09449853763610176,-0.029888186764714716,1559.0808510638299,0.0007599870070639552
