date,tmax_f,tmin_f,tavg_f,rain_in
2017-10-04,74.41,70.11,72.01,3.44
2017-10-05,81.1,69.48,74.19,0.0
2017-10-06,84.96,69.6,76.39,0.0
2017-10-07,79.41,51.85,67.34,0.84
2017-10-08,82.26,47.75,63.77,0.01
2017-10-09,87.17,58.82,70.76,0.0
2017-10-10,59.02,42.17,51.93,0.0
2017-10-11,69.21,38.76,52.39,0.0
2017-10-12,82.45,46.94,65.7,0.0
2017-10-13,87.21,65.14,75.59,0.0
2017-10-14,88.93,60.49,78.1,0.57
2017-10-15,68.09,40.47,55.09,0.08
2017-10-16,69.85,36.32,50.6,0.0
2017-10-17,72.41,40.52,56.71,0.0
2017-10-18,79.45,51.15,63.18,0.0
2017-10-19,79.41,50.54,63.92,0.0
2017-10-20,80.94,56.48,68.45,0.0
2017-10-21,79.83,57.15,70.26,1.84
2017-10-22,69.75,41.39,54.91,0.12
2017-10-23,75.09,40.9,58.67,0.0
2017-10-24,63.34,35.4,51.51,0.0
2017-10-25,76.17,32.93,56.19,0.0
2017-10-26,82.26,49.37,65.43,0.0
2017-10-27,49.17,26.41,40.9,0.0
2017-10-28,54.21,24.27,36.04,0.0
2017-10-29,73.51,31.91,52.07,0.0
2017-10-30,61.88,34.94,50.32,0.0
2017-10-31,48.49,29.29,39.47,0.0
2017-11-01,69.33,32.28,54.84,0.0
2017-11-02,81.93,54.45,65.12,0.0
2017-11-03,54.52,43.27,51.14,0.02
2017-11-04,70.52,44.69,57.19,0.0
2017-11-05,75.06,42.46,62.28,0.0
2017-11-06,,,,
2017-11-07,46.22,41.7,43.34,0.0
2017-11-08,53.01,29.22,42.08,0.0
2017-11-09,61.16,26.7,42.42,0.0
2017-11-10,63.66,30.46,46.84,0.0
2017-11-11,56.73,46.42,53.53,0.0
2017-11-12,57.31,49.66,53.37,0.0
2017-11-13,59.09,35.82,51.46,0.0
2017-11-14,64.2,55.18,58.93,0.0
2017-11-15,67.42,31.71,54.27,0.0
2017-11-16,66.34,28.1,50.01,0.0
2017-11-17,82.17,58.59,70.42,0.0
2017-11-18,75.74,30.56,53.26,0.0
2017-11-19,60.22,24.47,42.5,0.0
2017-11-20,65.19,39.05,52.0,0.0
2017-11-21,,,,
2017-11-22,48.49,21.04,32.95,0.0
2017-11-23,70.39,26.93,48.17,0.0
2017-11-24,79.97,48.87,61.21,0.0
2017-11-25,64.71,31.77,50.14,0.0
2017-11-26,70.74,27.01,48.3,0.0
2017-11-27,74.7,48.92,60.81,0.0
2017-11-28,70.14,54.18,61.93,0.0
2017-11-29,58.69,37.16,49.24,0.24
2017-11-30,60.66,30.23,43.84,0.0
2017-12-01,62.08,29.15,46.82,0.0
2017-12-02,69.73,34.64,50.68,0.0
2017-12-03,72.12,40.81,58.76,0.0
2017-12-04,78.35,42.21,64.71,0.0
2017-12-05,45.55,25.14,36.77,0.0
2017-12-06,54.72,22.99,38.02,0.0
2017-12-07,36.09,11.32,26.45,0.0
2017-12-08,46.22,8.89,26.59,0.0
2017-12-09,54.41,20.94,35.95,0.0
2017-12-10,65.75,22.8,46.49,0.0
2017-12-11,66.07,36.01,50.89,0.0
2017-12-12,49.15,28.6,38.16,0.0
2017-12-13,66.04,28.41,45.79,0.0
2017-12-14,49.64,30.27,40.62,0.0
2017-12-15,50.11,27.06,39.68,0.0
2017-12-16,63.84,39.14,48.83,0.13
2017-12-17,45.74,42.74,44.18,0.03
2017-12-18,53.47,40.51,45.62,0.0
2017-12-19,58.59,49.44,53.8,0.74
2017-12-20,56.97,50.77,52.97,0.11
2017-12-21,67.8,40.29,52.79,0.01
2017-12-22,40.13,30.54,32.44,0.19
2017-12-23,34.89,23.82,29.51,0.07
2017-12-24,37.72,20.05,29.45,0.02
2017-12-25,36.15,20.54,29.36,0.01
2017-12-26,36.14,16.88,24.83,0.01
2017-12-27,29.0,15.93,23.12,0.0
2017-12-28,40.21,23.31,31.99,0.0
2017-12-29,42.16,22.09,36.01,0.0
2017-12-30,38.53,19.67,24.86,0.0
2017-12-31,23.29,9.39,16.22,0.0
2018-01-01,18.01,2.53,10.29,0.0
2018-01-02,23.2,9.97,16.64,0.0
2018-01-03,38.55,13.59,22.91,0.0
2018-01-04,40.75,11.35,24.3,0.0
2018-01-05,53.56,16.29,32.06,0.0
2018-01-06,50.74,20.7,36.06,0.0
2018-01-07,49.51,37.37,45.62,0.22
2018-01-08,53.44,26.8,36.92,0.01
2018-01-09,51.22,25.38,39.44,0.0
2018-01-10,58.33,41.09,48.97,0.0
2018-01-11,55.69,17.53,34.47,0.0
2018-01-12,33.36,12.04,21.76,0.0
2018-01-13,34.22,19.81,25.57,0.0
2018-01-14,50.16,23.72,35.93,0.0
2018-01-15,37.93,11.12,26.93,0.0
2018-01-16,19.85,1.76,10.04,0.0
2018-01-17,32.77,-0.2,15.67,0.0
2018-01-18,51.03,21.35,34.14,0.0
2018-01-19,59.25,30.41,43.38,0.0
2018-01-20,70.3,47.12,57.69,0.0
2018-01-21,72.36,49.62,61.73,0.0
2018-01-22,49.14,37.84,42.87,0.0
2018-01-23,52.59,20.78,35.3,0.0
2018-01-24,59.65,19.03,39.59,0.0
2018-01-25,67.15,42.79,53.58,0.0
2018-01-26,60.3,48.61,53.62,0.0
2018-01-27,59.77,23.88,43.07,0.0
2018-01-28,63.99,16.52,38.06,0.0
2018-01-29,41.37,20.61,28.72,0.0
2018-01-30,56.19,21.15,40.1,0.0
2018-01-31,67.64,38.34,51.77,0.0
2018-02-01,49.8,26.15,40.6,0.0
2018-02-02,45.88,17.42,32.08,0.0
2018-02-03,53.42,31.3,40.74,0.0
2018-02-04,37.67,15.4,27.28,0.0
2018-02-05,37.99,9.52,21.61,0.0
2018-02-06,28.1,17.01,24.12,0.0
2018-02-07,41.98,16.39,26.54,0.0
2018-02-08,61.74,16.95,40.52,0.0
2018-02-09,,,,
2018-02-10,34.52,19.55,23.05,0.0
2018-02-11,33.38,8.26,21.86,0.0
2018-02-12,44.41,3.33,25.14,0.0
2018-02-13,53.91,20.56,39.89,0.0
2018-02-14,71.92,42.68,55.09,0.0
2018-02-15,80.96,59.7,70.4,0.0
2018-02-16,59.25,35.22,41.75,0.03
2018-02-17,61.5,33.49,43.67,0.53
2018-02-18,58.95,33.96,45.93,0.01
2018-02-19,73.65,45.25,59.44,0.16
2018-02-20,70.2,26.09,40.91,1.27
2018-02-21,28.22,21.6,24.98,0.0
2018-02-22,34.54,28.21,31.87,0.44
2018-02-23,40.16,34.44,37.62,1.01
2018-02-24,52.68,27.84,40.75,0.34
2018-02-25,62.62,22.67,41.85,0.01
2018-02-26,67.96,25.33,49.76,0.0
2018-02-27,59.67,42.74,51.21,0.22
2018-02-28,71.53,50.18,61.17,0.01
2018-03-01,61.7,30.12,47.59,0.0
2018-03-02,67.73,24.18,47.63,0.0
2018-03-03,71.65,43.08,57.11,0.0
2018-03-04,63.95,54.41,57.69,0.0
2018-03-05,63.07,31.9,53.48,0.0
2018-03-06,59.02,31.33,44.96,0.0
2018-03-07,53.76,24.74,36.42,0.0
2018-03-08,64.47,20.29,42.76,0.0
2018-03-09,71.37,41.43,56.29,0.0
2018-03-10,70.81,35.65,53.55,0.0
2018-03-11,55.49,34.97,46.81,0.0
2018-03-12,52.59,25.67,38.07,0.0
2018-03-13,59.63,21.12,38.38,0.0
2018-03-14,67.48,18.82,46.4,0.0
2018-03-15,77.02,48.31,63.43,0.0
2018-03-16,78.21,50.38,66.51,0.0
2018-03-17,61.97,37.22,49.17,0.0
2018-03-18,66.79,37.24,53.46,0.02
2018-03-19,58.71,44.29,49.46,0.01
2018-03-20,55.51,30.11,44.22,0.0
2018-03-21,62.37,24.34,45.87,0.0
2018-03-22,78.57,42.3,61.49,0.0
2018-03-23,78.35,59.05,66.67,0.0
2018-03-24,73.63,47.84,64.05,0.0
2018-03-25,59.58,40.49,49.58,0.0
2018-03-26,73.4,57.52,62.93,0.76
2018-03-27,58.3,44.23,48.92,1.05
2018-03-28,60.19,44.04,49.73,0.01
2018-03-29,58.14,38.59,50.84,0.01
2018-03-30,65.26,31.79,48.82,0.0
2018-03-31,72.79,44.46,60.38,0.0
2018-04-01,44.23,30.6,36.03,0.0
2018-04-02,62.58,30.99,42.29,0.0
2018-04-03,71.98,36.11,56.4,0.0
2018-04-04,56.59,22.45,40.91,0.0
2018-04-05,67.78,35.12,53.58,0.0
2018-04-06,52.05,31.43,46.01,0.67
2018-04-07,45.69,24.63,33.1,0.0
2018-04-08,50.77,25.94,39.79,0.0
2018-04-09,65.73,33.51,47.52,0.0
2018-04-10,68.67,28.06,51.07,0.0
2018-04-11,81.66,53.83,68.18,0.0
2018-04-12,84.81,59.77,72.19,0.0
2018-04-13,81.18,48.25,70.21,0.0
2018-04-14,47.73,34.92,39.59,0.0
2018-04-15,54.09,29.56,40.07,0.0
2018-04-16,,,,
2018-04-17,86.9,47.71,70.12,0.0
2018-04-18,73.45,36.14,60.14,0.0
2018-04-19,63.32,32.04,47.52,0.0
2018-04-20,67.46,33.63,53.12,0.0
2018-04-21,53.73,45.96,49.01,1.45
2018-04-22,55.63,46.6,50.83,0.0
2018-04-23,73.18,47.66,59.95,0.0
2018-04-24,79.99,42.08,63.15,0.0
2018-04-25,59.76,46.09,50.4,0.43
2018-04-26,,,,
2018-04-27,73.58,44.16,58.01,0.0
2018-04-28,80.1,41.68,63.39,0.0
2018-04-29,82.02,44.61,66.62,0.0
2018-04-30,81.84,58.5,71.42,0.0
2018-05-01,79.12,66.96,72.18,0.0
2018-05-02,82.2,63.72,74.5,0.41
2018-05-03,79.41,62.92,69.88,0.38
2018-05-04,73.62,52.11,62.87,0.0
2018-05-05,82.51,45.69,65.32,0.0
2018-05-06,87.78,57.11,72.65,0.0
2018-05-07,90.43,57.22,74.8,0.0
2018-05-08,90.12,67.37,78.18,0.0
2018-05-09,90.84,68.85,78.81,0.0
2018-05-10,85.19,63.72,74.53,0.0
2018-05-11,85.59,68.2,76.18,0.0
2018-05-12,85.71,70.03,77.35,0.0
2018-05-13,88.07,67.78,77.18,0.0
2018-05-14,89.71,71.04,79.72,0.0
2018-05-15,78.26,59.92,69.83,0.0
2018-05-16,81.61,58.17,69.33,0.06
2018-05-17,85.98,53.73,71.22,0.0
2018-05-18,87.57,58.39,75.24,0.0
2018-05-19,91.04,70.57,77.73,0.02
2018-05-20,75.4,59.63,68.25,0.39
2018-05-21,83.1,55.08,68.74,0.0
2018-05-22,87.98,58.57,74.71,0.0
2018-05-23,88.21,66.0,75.8,0.0
2018-05-24,88.11,65.12,76.89,0.0
2018-05-25,83.19,61.9,71.27,0.09
2018-05-26,92.01,59.67,76.27,0.0
2018-05-27,92.07,60.98,77.05,0.0
2018-05-28,90.61,60.82,76.52,0.0
2018-05-29,91.9,64.89,79.02,1.07
2018-05-30,92.1,63.03,78.9,0.33
2018-05-31,87.48,67.35,78.15,0.9
2018-06-01,92.32,71.67,82.66,0.0
2018-06-02,89.28,68.47,80.94,0.0
2018-06-03,83.97,55.22,70.42,0.0
2018-06-04,83.05,54.0,70.73,0.0
2018-06-05,88.57,62.78,75.67,0.0
2018-06-06,90.46,65.23,79.05,0.0
2018-06-07,74.46,67.12,70.7,0.56
2018-06-08,87.48,65.39,76.91,0.0
2018-06-09,90.34,70.36,80.67,0.0
2018-06-10,91.56,70.16,81.35,0.0
2018-06-11,,,,
2018-06-12,84.27,65.21,74.59,1.27
2018-06-13,93.02,68.31,81.15,0.0
2018-06-14,91.72,72.97,82.66,0.0
2018-06-15,91.13,73.99,82.58,0.0
2018-06-16,90.21,72.91,81.07,0.0
2018-06-17,90.14,73.06,81.43,0.0
2018-06-18,88.32,73.06,80.1,0.0
2018-06-19,84.22,71.71,77.76,0.0
2018-06-20,86.2,66.76,76.01,0.08
2018-06-21,89.44,64.24,76.54,0.0
2018-06-22,85.08,57.15,72.48,0.3
2018-06-23,88.7,66.63,76.19,0.14
2018-06-24,75.36,63.37,68.68,0.94
2018-06-25,82.53,64.8,73.53,0.87
2018-06-26,90.82,72.48,82.52,0.0
2018-06-27,93.42,77.81,85.44,0.0
2018-06-28,93.79,76.01,84.79,0.0
2018-06-29,91.47,74.32,83.52,0.0
2018-06-30,90.14,70.36,79.43,0.72
2018-07-01,85.26,72.03,76.86,0.83
2018-07-02,92.23,71.76,82.4,0.0
2018-07-03,94.62,73.4,83.63,0.0
2018-07-04,90.16,71.1,79.75,0.0
2018-07-05,92.12,68.5,81.07,0.0
2018-07-06,93.51,70.66,80.99,0.0
2018-07-07,91.4,67.21,79.4,0.0
2018-07-08,90.03,62.22,76.44,0.0
2018-07-09,91.44,65.1,79.12,0.0
2018-07-10,93.33,68.32,80.96,0.0
2018-07-11,94.77,69.04,82.27,0.0
2018-07-12,95.18,70.66,83.23,0.0
2018-07-13,92.44,68.56,81.14,0.0
2018-07-14,92.05,72.03,80.9,0.32
2018-07-15,92.17,73.24,80.31,0.12
2018-07-16,92.84,75.4,83.24,0.0
2018-07-17,89.51,74.25,80.53,0.37
2018-07-18,88.18,71.35,78.13,0.01
2018-07-19,98.96,72.59,85.72,0.0
2018-07-20,105.04,75.65,90.52,0.0
2018-07-21,97.39,67.69,84.54,0.0
2018-07-22,86.47,65.3,76.53,0.0
2018-07-23,90.84,65.5,78.0,0.0
2018-07-24,92.44,61.77,76.97,0.0
2018-07-25,97.18,61.16,79.47,0.0
2018-07-26,,,,
2018-07-27,92.34,64.2,76.96,0.0
2018-07-28,93.56,67.05,77.94,0.0
2018-07-29,89.26,68.41,77.63,1.28
2018-07-30,86.67,61.9,72.93,1.04
2018-07-31,84.11,60.22,70.65,0.0
2018-08-01,88.56,58.24,72.67,0.0
2018-08-02,,,,
2018-08-03,90.9,62.4,77.65,0.0
2018-08-04,91.54,65.7,79.12,0.0
2018-08-05,94.1,72.27,82.91,0.0
2018-08-06,94.37,75.02,83.71,0.0
2018-08-07,91.9,69.46,76.93,0.15
2018-08-08,85.77,66.09,74.11,0.0
2018-08-09,92.28,61.47,76.94,0.01
2018-08-10,94.05,63.12,75.05,0.01
2018-08-11,91.69,62.02,74.15,0.0
2018-08-12,88.14,63.12,73.75,0.04
2018-08-13,78.84,71.55,73.9,0.08
2018-08-14,82.13,70.61,74.89,0.11
2018-08-15,88.07,68.23,76.68,1.37
2018-08-16,,,,
2018-08-17,88.05,69.24,77.62,0.03
2018-08-18,88.47,64.74,76.95,0.0
2018-08-19,84.99,68.13,74.54,1.88
2018-08-20,78.85,61.86,70.74,0.0
2018-08-21,84.52,60.87,71.65,0.0
2018-08-22,81.55,63.82,72.41,0.01
2018-08-23,89.47,65.57,77.84,0.27
2018-08-24,93.36,75.25,83.07,0.0
2018-08-25,93.9,71.82,83.04,0.0
2018-08-26,94.41,73.62,83.02,0.0
2018-08-27,94.48,74.28,83.86,0.0
2018-08-28,95.25,76.23,84.24,0.0
2018-08-29,86.38,71.69,78.14,0.0
2018-08-30,95.74,70.59,81.47,0.0
2018-08-31,94.98,71.82,82.4,0.0
2018-09-01,94.21,72.37,82.03,0.0
2018-09-02,92.14,71.44,80.24,0.0
2018-09-03,87.71,72.46,77.25,0.21
2018-09-04,86.77,72.46,76.43,0.29
2018-09-05,82.83,72.18,75.11,0.22
2018-09-06,85.1,71.92,76.13,0.0
2018-09-07,77.49,70.2,73.34,0.01
2018-09-08,71.24,65.34,68.32,0.0
2018-09-09,77.07,55.71,65.45,0.02
2018-09-10,79.02,59.2,67.15,0.0
2018-09-11,82.56,58.69,70.58,0.0
2018-09-12,,,,
2018-09-13,,,,
2018-09-14,91.09,64.49,76.17,0.0
2018-09-15,88.52,65.48,75.99,0.0
2018-09-16,90.14,64.6,75.81,0.0
2018-09-17,92.75,65.53,78.13,0.0
2018-09-18,94.3,69.21,81.74,0.0
2018-09-19,94.26,71.17,82.76,0.0
2018-09-20,92.39,70.72,81.3,0.0
2018-09-21,75.79,59.88,67.06,2.47
2018-09-22,72.86,58.78,65.74,0.0
2018-09-23,70.79,62.78,66.87,0.0
2018-09-24,79.75,67.59,71.11,0.0
2018-09-25,,,,
2018-09-26,66.02,46.44,58.61,0.06
2018-09-27,74.28,41.5,56.9,0.0
2018-09-28,75.02,53.42,64.69,0.0
2018-09-29,78.39,57.97,68.69,0.0
2018-09-30,81.28,68.67,73.06,0.0
2018-10-01,84.7,67.59,74.4,0.0
2018-10-02,86.34,66.92,75.91,0.0
2018-10-03,88.57,70.41,78.84,0.0
2018-10-04,83.71,63.41,72.81,0.0
2018-10-05,88.3,60.94,75.7,0.0
2018-10-06,79.92,59.32,71.25,0.04
2018-10-07,80.24,59.41,67.59,0.38
2018-10-08,81.41,70.18,75.29,0.0
2018-10-09,71.53,58.26,66.15,0.69
2018-10-10,61.92,43.92,53.03,0.0
2018-10-11,62.74,40.53,51.22,0.0
2018-10-12,60.62,49.15,54.4,0.18
2018-10-13,54.73,44.88,50.23,0.35
2018-10-14,58.96,37.02,50.87,0.11
2018-10-15,51.57,35.67,40.95,0.0
2018-10-16,54.19,36.4,43.96,0.0
2018-10-17,68.95,33.3,50.17,0.0
2018-10-18,65.62,47.66,56.06,0.02
2018-10-19,58.55,51.08,54.18,0.65
2018-10-20,72.45,38.21,54.54,0.01
2018-10-21,69.35,32.62,50.67,0.0
2018-10-22,69.26,42.17,56.24,0.0
2018-10-23,71.24,39.41,53.67,0.0
2018-10-24,60.17,42.53,51.55,0.2
2018-10-25,52.47,47.91,49.95,0.11
2018-10-26,65.93,42.01,51.12,0.0
2018-10-27,79.92,41.99,60.66,0.01
2018-10-28,73.11,39.94,59.46,0.0
2018-10-29,81.97,38.67,61.22,0.0
2018-10-30,75.74,52.92,65.24,0.0
2018-10-31,57.2,50.0,53.38,0.07
2018-11-01,59.41,42.38,49.39,0.06
2018-11-02,63.34,36.07,48.71,0.0
2018-11-03,68.27,42.64,54.55,0.1
2018-11-04,60.28,37.35,48.07,0.0
2018-11-05,71.1,37.89,54.84,0.0
2018-11-06,66.47,34.2,50.41,0.0
2018-11-07,59.9,45.26,51.21,0.0
2018-11-08,48.43,36.36,42.64,0.19
2018-11-09,50.32,23.91,37.82,0.0
2018-11-10,50.43,16.29,33.97,0.0
2018-11-11,50.52,41.77,45.24,0.0
2018-11-12,43.13,24.83,31.71,0.1
2018-11-13,31.83,15.76,23.46,0.15
2018-11-14,40.46,11.16,23.62,0.08
2018-11-15,67.71,18.37,42.23,0.06
2018-11-16,67.71,25.01,47.24,0.0
2018-11-17,66.56,37.31,51.55,0.0
2018-11-18,36.92,27.93,32.01,0.0
2018-11-19,53.94,22.19,37.5,0.0
2018-11-20,55.72,20.72,35.86,0.01
2018-11-21,62.62,28.55,45.83,0.0
2018-11-22,63.72,37.18,50.29,0.0
2018-11-23,67.59,44.81,55.61,0.0
2018-11-24,74.84,30.93,55.42,0.0
2018-11-25,60.89,27.32,41.43,0.0
2018-11-26,44.1,17.65,28.82,0.0
2018-11-27,46.49,17.38,30.24,0.0
2018-11-28,61.74,20.8,38.64,0.0
2018-11-29,67.24,30.16,47.29,0.0
2018-11-30,,,,
2018-12-01,61.25,41.37,52.41,0.0
2018-12-02,51.73,33.0,41.59,0.0
2018-12-03,34.82,25.17,30.8,0.0
2018-12-04,34.97,19.44,28.37,0.0
2018-12-05,53.71,18.35,37.86,0.0
2018-12-06,48.9,35.34,43.32,0.0
2018-12-07,35.31,30.12,33.06,0.0
2018-12-08,36.87,29.86,33.64,0.0
2018-12-09,45.76,19.73,31.86,0.0
2018-12-10,52.88,15.87,30.3,0.0
2018-12-11,62.89,19.32,44.6,0.0
2018-12-12,60.89,27.44,48.57,0.0
2018-12-13,54.03,39.38,46.19,1.04
2018-12-14,46.39,33.17,40.55,0.15
2018-12-15,57.58,24.87,36.64,0.0
2018-12-16,60.64,24.38,38.37,0.0
2018-12-17,58.68,21.89,37.33,0.0
2018-12-18,56.57,30.39,45.25,0.0
2018-12-19,53.06,38.13,47.29,0.03
2018-12-20,55.31,38.72,45.84,0.0
2018-12-21,56.41,25.58,41.37,0.0
2018-12-22,58.15,25.58,42.22,0.0
2018-12-23,51.6,29.87,40.4,0.0
2018-12-24,54.3,25.23,40.93,0.0
2018-12-25,58.19,25.04,44.49,0.09
2018-12-26,59.0,51.75,54.95,1.83
2018-12-27,54.57,30.34,44.9,0.03
2018-12-28,36.79,23.06,29.56,0.0
2018-12-29,33.05,19.97,25.13,0.0
2018-12-30,39.26,19.78,31.81,0.1
2018-12-31,45.07,30.03,39.02,0.6
2019-01-01,29.96,22.48,24.77,0.0
2019-01-02,29.74,24.01,27.19,0.0
2019-01-03,32.16,29.38,31.14,0.47
2019-01-04,54.01,28.95,38.02,0.92
2019-01-05,66.51,26.69,44.53,0.0
2019-01-06,66.47,45.8,56.14,0.0
2019-01-07,68.11,35.01,56.33,0.01
2019-01-08,57.87,30.24,44.01,0.0
2019-01-09,52.48,19.83,33.65,0.0
2019-01-10,46.62,23.75,37.11,0.02
2019-01-11,41.7,37.44,39.48,1.12
2019-01-12,39.94,33.32,36.81,0.27
2019-01-13,35.66,31.83,33.53,0.0
2019-01-14,41.87,26.88,32.89,0.0
2019-01-15,54.27,26.17,39.68,0.0
2019-01-16,49.62,42.37,45.33,0.02
2019-01-17,47.08,33.48,42.82,0.01
2019-01-18,60.24,37.99,46.4,0.44
2019-01-19,37.78,20.29,26.0,0.0
2019-01-20,43.85,14.16,27.51,0.0
2019-01-21,54.09,28.23,41.0,0.0
2019-01-22,56.17,26.4,42.74,0.0
2019-01-23,39.53,21.66,27.85,0.0
2019-01-24,44.21,19.17,30.16,0.0
2019-01-25,32.97,10.96,21.22,0.01
2019-01-26,56.75,17.94,36.77,0.01
2019-01-27,58.69,23.01,42.39,0.0
2019-01-28,47.77,16.39,39.91,0.0
2019-01-29,,,,
2019-01-30,32.53,17.08,23.75,0.0
2019-01-31,48.9,15.12,33.56,0.0
2019-02-01,52.45,38.42,45.78,0.0
2019-02-02,64.13,46.71,56.22,0.0
2019-02-03,70.3,57.33,62.34,0.0
2019-02-04,62.44,38.32,49.23,0.0
2019-02-05,38.53,33.24,35.51,0.01
2019-02-06,36.64,31.44,34.0,0.04
2019-02-07,33.39,12.78,22.36,0.21
2019-02-08,30.75,7.99,19.67,0.01
2019-02-09,38.28,13.98,28.35,0.03
2019-02-10,43.7,33.24,38.2,0.0
2019-02-11,49.75,39.21,44.11,0.78
2019-02-12,51.46,28.56,38.9,0.0
2019-02-13,63.93,29.63,49.73,0.0
2019-02-14,66.85,35.02,54.56,0.0
2019-02-15,34.89,22.33,28.14,0.0
2019-02-16,32.41,22.18,27.23,0.02
2019-02-17,44.81,24.45,33.14,0.0
2019-02-18,37.46,19.21,28.32,0.0
2019-02-19,34.56,28.61,31.17,0.28
2019-02-20,50.7,29.51,38.11,0.03
2019-02-21,52.29,31.03,41.17,0.0
2019-02-22,46.78,32.78,43.07,0.12
2019-02-23,63.01,35.62,48.58,0.21
2019-02-24,54.03,27.24,38.52,0.0
2019-02-25,63.41,22.93,43.86,0.0
2019-02-26,52.03,34.15,41.51,0.0
2019-02-27,36.25,22.16,28.05,0.0
2019-02-28,27.0,21.38,24.09,0.0
2019-03-01,36.83,23.0,30.37,0.02
2019-03-02,37.77,22.34,31.74,0.0
2019-03-03,32.44,11.93,22.51,0.0
2019-03-04,24.64,8.96,15.94,0.0
2019-03-05,41.26,8.31,23.49,0.03
2019-03-06,52.16,13.32,33.72,0.0
2019-03-07,63.27,37.0,48.62,0.0
2019-03-08,51.6,37.39,45.36,0.0
2019-03-09,69.19,42.61,58.18,0.16
2019-03-10,44.22,33.42,39.91,0.05
2019-03-11,64.58,38.6,51.35,0.0
2019-03-12,58.06,51.44,54.68,0.09
2019-03-13,72.21,54.91,62.31,0.71
2019-03-14,,,,
2019-03-15,54.36,25.42,41.49,0.0
2019-03-16,62.01,21.71,42.8,0.0
2019-03-17,69.44,27.62,49.06,0.0
2019-03-18,67.03,31.58,48.5,0.0
2019-03-19,72.16,44.37,57.74,0.0
2019-03-20,61.07,37.03,49.1,0.06
2019-03-21,66.88,31.19,48.02,0.0
2019-03-22,70.5,28.43,52.43,0.0
2019-03-23,63.03,48.74,54.46,0.24
2019-03-24,69.12,43.56,56.62,0.0
2019-03-25,59.07,37.97,50.25,0.0
2019-03-26,67.96,32.1,50.54,0.01
2019-03-27,73.92,47.73,60.64,0.01
2019-03-28,79.92,57.18,67.26,0.0
2019-03-29,71.17,49.75,63.81,0.01
2019-03-30,49.57,34.11,42.71,0.25
2019-03-31,51.62,26.14,38.48,0.0
2019-04-01,57.38,28.2,41.56,0.0
2019-04-02,72.7,41.56,57.31,0.0
2019-04-03,72.14,47.14,59.98,0.07
2019-04-04,70.41,47.1,57.89,0.77
2019-04-05,76.1,41.35,60.35,0.0
2019-04-06,73.33,52.68,63.53,0.0
2019-04-07,77.36,54.86,65.47,0.0
2019-04-08,81.84,48.58,64.93,0.0
2019-04-09,88.68,44.55,69.7,0.0
2019-04-10,89.11,69.48,78.14,0.0
2019-04-11,76.84,35.2,51.23,0.0
2019-04-12,59.2,30.32,46.23,0.0
2019-04-13,51.24,42.18,46.17,1.76
2019-04-14,63.84,41.5,51.2,0.03
2019-04-15,79.48,49.64,65.52,0.0
2019-04-16,76.23,60.24,68.07,0.0
2019-04-17,,,,
2019-04-18,68.18,49.98,57.92,0.06
2019-04-19,65.93,38.53,54.32,0.0
2019-04-20,80.04,35.83,60.97,0.0
2019-04-21,83.75,59.18,71.65,0.0
2019-04-22,71.29,61.92,67.29,0.0
2019-04-23,64.15,55.45,58.75,0.4
2019-04-24,62.73,52.29,57.17,0.0
2019-04-25,79.02,49.53,63.13,0.0
2019-04-26,76.98,41.54,61.43,0.0
2019-04-27,82.51,54.27,69.06,0.0
2019-04-28,81.05,45.33,63.8,0.0
2019-04-29,74.98,61.93,67.9,0.01
2019-04-30,76.8,58.98,66.98,1.46
2019-05-01,76.39,58.73,66.0,0.07
2019-05-02,66.25,55.31,60.8,0.0
2019-05-03,65.01,52.97,57.93,1.03
2019-05-04,70.5,49.64,60.22,0.0
2019-05-05,78.04,48.6,65.82,0.25
2019-05-06,82.15,57.09,70.42,0.94
2019-05-07,80.76,64.27,72.53,0.0
2019-05-08,73.27,58.78,63.59,1.77
2019-05-09,59.94,42.08,52.09,0.0
2019-05-10,62.58,38.46,51.87,0.14
2019-05-11,60.62,51.21,55.48,0.2
2019-05-12,73.89,49.3,60.53,0.0
2019-05-13,80.33,45.28,64.1,0.0
2019-05-14,84.22,58.42,71.81,0.0
2019-05-15,87.04,64.22,75.43,0.0
2019-05-16,86.29,67.21,76.6,0.0
2019-05-17,83.35,64.76,74.85,0.0
2019-05-18,74.68,57.63,67.38,1.26
2019-05-19,75.16,50.88,63.32,0.0
2019-05-20,75.06,51.26,62.56,4.86
2019-05-21,74.89,59.16,66.88,2.32
2019-05-22,84.58,51.48,71.63,0.0
2019-05-23,85.68,68.47,77.52,0.0
2019-05-24,85.48,65.61,76.31,0.99
2019-05-25,84.42,64.94,73.78,1.07
2019-05-26,83.19,64.17,73.52,0.24
2019-05-27,83.68,70.11,76.83,0.0
2019-05-28,81.23,70.23,75.59,0.0
2019-05-29,72.91,62.82,66.75,0.49
2019-05-30,79.81,57.4,68.26,0.0
2019-05-31,85.32,54.61,72.56,0.0
2019-06-01,85.69,63.79,74.6,0.05
2019-06-02,87.51,64.6,76.44,0.0
2019-06-03,83.46,65.23,74.19,0.07
2019-06-04,84.81,67.03,74.9,0.0
2019-06-05,88.63,66.79,76.83,0.0
2019-06-06,77.92,65.35,68.87,0.44
2019-06-07,84.67,64.4,73.38,0.05
2019-06-08,87.37,61.25,74.14,0.0
2019-06-09,82.42,63.28,70.53,0.32
2019-06-10,76.78,52.9,65.94,0.0
