date,tmax_f,tmin_f,tavg_f,rain_in
2019-06-11,79.02,52.43,67.31,0.0
2019-06-12,,,,
2019-06-13,79.05,49.69,66.77,0.0
2019-06-14,83.16,60.13,72.39,0.13
2019-06-15,82.56,66.33,75.96,0.13
2019-06-16,81.45,66.13,69.49,2.24
2019-06-17,82.78,65.61,72.21,0.02
2019-06-18,86.5,62.37,76.01,0.0
2019-06-19,84.72,63.19,73.95,0.12
2019-06-20,90.48,64.49,79.98,0.0
2019-06-21,92.14,77.94,84.98,0.0
2019-06-22,90.3,73.53,82.19,0.0
2019-06-23,78.75,66.69,71.67,1.14
2019-06-24,82.98,62.69,72.05,0.0
2019-06-25,87.62,62.29,76.26,0.01
2019-06-26,88.27,71.2,79.74,0.0
2019-06-27,89.42,72.07,80.54,0.0
2019-06-28,91.62,72.97,82.3,0.0
2019-06-29,92.17,71.19,82.53,0.0
2019-06-30,87.62,66.42,78.1,0.0
2019-07-01,88.95,66.94,78.68,0.0
2019-07-02,88.77,70.66,79.56,0.0
2019-07-03,88.57,70.14,75.92,0.21
2019-07-04,89.94,72.88,80.5,0.0
2019-07-05,90.25,69.84,79.79,0.0
2019-07-06,88.21,69.26,75.14,0.6
2019-07-07,89.69,69.82,77.91,0.0
2019-07-08,,,,
2019-07-09,93.31,70.77,82.27,0.0
2019-07-10,92.17,71.78,82.39,0.0
2019-07-11,87.13,62.74,76.7,0.0
2019-07-12,87.17,60.15,74.04,0.0
2019-07-13,89.22,64.2,77.64,0.0
2019-07-14,87.39,69.17,78.11,0.0
2019-07-15,85.93,63.55,74.94,0.0
2019-07-16,96.46,64.22,81.85,0.0
2019-07-17,95.56,78.93,86.63,0.0
2019-07-18,95.36,77.04,85.47,0.0
2019-07-19,96.04,76.73,85.78,0.0
2019-07-20,96.42,75.56,85.51,0.0
2019-07-21,98.01,73.81,85.3,0.25
2019-07-22,85.12,64.49,75.78,0.06
2019-07-23,83.77,58.93,70.75,0.0
2019-07-24,85.71,54.93,71.54,0.0
2019-07-25,87.44,62.67,74.76,0.0
2019-07-26,88.52,64.18,75.89,0.0
2019-07-27,90.88,60.24,77.11,0.0
2019-07-28,95.31,66.87,82.04,0.0
2019-07-29,93.38,73.96,83.41,0.15
2019-07-30,93.02,66.92,79.37,0.0
2019-07-31,96.26,65.55,81.99,0.0
2019-08-01,91.38,73.54,81.56,0.0
2019-08-02,82.56,71.85,77.69,2.33
2019-08-03,81.97,69.64,74.01,2.9
2019-08-04,88.79,68.99,77.55,0.0
2019-08-05,92.23,67.69,79.76,0.0
2019-08-06,96.39,70.27,83.87,0.0
2019-08-07,97.63,77.23,85.56,0.0
2019-08-08,78.87,70.32,74.92,0.18
2019-08-09,86.13,73.29,77.0,2.78
2019-08-10,94.51,72.32,83.24,0.0
2019-08-11,95.94,77.52,86.51,0.0
2019-08-12,97.0,76.1,86.24,0.0
2019-08-13,87.78,71.96,78.14,0.12
2019-08-14,90.64,70.18,78.72,0.0
2019-08-15,92.32,65.89,80.16,0.0
2019-08-16,93.78,76.14,83.87,0.0
2019-08-17,94.21,76.35,84.52,0.0
2019-08-18,92.44,71.47,82.43,0.03
2019-08-19,96.64,75.29,85.13,0.0
2019-08-20,96.39,75.07,86.18,0.0
2019-08-21,96.58,74.84,84.4,0.0
2019-08-22,82.56,67.86,75.19,0.75
2019-08-23,81.1,67.42,72.55,2.09
2019-08-24,86.49,67.41,75.5,0.01
2019-08-25,84.7,67.59,75.36,0.16
2019-08-26,93.45,72.55,82.47,0.0
2019-08-27,84.13,61.2,73.64,0.0
2019-08-28,87.48,59.02,73.81,0.0
2019-08-29,90.52,73.2,81.01,0.0
2019-08-30,80.6,65.89,71.83,2.29
2019-08-31,79.43,61.52,69.37,0.0
2019-09-01,89.98,66.07,76.14,0.0
2019-09-02,91.36,66.79,78.83,0.0
2019-09-03,92.53,67.15,79.25,0.0
2019-09-04,92.79,65.03,77.59,0.0
2019-09-05,92.14,65.39,78.86,0.0
2019-09-06,94.53,65.97,80.53,0.0
2019-09-07,93.54,65.86,79.64,0.0
2019-09-08,92.37,70.88,81.83,0.0
2019-09-09,91.33,71.98,80.56,0.0
2019-09-10,88.72,72.43,79.84,0.0
2019-09-11,89.65,71.06,80.03,0.0
2019-09-12,90.73,66.85,77.78,1.27
2019-09-13,80.64,65.64,71.47,0.4
2019-09-14,90.81,65.62,76.9,0.0
2019-09-15,92.97,70.56,79.6,0.0
2019-09-16,91.56,70.38,80.01,0.0
2019-09-17,91.65,67.1,79.25,0.0
2019-09-18,91.11,67.01,78.51,0.0
2019-09-19,89.6,66.96,78.26,0.0
2019-09-20,80.4,70.09,73.76,0.05
2019-09-21,86.04,72.72,77.64,0.05
2019-09-22,84.61,73.31,77.39,0.12
2019-09-23,87.66,67.37,76.22,0.0
2019-09-24,84.9,70.68,74.64,1.06
2019-09-25,91.63,68.56,79.44,0.18
2019-09-26,,,,
2019-09-27,90.82,71.11,79.87,0.0
2019-09-28,87.62,73.87,78.71,0.04
2019-09-29,85.71,73.11,78.61,0.06
2019-09-30,87.78,72.93,79.51,0.0
2019-10-01,,,,
2019-10-02,90.05,74.52,80.56,0.0
2019-10-03,76.78,57.02,65.14,0.0
2019-10-04,78.57,56.3,65.99,0.01
2019-10-05,84.54,64.31,71.22,0.29
2019-10-06,64.2,48.69,58.01,0.13
2019-10-07,71.28,41.15,54.22,0.01
2019-10-08,74.28,40.69,57.67,0.0
2019-10-09,76.1,51.35,64.21,0.1
2019-10-10,81.72,42.54,63.57,0.02
2019-10-11,54.01,30.83,42.83,0.02
2019-10-12,66.99,28.41,47.83,0.0
2019-10-13,75.16,36.96,56.72,0.0
2019-10-14,78.64,47.8,64.1,0.0
2019-10-15,79.99,47.82,65.58,0.0
2019-10-16,64.42,35.94,48.35,0.0
2019-10-17,75.15,38.5,57.5,0.0
2019-10-18,73.96,49.91,60.76,0.0
2019-10-19,73.9,44.38,58.89,0.03
2019-10-20,80.47,38.75,60.03,0.56
2019-10-21,69.08,38.3,55.06,0.0
2019-10-22,70.66,33.18,50.33,0.0
2019-10-23,76.89,50.25,61.73,0.19
2019-10-24,54.9,42.63,47.14,1.42
2019-10-25,47.26,42.5,44.83,0.86
2019-10-26,65.37,42.4,51.17,0.12
2019-10-27,76.1,41.36,56.12,0.0
2019-10-28,46.78,36.65,41.96,0.01
2019-10-29,38.78,34.46,37.62,0.8
2019-10-30,,,,0.38
2019-10-31,47.1,23.44,32.82,0.0
2019-11-01,60.12,29.23,42.5,0.0
2019-11-02,58.37,26.75,39.46,0.0
2019-11-03,65.97,30.13,48.88,0.0
2019-11-04,66.06,33.13,51.74,0.0
2019-11-05,67.05,38.53,52.24,0.0
2019-11-06,62.67,50.23,58.66,2.25
2019-11-07,49.03,27.8,37.05,0.3
2019-11-08,50.67,24.15,37.98,0.0
2019-11-09,70.68,40.11,53.51,0.0
2019-11-10,74.03,50.04,61.39,0.0
2019-11-11,60.48,19.12,33.82,0.0
2019-11-12,33.24,12.43,22.18,0.01
2019-11-13,51.39,21.12,34.22,0.0
2019-11-14,54.43,21.97,35.12,0.0
2019-11-15,58.19,20.96,36.77,0.0
2019-11-16,62.58,27.84,46.13,0.0
2019-11-17,63.88,31.28,47.45,0.0
2019-11-18,73.13,30.21,49.42,0.0
2019-11-19,,,,
2019-11-20,66.63,52.92,60.91,0.07
2019-11-21,66.43,41.12,53.03,0.34
2019-11-22,41.1,35.26,37.43,0.25
2019-11-23,52.47,32.43,39.3,0.0
2019-11-24,70.41,28.25,49.69,0.0
2019-11-25,66.51,34.53,48.49,0.0
2019-11-26,71.83,35.49,51.58,0.0
2019-11-27,48.58,28.06,38.71,0.0
2019-11-28,41.07,37.71,39.27,0.16
2019-11-29,47.61,40.42,43.2,0.18
2019-11-30,63.79,40.21,52.69,0.19
2019-12-01,46.83,34.3,39.71,0.0
2019-12-02,49.17,24.08,36.66,0.0
2019-12-03,57.04,29.99,42.16,0.0
2019-12-04,65.7,28.89,46.64,0.0
2019-12-05,70.5,44.36,55.6,0.0
2019-12-06,53.1,27.02,43.23,0.0
2019-12-07,59.2,22.31,40.04,0.0
2019-12-08,61.66,44.96,53.31,0.0
2019-12-09,55.98,31.16,42.08,0.0
2019-12-10,46.54,23.58,32.46,0.0
2019-12-11,53.08,21.35,39.62,0.0
2019-12-12,55.6,38.62,46.27,0.0
2019-12-13,59.18,34.56,45.95,0.0
2019-12-14,48.65,30.15,39.24,0.0
2019-12-15,36.69,30.76,33.85,0.03
2019-12-16,31.66,27.85,29.79,0.0
2019-12-17,46.21,18.31,28.91,0.0
2019-12-18,,,,
2019-12-19,59.59,28.0,44.02,0.0
2019-12-20,54.79,34.36,43.71,0.0
2019-12-21,46.85,27.12,41.25,0.0
2019-12-22,52.0,23.8,35.21,0.0
2019-12-23,64.8,23.39,42.98,0.0
2019-12-24,68.97,33.28,53.9,0.0
2019-12-25,71.4,48.56,59.99,0.0
2019-12-26,65.41,39.36,51.51,0.0
2019-12-27,51.62,37.48,42.66,0.0
2019-12-28,61.86,49.51,56.73,1.03
2019-12-29,49.21,34.93,40.92,0.0
2019-12-30,47.55,30.54,37.42,0.0
2019-12-31,51.03,27.13,37.16,0.0
2020-01-01,58.41,38.27,47.36,0.0
2020-01-02,59.04,38.38,49.17,0.0
2020-01-03,54.25,27.87,42.42,0.0
2020-01-04,51.93,25.06,38.97,0.0
2020-01-05,61.41,25.46,43.83,0.0
2020-01-06,57.61,21.37,37.86,0.0
2020-01-07,62.19,24.79,42.83,0.0
2020-01-08,63.34,41.36,51.75,0.0
2020-01-09,67.06,55.29,58.82,0.0
2020-01-10,68.76,29.53,54.49,0.73
2020-01-11,29.52,21.42,24.93,0.0
2020-01-12,51.76,22.03,36.0,0.16
2020-01-13,53.24,31.38,43.17,0.01
2020-01-14,61.07,51.17,54.68,0.0
2020-01-15,62.15,36.51,53.5,0.0
2020-01-16,37.62,28.32,32.81,0.3
2020-01-17,51.84,34.62,40.56,1.4
2020-01-18,53.74,24.38,41.27,0.0
2020-01-19,47.97,22.46,32.89,0.0
2020-01-20,45.1,17.1,29.78,0.0
2020-01-21,44.28,19.48,32.62,0.0
2020-01-22,36.9,32.83,35.3,0.42
2020-01-23,53.92,35.49,42.21,0.03
2020-01-24,42.4,23.85,34.43,0.0
2020-01-25,56.98,23.3,40.24,0.01
2020-01-26,60.21,29.7,42.14,0.0
2020-01-27,67.12,27.41,46.6,0.01
2020-01-28,44.93,33.47,36.76,0.84
2020-01-29,39.88,32.26,35.46,0.06
2020-01-30,40.76,29.08,34.94,0.0
2020-01-31,53.46,26.54,37.36,0.0
2020-02-01,63.19,24.12,43.29,0.0
2020-02-02,79.5,48.34,62.09,0.0
2020-02-03,71.31,39.81,57.13,0.0
2020-02-04,39.82,31.41,34.68,0.03
2020-02-05,32.1,26.28,29.88,0.04
2020-02-06,39.23,22.59,30.93,0.22
2020-02-07,52.11,22.49,36.32,0.08
2020-02-08,58.57,24.25,41.61,0.0
2020-02-09,63.16,35.93,53.58,0.0
2020-02-10,44.21,30.46,36.72,0.07
2020-02-11,45.38,34.53,39.92,0.0
2020-02-12,40.78,36.19,38.08,0.5
2020-02-13,36.82,17.53,25.83,0.0
2020-02-14,43.35,14.45,28.75,0.0
2020-02-15,59.11,37.44,46.39,0.0
2020-02-16,56.48,33.3,46.43,0.0
2020-02-17,63.14,39.1,54.67,0.0
2020-02-18,47.71,26.1,40.21,0.0
2020-02-19,55.24,24.52,40.5,0.0
2020-02-20,42.81,20.47,34.73,0.0
2020-02-21,47.16,11.79,30.16,0.0
2020-02-22,61.23,34.32,47.35,0.0
2020-02-23,51.87,46.22,49.49,0.2
2020-02-24,55.29,43.6,49.0,0.03
2020-02-25,49.28,31.68,40.96,0.1
2020-02-26,42.25,20.72,33.76,0.01
2020-02-27,58.68,19.47,40.32,0.0
2020-02-28,63.95,29.18,43.21,0.0
2020-02-29,74.05,26.27,52.74,0.0
2020-03-01,76.89,44.93,61.82,0.0
2020-03-02,59.63,35.92,47.51,0.0
2020-03-03,67.24,33.73,46.58,0.0
2020-03-04,57.33,34.12,44.96,0.0
2020-03-05,67.68,24.95,45.63,0.0
2020-03-06,61.86,22.45,41.2,0.0
2020-03-07,69.6,25.39,49.47,0.0
2020-03-08,61.99,46.4,54.11,0.22
2020-03-09,74.14,41.21,56.18,0.17
2020-03-10,68.47,32.38,51.44,0.0
2020-03-11,75.45,56.44,66.21,0.0
2020-03-12,,,,
2020-03-13,55.54,41.62,47.78,0.07
2020-03-14,49.96,40.87,44.15,0.84
2020-03-15,46.51,39.96,43.36,0.01
2020-03-16,50.4,44.14,47.35,0.29
2020-03-17,58.8,46.98,52.24,0.89
2020-03-18,76.5,52.74,64.38,0.86
2020-03-19,77.95,61.75,67.57,2.26
2020-03-20,63.46,36.02,44.5,0.0
2020-03-21,55.56,29.28,42.89,0.03
2020-03-22,52.5,42.73,48.5,0.57
2020-03-23,60.22,51.51,55.16,0.0
2020-03-24,,,,
2020-03-25,83.7,45.85,65.6,0.0
2020-03-26,94.62,58.82,77.9,0.0
2020-03-27,80.89,69.66,72.95,0.0
2020-03-28,72.23,50.63,65.37,0.51
2020-03-29,69.98,40.0,54.7,0.0
2020-03-30,65.93,44.62,53.29,0.58
2020-03-31,67.06,46.89,55.24,0.07
2020-04-01,71.1,46.92,60.5,0.0
2020-04-02,71.91,53.58,64.23,0.01
2020-04-03,51.57,33.0,36.16,0.09
2020-04-04,41.16,35.1,38.06,0.0
2020-04-05,67.08,40.07,51.28,0.0
2020-04-06,73.35,57.42,65.64,0.0
2020-04-07,87.3,56.39,72.01,0.0
2020-04-08,91.53,57.02,74.59,0.0
2020-04-09,68.68,41.9,58.8,0.0
2020-04-10,67.15,36.74,53.62,0.0
2020-04-11,72.61,52.02,61.6,0.13
2020-04-12,67.98,36.59,52.32,0.13
2020-04-13,46.94,33.08,39.34,0.02
2020-04-14,51.17,34.21,41.35,0.01
2020-04-15,62.76,34.29,49.6,0.0
2020-04-16,,,,
2020-04-17,61.27,30.63,43.62,0.02
2020-04-18,69.17,26.85,50.54,0.0
2020-04-19,70.3,45.54,58.35,0.02
2020-04-20,79.52,41.93,60.43,0.0
2020-04-21,79.59,43.77,64.17,0.01
2020-04-22,63.54,56.3,59.75,1.06
2020-04-23,80.6,55.02,65.02,0.01
2020-04-24,78.66,54.59,65.35,0.1
2020-04-25,73.33,46.81,60.0,0.0
2020-04-26,78.35,41.51,61.9,0.0
2020-04-27,79.07,59.16,66.62,0.12
2020-04-28,84.45,58.14,69.54,0.04
2020-04-29,71.73,47.16,60.28,0.0
2020-04-30,79.11,41.93,61.71,0.0
2020-05-01,86.67,58.48,73.02,0.0
2020-05-02,84.33,65.64,74.71,0.0
2020-05-03,74.01,63.75,69.64,0.01
2020-05-04,89.55,64.04,75.67,0.0
2020-05-05,75.69,47.8,62.44,0.0
2020-05-06,73.53,43.45,58.62,0.0
2020-05-07,71.91,44.99,59.38,0.59
2020-05-08,66.09,39.3,56.27,0.29
2020-05-09,69.21,34.42,53.0,0.0
2020-05-10,63.01,44.1,53.75,0.0
2020-05-11,56.7,46.49,51.3,0.06
2020-05-12,52.7,46.47,49.38,0.14
2020-05-13,74.77,51.39,63.37,0.07
2020-05-14,82.63,66.34,75.0,0.0
2020-05-15,73.42,55.44,65.16,0.05
2020-05-16,71.38,55.81,64.27,0.0
2020-05-17,76.64,52.39,66.2,0.0
2020-05-18,77.88,48.69,63.35,0.0
2020-05-19,73.69,49.15,61.16,0.0
2020-05-20,,,,
2020-05-21,72.36,56.93,66.92,0.0
2020-05-22,80.26,60.01,70.86,0.54
2020-05-23,84.96,67.05,75.44,0.0
2020-05-24,82.94,64.42,73.45,0.16
2020-05-25,72.86,62.42,66.73,0.56
2020-05-26,72.3,61.14,65.22,0.06
2020-05-27,73.9,57.36,65.15,0.17
2020-05-28,71.53,58.19,65.77,0.13
2020-05-29,80.24,53.51,67.04,0.0
2020-05-30,81.63,53.58,68.08,0.0
2020-05-31,82.83,55.31,70.2,0.0
2020-06-01,82.87,60.66,72.15,0.0
2020-06-02,84.7,66.36,75.82,0.0
2020-06-03,89.96,71.02,80.63,0.0
2020-06-04,92.98,73.24,83.06,0.0
2020-06-05,92.19,61.41,80.31,0.0
2020-06-06,92.82,74.97,83.15,0.0
2020-06-07,90.01,70.38,79.82,0.0
2020-06-08,91.15,65.88,79.22,0.0
2020-06-09,92.21,61.02,75.98,0.0
2020-06-10,83.77,52.38,68.86,0.0
2020-06-11,87.93,48.87,70.84,0.0
2020-06-12,90.12,62.64,77.18,0.0
2020-06-13,92.26,61.0,78.48,0.0
2020-06-14,91.0,61.92,77.99,0.0
2020-06-15,90.46,61.47,78.17,0.0
2020-06-16,91.74,66.52,79.23,0.0
2020-06-17,90.21,69.96,79.96,0.0
2020-06-18,91.18,71.29,80.67,0.0
2020-06-19,75.79,67.32,71.34,0.49
2020-06-20,86.45,66.09,75.19,0.01
2020-06-21,84.83,66.34,74.38,0.04
2020-06-22,90.9,68.58,77.85,0.06
2020-06-23,84.83,58.84,74.29,0.0
2020-06-24,88.83,55.31,74.39,0.0
2020-06-25,90.77,70.95,80.04,0.0
2020-06-26,90.93,71.02,80.52,0.0
2020-06-27,89.8,71.33,80.33,0.0
2020-06-28,89.22,76.24,81.16,0.0
2020-06-29,90.84,76.62,82.95,0.0
2020-06-30,92.23,76.75,83.99,0.0
2020-07-01,96.3,74.95,85.59,0.0
2020-07-02,91.85,68.52,80.05,1.42
2020-07-03,91.78,69.35,80.88,0.0
2020-07-04,91.13,70.38,79.36,0.0
2020-07-05,90.72,67.68,78.67,0.0
2020-07-06,91.76,69.08,80.55,0.0
2020-07-07,91.31,67.1,79.7,0.0
2020-07-08,92.34,70.11,82.06,0.0
2020-07-09,91.17,71.31,80.62,0.01
2020-07-10,83.59,68.52,75.37,0.59
2020-07-11,,,,0.94
2020-07-12,,,,0.0
2020-07-13,,,,0.09
2020-07-14,,,,0.0
2020-07-15,,,,
2020-07-16,90.18,72.28,80.29,0.0
2020-07-17,94.1,75.7,83.99,0.0
2020-07-18,91.96,75.88,83.6,0.0
2020-07-19,92.84,71.85,81.84,0.0
2020-07-20,94.1,74.19,83.19,0.0
2020-07-21,90.64,73.26,80.74,0.0
2020-07-22,92.39,69.04,80.99,0.0
2020-07-23,,,,
2020-07-24,94.95,74.14,83.3,0.0
2020-07-25,92.28,71.04,82.12,0.0
2020-07-26,93.25,70.39,82.67,0.0
2020-07-27,91.31,73.53,78.21,0.82
2020-07-28,82.89,71.06,75.99,0.85
2020-07-29,89.15,74.16,79.44,0.04
2020-07-30,89.49,69.04,77.71,0.53
2020-07-31,83.48,65.7,74.57,0.09
2020-08-01,87.3,62.89,73.6,0.0
2020-08-02,86.9,60.8,73.95,0.0
2020-08-03,82.81,58.26,69.69,0.0
2020-08-04,80.35,56.59,68.06,0.0
2020-08-05,84.02,60.28,71.17,0.05
2020-08-06,84.15,67.41,75.24,0.07
2020-08-07,88.09,72.5,79.41,0.17
2020-08-08,93.74,76.46,83.68,0.0
2020-08-09,94.84,75.69,85.0,0.0
2020-08-10,94.66,76.46,84.94,0.0
2020-08-11,86.5,69.28,75.01,0.22
2020-08-12,88.83,69.37,78.18,0.0
2020-08-13,91.8,70.2,80.87,0.24
2020-08-14,92.07,71.29,80.64,0.0
2020-08-15,94.15,70.16,81.92,0.0
2020-08-16,88.45,65.03,77.48,0.0
2020-08-17,90.81,63.12,76.08,0.0
2020-08-18,87.3,56.88,71.99,0.0
2020-08-19,85.68,54.48,69.56,0.0
2020-08-20,88.83,55.78,71.98,0.0
2020-08-21,90.21,58.3,75.07,0.0
2020-08-22,92.34,57.27,76.23,0.0
2020-08-23,94.21,67.19,80.22,0.0
2020-08-24,95.52,64.54,79.34,0.0
2020-08-25,94.12,62.8,77.81,0.0
2020-08-26,92.19,65.5,76.82,0.0
2020-08-27,89.78,63.81,75.66,0.0
2020-08-28,101.5,65.88,84.03,0.0
2020-08-29,86.38,72.81,79.28,0.0
2020-08-30,95.34,68.31,79.75,0.01
2020-08-31,92.52,72.05,80.59,0.68
2020-09-01,79.43,69.76,73.11,0.46
2020-09-02,85.46,69.51,75.76,0.0
2020-09-03,91.38,67.96,78.9,0.0
2020-09-04,90.41,67.24,78.58,0.0
2020-09-05,91.47,66.22,79.53,0.0
2020-09-06,90.68,72.39,80.8,0.0
2020-09-07,91.74,72.77,81.13,0.0
2020-09-08,90.77,60.93,76.79,0.45
2020-09-09,61.09,54.72,58.11,1.11
2020-09-10,64.31,53.69,58.56,0.1
2020-09-11,65.48,56.95,61.29,0.14
2020-09-12,76.95,59.63,65.67,0.0
2020-09-13,79.59,58.12,66.81,0.0
2020-09-14,79.52,52.63,65.2,0.0
2020-09-15,83.71,59.68,69.62,0.0
2020-09-16,85.44,59.13,70.21,0.01
2020-09-17,83.23,56.88,68.34,0.0
2020-09-18,78.17,50.95,63.29,0.0
2020-09-19,78.51,49.51,62.5,0.0
2020-09-20,78.4,49.51,63.14,0.0
2020-09-21,81.43,52.74,68.42,0.05
2020-09-22,72.09,63.55,66.13,0.99
2020-09-23,70.41,55.27,64.12,0.0
2020-09-24,80.42,51.85,65.43,0.0
2020-09-25,83.59,61.14,71.25,0.01
2020-09-26,85.26,62.69,72.65,0.0
2020-09-27,77.0,55.26,65.67,0.24
2020-09-28,72.23,43.62,57.58,0.0
2020-09-29,77.65,39.36,58.09,0.0
2020-09-30,88.09,52.21,68.83,0.0
2020-10-01,72.75,38.35,54.34,0.0
2020-10-02,71.83,35.97,53.36,0.0
2020-10-03,73.98,44.57,58.83,0.0
2020-10-04,69.53,38.13,52.38,0.0
2020-10-05,76.14,39.06,58.65,0.0
2020-10-06,80.51,48.99,64.53,0.0
2020-10-07,,,,
2020-10-08,85.82,57.0,70.9,0.0
2020-10-09,83.34,62.96,71.27,0.0
2020-10-10,82.83,55.85,67.75,0.0
2020-10-11,88.75,52.03,72.76,0.0
2020-10-12,77.79,41.07,62.47,0.0
2020-10-13,82.51,40.15,64.47,0.0
2020-10-14,88.47,56.93,72.32,0.0
2020-10-15,73.9,47.86,63.64,0.0
2020-10-16,68.88,33.97,52.51,0.0
2020-10-17,74.16,47.82,60.64,0.0
2020-10-18,67.69,44.79,54.66,0.03
2020-10-19,51.21,41.82,45.75,0.0
2020-10-20,,,,
2020-10-21,86.56,54.3,69.26,0.0
2020-10-22,86.5,67.51,75.58,0.0
2020-10-23,72.88,41.67,47.27,0.01
2020-10-24,50.68,31.07,41.32,0.0
2020-10-25,50.32,31.25,42.44,0.0
2020-10-26,39.33,30.21,33.27,2.0
2020-10-27,33.46,29.87,31.85,1.28
2020-10-28,41.76,33.5,37.51,1.71
2020-10-29,56.41,31.57,43.9,0.47
2020-10-30,68.13,28.8,47.48,0.0
2020-10-31,69.66,38.44,51.91,0.0
2020-11-01,62.29,31.62,44.84,0.0
2020-11-02,70.38,29.33,50.07,0.0
2020-11-03,78.39,43.09,60.26,0.0
2020-11-04,,,,
2020-11-05,76.5,42.11,61.19,0.0
2020-11-06,76.51,50.13,62.67,0.0
2020-11-07,75.6,51.91,62.6,0.0
2020-11-08,73.56,58.91,66.67,0.0
2020-11-09,78.49,65.71,69.88,0.0
2020-11-10,69.49,30.52,51.58,0.04
2020-11-11,60.8,26.96,40.82,0.0
2020-11-12,73.74,32.81,52.77,0.0
2020-11-13,57.6,27.53,44.34,0.0
2020-11-14,78.8,53.47,63.7,0.14
2020-11-15,61.12,32.15,47.94,0.0
2020-11-16,71.51,31.08,49.11,0.0
2020-11-17,71.58,31.22,52.28,0.0
2020-11-18,71.35,49.69,60.38,0.0
2020-11-19,75.15,57.22,65.7,0.0
2020-11-20,76.84,56.43,66.27,0.0
2020-11-21,62.1,45.61,52.45,0.06
2020-11-22,52.77,30.32,43.52,0.14
2020-11-23,55.94,27.64,44.7,0.01
2020-11-24,58.42,45.11,52.86,0.65
2020-11-25,54.57,29.42,41.9,0.0
2020-11-26,66.38,28.94,47.29,0.01
2020-11-27,57.38,29.34,44.29,0.0
2020-11-28,50.2,25.03,39.26,0.01
2020-11-29,51.03,33.84,42.75,0.02
2020-11-30,45.98,21.25,32.33,0.0
2020-12-01,58.62,33.09,43.64,0.0
2020-12-02,45.92,36.93,41.32,0.45
2020-12-03,40.72,28.01,37.69,0.06
2020-12-04,54.18,27.08,37.05,0.0
2020-12-05,58.78,25.24,39.18,0.01
2020-12-06,56.91,24.83,38.39,0.0
2020-12-07,62.2,24.26,41.61,0.0
2020-12-08,64.18,28.82,44.96,0.0
2020-12-09,72.91,27.11,45.64,0.0
2020-12-10,76.62,29.31,53.05,0.0
2020-12-11,57.29,35.28,46.55,0.03
2020-12-12,42.03,32.06,37.67,0.0
2020-12-13,36.92,23.02,32.61,0.08
2020-12-14,35.0,10.26,24.37,0.09
2020-12-15,32.79,21.75,29.42,0.0
2020-12-16,34.58,20.29,28.75,0.05
2020-12-17,50.02,18.95,33.6,0.31
2020-12-18,57.92,38.31,47.82,0.21
2020-12-19,51.28,24.96,38.75,0.0
2020-12-20,57.81,23.65,41.36,0.0
2020-12-21,65.62,31.32,47.57,0.0
2020-12-22,66.85,29.68,51.02,0.0
2020-12-23,60.24,27.73,47.33,0.0
2020-12-24,43.52,20.92,30.51,0.0
2020-12-25,52.14,16.57,33.9,0.0
2020-12-26,68.49,40.71,53.58,0.0
2020-12-27,62.91,35.76,51.7,0.0
2020-12-28,45.58,27.49,37.35,0.0
2020-12-29,57.45,37.98,47.68,0.35
2020-12-30,47.82,25.24,36.19,1.0
2020-12-31,35.69,20.19,29.22,0.74
2021-01-01,35.91,32.2,33.65,0.54
2021-01-02,44.66,27.51,34.83,0.02
2021-01-03,51.8,26.16,35.72,0.0
2021-01-04,59.25,24.96,39.21,0.01
2021-01-05,61.61,22.92,42.49,0.0
2021-01-06,48.22,41.16,44.2,0.06
2021-01-07,41.35,36.67,38.97,0.12
2021-01-08,37.36,21.41,32.09,0.0
2021-01-09,44.97,17.94,29.39,0.0
2021-01-10,35.68,24.27,30.13,0.0
2021-01-11,46.16,17.28,29.76,0.0
2021-01-12,53.28,30.95,40.65,0.0
2021-01-13,60.19,25.66,44.34,0.0
2021-01-14,54.57,40.62,47.13,0.0
2021-01-15,44.24,31.95,38.35,0.0
2021-01-16,50.05,25.8,36.92,0.0
2021-01-17,52.66,25.16,39.61,0.0
2021-01-18,59.58,23.91,45.61,0.0
2021-01-19,50.05,25.12,38.08,0.0
2021-01-20,45.86,22.13,36.13,0.0
2021-01-21,,,,
2021-01-22,50.83,31.01,40.71,0.0
2021-01-23,47.82,27.6,41.37,0.0
2021-01-24,53.19,45.04,47.99,0.23
2021-01-25,48.52,33.79,44.07,0.61
2021-01-26,34.49,29.92,32.24,0.0
2021-01-27,35.54,19.16,29.29,0.0
2021-01-28,44.7,19.59,33.67,0.0
2021-01-29,56.39,32.23,44.88,0.0
2021-01-30,64.13,41.24,52.47,0.35
2021-01-31,44.31,29.09,38.09,0.0
2021-02-01,51.67,20.39,34.75,0.0
2021-02-02,60.3,30.46,44.43,0.0
2021-02-03,64.4,37.63,50.14,0.0
2021-02-04,58.06,23.0,45.6,0.0
2021-02-05,56.77,22.58,39.36,0.0
2021-02-06,46.17,27.51,39.78,0.0
2021-02-07,31.34,26.63,28.11,0.0
2021-02-08,32.24,17.49,24.63,0.0
2021-02-09,20.64,15.28,18.14,0.0
2021-02-10,20.42,16.56,18.88,0.0
2021-02-11,19.38,15.49,17.38,0.0
2021-02-12,17.02,12.02,14.18,0.0
2021-02-13,18.82,7.18,12.26,0.0
2021-02-14,10.81,1.44,5.96,0.0
2021-02-15,5.38,-8.99,-1.29,0.0
2021-02-16,11.82,-19.68,-0.19,0.0
