station_id,date,day_of_week,direction,lane,hours_present,hours_missing,day_total_veh
AVC040,2018-05-01,3,3,1,24,0,3640
AVC040,2018-05-01,3,7,1,24,0,3575
AVC040,2018-05-02,4,3,1,24,0,3467
AVC040,2018-05-02,4,7,1,24,0,3442
AVC040,2018-05-03,5,3,1,24,0,3457
AVC040,2018-05-03,5,7,1,24,0,3483
AVC040,2018-05-04,6,3,1,24,0,4133
AVC040,2018-05-04,6,7,1,24,0,3957
AVC040,2018-05-05,7,3,1,24,0,3207
AVC040,2018-05-05,7,7,1,24,0,3227
AVC040,2018-05-06,1,3,1,24,0,2601
AVC040,2018-05-06,1,7,1,24,0,2692
AVC040,2018-05-07,2,3,1,24,0,3614
AVC040,2018-05-07,2,7,1,24,0,3597
AVC040,2018-05-08,3,3,1,24,0,3737
AVC040,2018-05-08,3,7,1,24,0,3656
AVC040,2018-05-09,4,3,1,24,0,3697
AVC040,2018-05-09,4,7,1,24,0,3728
AVC040,2018-05-10,5,3,1,24,0,3883
AVC040,2018-05-10,5,7,1,24,0,3665
AVC040,2018-05-11,6,3,1,24,0,4351
AVC040,2018-05-11,6,7,1,24,0,4281
AVC040,2018-05-12,7,3,1,24,0,3797
AVC040,2018-05-12,7,7,1,24,0,3899
AVC040,2018-05-13,1,3,1,24,0,2707
AVC040,2018-05-13,1,7,1,24,0,2727
AVC040,2018-05-14,2,3,1,24,0,3652
AVC040,2018-05-14,2,7,1,24,0,3553
AVC040,2018-05-15,3,3,1,24,0,3466
AVC040,2018-05-15,3,7,1,24,0,3540
AVC040,2018-05-16,4,3,1,24,0,3541
AVC040,2018-05-16,4,7,1,24,0,3481
AVC040,2018-05-17,5,3,1,24,0,3641
AVC040,2018-05-17,5,7,1,24,0,3611
AVC040,2018-05-18,6,3,1,24,0,4094
AVC040,2018-05-18,6,7,1,24,0,3938
AVC040,2018-05-19,7,3,1,24,0,3150
AVC040,2018-05-19,7,7,1,24,0,3260
AVC040,2018-05-20,1,3,1,24,0,2288
AVC040,2018-05-20,1,7,1,24,0,2416
AVC040,2018-05-21,2,3,1,24,0,3569
AVC040,2018-05-21,2,7,1,24,0,3452
AVC040,2018-05-22,3,3,1,24,0,3624
AVC040,2018-05-22,3,7,1,24,0,3570
AVC040,2018-05-23,4,3,1,24,0,3516
AVC040,2018-05-23,4,7,1,24,0,3508
AVC040,2018-05-24,5,3,1,24,0,3697
AVC040,2018-05-24,5,7,1,24,0,3592
AVC040,2018-05-25,6,3,1,24,0,3779
AVC040,2018-05-25,6,7,1,24,0,3617
AVC040,2018-05-26,7,3,1,24,0,2924
AVC040,2018-05-26,7,7,1,24,0,2798
AVC040,2018-05-27,1,3,1,24,0,2384
AVC040,2018-05-27,1,7,1,24,0,2357
AVC040,2018-05-28,2,3,1,24,0,2321
AVC040,2018-05-28,2,7,1,24,0,2452
AVC040,2018-05-29,3,3,1,24,0,3455
AVC040,2018-05-29,3,7,1,24,0,3513
AVC040,2018-05-30,4,3,1,24,0,3445
AVC040,2018-05-30,4,7,1,24,0,3434
AVC040,2018-05-31,5,3,1,24,0,3572
AVC040,2018-05-31,5,7,1,24,0,3481
