station_id,date,day_of_week,direction,lane,hours_present,hours_missing,day_total_veh
AVC040,2019-07-01,2,3,1,24,0,3453
AVC040,2019-07-01,2,7,1,24,0,3473
AVC040,2019-07-02,3,3,1,24,0,3627
AVC040,2019-07-02,3,7,1,24,0,3511
AVC040,2019-07-03,4,3,1,24,0,3776
AVC040,2019-07-03,4,7,1,24,0,3675
AVC040,2019-07-04,5,3,1,24,0,2457
AVC040,2019-07-04,5,7,1,24,0,2353
AVC040,2019-07-05,6,3,1,24,0,3179
AVC040,2019-07-05,6,7,1,24,0,3152
AVC040,2019-07-06,7,3,1,24,0,2807
AVC040,2019-07-06,7,7,1,24,0,2707
AVC040,2019-07-07,1,3,1,24,0,2306
AVC040,2019-07-07,1,7,1,24,0,2326
AVC040,2019-07-08,2,3,1,24,0,3491
AVC040,2019-07-08,2,7,1,24,0,3411
AVC040,2019-07-09,3,3,1,24,0,3557
AVC040,2019-07-09,3,7,1,24,0,3558
AVC040,2019-07-10,4,3,1,24,0,3566
AVC040,2019-07-10,4,7,1,24,0,3459
AVC040,2019-07-11,5,3,1,24,0,3680
AVC040,2019-07-11,5,7,1,24,0,3582
AVC040,2019-07-12,6,3,1,24,0,3852
AVC040,2019-07-12,6,7,1,24,0,3691
AVC040,2019-07-13,7,3,1,24,0,2837
AVC040,2019-07-13,7,7,1,24,0,2829
AVC040,2019-07-14,1,3,1,24,0,2381
AVC040,2019-07-14,1,7,1,24,0,2440
AVC040,2019-07-15,2,3,1,24,0,3583
AVC040,2019-07-15,2,7,1,24,0,3602
AVC040,2019-07-16,3,3,1,24,0,3640
AVC040,2019-07-16,3,7,1,24,0,3535
AVC040,2019-07-17,4,3,1,24,0,3708
AVC040,2019-07-17,4,7,1,24,0,3629
AVC040,2019-07-18,5,3,1,24,0,3626
AVC040,2019-07-18,5,7,1,24,0,3641
AVC040,2019-07-19,6,3,1,24,0,3645
AVC040,2019-07-19,6,7,1,24,0,3608
AVC040,2019-07-20,7,3,1,24,0,2797
AVC040,2019-07-20,7,7,1,24,0,2741
AVC040,2019-07-21,1,3,1,24,0,2218
AVC040,2019-07-21,1,7,1,24,0,2362
AVC040,2019-07-22,2,3,1,24,0,3410
AVC040,2019-07-22,2,7,1,24,0,3430
AVC040,2019-07-23,3,3,1,24,0,3567
AVC040,2019-07-23,3,7,1,24,0,3414
AVC040,2019-07-24,4,3,1,24,0,3545
AVC040,2019-07-24,4,7,1,24,0,3563
AVC040,2019-07-25,5,3,1,24,0,3557
AVC040,2019-07-25,5,7,1,24,0,3478
AVC040,2019-07-26,6,3,1,24,0,3850
AVC040,2019-07-26,6,7,1,24,0,3707
AVC040,2019-07-27,7,3,1,24,0,2986
AVC040,2019-07-27,7,7,1,24,0,2957
AVC040,2019-07-28,1,3,1,24,0,2402
AVC040,2019-07-28,1,7,1,24,0,2495
AVC040,2019-07-29,2,3,1,24,0,3511
AVC040,2019-07-29,2,7,1,24,0,3430
AVC040,2019-07-31,4,3,1,24,0,3657
AVC040,2019-07-31,4,7,1,24,0,3580
