name,n,pearson,spearman,signal_mean,target_mean
bunker_d_vs_f1,108,0.09176753650736806,0.12746032049051265,7.480740740740742,-0.0009104540955521494
bunker_d_vs_rv5,108,-0.16090082506494138,-0.07650976021035182,7.480740740740742,38.55619210169939
bunker_d_vs_f5,108,0.16849399222855901,0.11275924814465497,7.480740740740742,-0.0014468486373214041
