factor,n,ic_same,p_same,ic_fwd20,p_fwd,ic_xosb20,p_x,ic_fwd_oos,p_oos,ic_xosb_oos
z_HLX_WTI,3461,0.105,-0.091,0.054,-0.073,0.142
