name,n,pearson,spearman,signal_mean,target_mean
tsi_d_vs_f1,108,-0.12262302056508882,-0.02161142359315112,0.14259259259259252,-0.0009104540955521494
tsi_d_vs_rv5,108,-0.035395601505443595,-0.018385733933246492,0.14259259259259252,38.55619210169939
tsi_d_vs_f5,108,-0.07918498598453147,-0.015017318828088351,0.14259259259259252,-0.0014468486373214041
