station_id,date,day_of_week,direction,lane,hours_present,hours_missing,day_total_veh
AVC040,2019-01-01,3,3,1,24,0,1789
AVC040,2019-01-01,3,7,1,24,0,1781
AVC040,2019-01-02,4,3,1,24,0,2965
AVC040,2019-01-02,4,7,1,24,0,2976
AVC040,2019-01-03,5,3,1,24,0,1783
AVC040,2019-01-03,5,7,1,24,0,1786
AVC040,2019-01-04,6,3,1,24,0,3078
AVC040,2019-01-04,6,7,1,24,0,3078
AVC040,2019-01-05,7,3,1,24,0,2716
AVC040,2019-01-05,7,7,1,24,0,2711
AVC040,2019-01-06,1,3,1,24,0,2012
AVC040,2019-01-06,1,7,1,24,0,2028
AVC040,2019-01-07,2,3,1,24,0,3424
AVC040,2019-01-07,2,7,1,24,0,3364
AVC040,2019-01-08,3,3,1,24,0,3423
AVC040,2019-01-08,3,7,1,24,0,3431
AVC040,2019-01-09,4,3,1,24,0,3490
AVC040,2019-01-09,4,7,1,24,0,3474
AVC040,2019-01-10,5,3,1,24,0,3528
AVC040,2019-01-10,5,7,1,24,0,3484
AVC040,2019-01-11,6,3,1,24,0,3335
AVC040,2019-01-11,6,7,1,24,0,3310
AVC040,2019-01-12,7,3,1,24,0,2573
AVC040,2019-01-12,7,7,1,24,0,2635
AVC040,2019-01-13,1,3,1,24,0,1885
AVC040,2019-01-13,1,7,1,24,0,1865
AVC040,2019-01-14,2,3,1,24,0,3222
AVC040,2019-01-14,2,7,1,24,0,3249
AVC040,2019-01-15,3,3,1,24,0,3354
AVC040,2019-01-15,3,7,1,24,0,3334
AVC040,2019-01-16,4,3,1,24,0,3450
AVC040,2019-01-16,4,7,1,24,0,3394
AVC040,2019-01-17,5,3,1,24,0,3500
AVC040,2019-01-17,5,7,1,24,0,3472
AVC040,2019-01-18,6,3,1,24,0,3841
AVC040,2019-01-18,6,7,1,24,0,3730
AVC040,2019-01-19,7,3,1,24,0,1948
AVC040,2019-01-19,7,7,1,24,0,2010
AVC040,2019-01-20,1,3,1,24,0,1903
AVC040,2019-01-20,1,7,1,24,0,1835
AVC040,2019-01-21,2,3,1,24,0,2961
AVC040,2019-01-21,2,7,1,24,0,3032
AVC040,2019-01-22,3,3,1,24,0,3270
AVC040,2019-01-22,3,7,1,24,0,3262
AVC040,2019-01-23,4,3,1,24,0,3307
AVC040,2019-01-23,4,7,1,24,0,3272
AVC040,2019-01-24,5,3,1,24,0,3367
AVC040,2019-01-24,5,7,1,24,0,3387
AVC040,2019-01-25,6,3,1,24,0,3409
AVC040,2019-01-25,6,7,1,24,0,3357
AVC040,2019-01-26,7,3,1,24,0,2839
AVC040,2019-01-26,7,7,1,24,0,2806
AVC040,2019-01-27,1,3,1,24,0,2245
AVC040,2019-01-27,1,7,1,24,0,2152
AVC040,2019-01-28,2,3,1,24,0,3226
AVC040,2019-01-28,2,7,1,24,0,3277
AVC040,2019-01-29,3,3,1,24,0,3269
AVC040,2019-01-29,3,7,1,24,0,3260
AVC040,2019-01-30,4,3,1,24,0,3236
AVC040,2019-01-30,4,7,1,24,0,3197
