date,direction,day_total_veh,hours_present,hours_missing
2016-03-21,7,3132,24,0
2016-03-22,3,3310,24,0
2016-03-22,7,3352,24,0
2016-03-23,3,3357,24,0
2016-03-23,7,3376,24,0
2016-03-24,3,3382,24,0
2016-03-24,7,3409,24,0
2016-03-25,3,3609,24,0
2016-03-25,7,3602,24,0
2016-03-26,3,2898,24,0
2016-03-26,7,2863,24,0
2016-03-27,3,2274,24,0
2016-03-27,7,2361,24,0
2016-03-29,3,3223,24,0
2016-03-29,7,3314,24,0
2016-03-30,3,3039,24,0
2016-03-30,7,3055,24,0
2016-03-31,3,3307,24,0
2016-03-31,7,3274,24,0
2016-04-01,3,3776,24,0
2016-04-01,7,3763,24,0
2016-04-02,3,2931,24,0
2016-04-02,7,2976,24,0
2016-04-03,3,2316,24,0
2016-04-03,7,2389,24,0
2016-04-04,3,3313,24,0
2016-04-04,7,3351,24,0
2016-04-05,3,3356,24,0
2016-04-05,7,3428,24,0
2016-04-06,3,3421,24,0
2016-04-06,7,3390,24,0
2016-04-07,3,3489,24,0
2016-04-07,7,3470,24,0
2016-04-08,3,3769,24,0
2016-04-08,7,3776,24,0
2016-04-09,3,2919,24,0
2016-04-09,7,2980,24,0
2016-04-10,3,2087,24,0
2016-04-10,7,2184,24,0
2016-04-11,3,3104,24,0
2016-04-11,7,3106,24,0
2016-04-12,3,3318,24,0
2016-04-12,7,3239,24,0
2016-04-13,3,3130,24,0
2016-04-13,7,3148,24,0
2016-04-14,3,3315,24,0
2016-04-14,7,3301,24,0
2016-04-15,3,3782,24,0
2016-04-15,7,3788,24,0
2016-04-16,3,2985,24,0
2016-04-16,7,2904,24,0
2016-04-17,3,1886,24,0
2016-04-17,7,1901,24,0
2016-04-18,3,2978,24,0
2016-04-18,7,3005,24,0
2016-04-19,3,2971,24,0
2016-04-19,7,3011,24,0
2016-04-20,3,3249,24,0
2016-04-20,7,3201,24,0
2016-04-21,3,3295,24,0
2016-04-21,7,3310,24,0
2016-04-22,3,3647,24,0
2016-04-22,7,3661,24,0
2016-04-23,3,3071,24,0
2016-04-23,7,3057,24,0
2016-04-24,3,2295,24,0
2016-04-24,7,2340,24,0
2016-04-25,3,3277,24,0
2016-04-25,7,3236,24,0
2016-04-26,3,2818,24,0
2016-04-26,7,2813,24,0
2016-04-27,3,3283,24,0
2016-04-27,7,3347,24,0
2016-04-28,3,3449,24,0
2016-04-28,7,3492,24,0
2016-04-29,3,3384,24,0
2016-04-29,7,3383,24,0
2016-04-30,3,3073,24,0
2016-04-30,7,3140,24,0
2016-05-01,3,2343,24,0
2016-05-01,7,2372,24,0
2016-05-02,3,3349,24,0
2016-05-02,7,3357,24,0
2016-05-03,3,3484,24,0
2016-05-03,7,3440,24,0
2016-05-04,3,3588,24,0
2016-05-04,7,3582,24,0
2016-05-05,3,3474,24,0
2016-05-05,7,3505,24,0
2016-05-06,3,3940,24,0
2016-05-06,7,3739,24,0
2016-05-07,3,3400,24,0
2016-05-07,7,3431,24,0
2016-05-08,3,2470,24,0
2016-05-08,7,2594,24,0
2016-05-09,3,3136,24,0
2016-05-09,7,3126,24,0
2016-05-10,3,3358,24,0
2016-05-10,7,3431,24,0
2016-05-11,3,3322,24,0
2016-05-11,7,3421,24,0
2016-05-12,3,3460,24,0
2016-05-12,7,3467,24,0
2016-05-13,3,3978,24,0
2016-05-13,7,3897,24,0
2016-05-14,3,3158,24,0
2016-05-14,7,3158,24,0
2016-05-15,3,2209,24,0
2016-05-15,7,2228,24,0
2016-05-16,3,3071,24,0
2016-05-16,7,3124,24,0
2016-05-17,3,3070,24,0
2016-05-17,7,3125,24,0
2016-05-18,3,3278,24,0
2016-05-18,7,3220,24,0
2016-05-19,3,3269,24,0
2016-05-19,7,3341,24,0
2016-05-20,3,3796,24,0
2016-05-20,7,3727,24,0
2016-05-21,3,2941,24,0
2016-05-21,7,2946,24,0
2016-05-22,3,2421,24,0
2016-05-22,7,2457,24,0
2016-05-23,3,3206,24,0
2016-05-23,7,3278,24,0
2016-05-24,3,3301,24,0
2016-05-24,7,3367,24,0
2016-05-25,3,3433,24,0
2016-05-25,7,3520,24,0
2016-05-26,3,3409,24,0
2016-05-26,7,3380,24,0
2016-05-27,3,3586,24,0
2016-05-27,7,3452,24,0
2016-05-28,3,2874,24,0
2016-05-28,7,2873,24,0
2016-05-29,3,2284,24,0
2016-05-29,7,2359,24,0
2016-05-30,3,2186,24,0
2016-05-30,7,2399,24,0
2016-05-31,3,3191,24,0
2016-05-31,7,3200,24,0
2016-06-01,3,3306,24,0
2016-06-01,7,3296,24,0
2016-06-02,3,3301,24,0
2016-06-02,7,3296,24,0
2016-06-03,3,3595,24,0
2016-06-03,7,3566,24,0
2016-06-04,3,2944,24,0
2016-06-04,7,2987,24,0
2016-06-05,3,2286,24,0
2016-06-05,7,2421,24,0
2016-06-06,3,3402,24,0
2016-06-06,7,3382,24,0
2016-06-07,3,3367,24,0
2016-06-07,7,3508,24,0
2016-06-08,3,3437,24,0
2016-06-08,7,3562,24,0
2016-06-09,3,3545,24,0
2016-06-09,7,3591,24,0
2016-06-10,3,3798,24,0
2016-06-10,7,3897,24,0
2016-06-11,3,2889,24,0
2016-06-11,7,3097,24,0
2016-06-12,3,2243,24,0
2016-06-12,7,2533,24,0
2016-06-13,3,3283,24,0
2016-06-13,7,3322,24,0
2016-06-14,3,3337,24,0
2016-06-14,7,3401,24,0
2016-06-15,3,3374,24,0
2016-06-15,7,3497,24,0
2016-06-16,3,3539,24,0
2016-06-16,7,3702,24,0
2016-06-17,3,3762,24,0
2016-06-17,7,3845,24,0
2016-06-18,3,2861,24,0
2016-06-18,7,2992,24,0
2016-06-19,3,2382,24,0
2016-06-19,7,2584,24,0
2016-06-20,3,3325,24,0
2016-06-20,7,3500,24,0
2016-06-21,3,3394,24,0
2016-06-21,7,3590,24,0
2016-06-22,3,3403,24,0
2016-06-22,7,3600,24,0
2016-06-23,3,3297,24,0
2016-06-23,7,3449,24,0
2016-06-24,3,3599,24,0
2016-06-24,7,3655,24,0
2016-06-25,3,2713,24,0
2016-06-25,7,2876,24,0
2016-06-26,3,2069,24,0
2016-06-26,7,2290,24,0
2016-06-27,3,3181,24,0
2016-06-27,7,3275,24,0
2016-06-28,3,3318,24,0
2016-06-28,7,3474,24,0
2016-06-29,3,3334,24,0
2016-06-29,7,3454,24,0
2016-06-30,3,3352,24,0
2016-06-30,7,3464,24,0
2016-07-01,3,3654,24,0
2016-07-01,7,3634,24,0
2016-07-02,3,2832,24,0
2016-07-02,7,2781,24,0
2016-07-03,3,2143,24,0
2016-07-03,7,2287,24,0
2016-07-04,3,2290,24,0
2016-07-04,7,2459,24,0
2016-07-05,3,3151,24,0
2016-07-05,7,3376,24,0
2016-07-06,3,3294,24,0
2016-07-06,7,3364,24,0
2016-07-07,3,3303,24,0
2016-07-07,7,3426,24,0
2016-07-08,3,3472,24,0
2016-07-08,7,3413,24,0
2016-07-09,3,2759,24,0
2016-07-09,7,2894,24,0
2016-07-10,3,2112,24,0
2016-07-10,7,2271,24,0
2016-07-11,3,3268,24,0
2016-07-11,7,3525,24,0
2016-07-12,3,3223,24,0
2016-07-12,7,3242,24,0
2016-07-13,3,3253,24,0
2016-07-13,7,3350,24,0
2016-07-14,3,3236,24,0
2016-07-14,7,3241,24,0
2016-07-15,3,3480,24,0
2016-07-15,7,3383,24,0
2016-07-16,3,2588,24,0
2016-07-16,7,2649,24,0
2016-07-17,3,2196,24,0
2016-07-17,7,2329,24,0
2016-07-18,3,3255,24,0
2016-07-18,7,3480,24,0
2016-07-19,3,3318,24,0
2016-07-19,7,3428,24,0
2016-07-20,3,3331,24,0
2016-07-20,7,3514,24,0
2016-07-21,3,3033,24,0
2016-07-21,7,3036,24,0
2016-08-01,3,0,24,0
2016-08-01,7,0,24,0
2016-08-02,3,0,24,0
2016-08-02,7,0,24,0
2016-08-03,3,0,24,0
2016-08-03,7,0,24,0
2016-08-04,3,0,24,0
2016-08-04,7,0,24,0
2016-08-05,3,0,24,0
2016-08-05,7,0,24,0
2016-08-06,3,0,24,0
2016-08-06,7,0,24,0
2016-08-07,3,0,24,0
2016-08-07,7,0,24,0
2016-08-08,3,0,24,0
2016-08-08,7,0,24,0
2016-08-09,3,0,24,0
2016-08-09,7,0,24,0
2016-08-10,3,0,24,0
2016-08-10,7,0,24,0
2016-08-11,3,0,24,0
2016-08-11,7,0,24,0
2016-08-12,3,0,24,0
2016-08-12,7,0,24,0
2016-08-13,3,0,24,0
2016-08-13,7,0,24,0
2016-08-14,3,0,24,0
2016-08-14,7,0,24,0
2016-08-15,3,0,24,0
2016-08-15,7,0,24,0
2016-08-16,3,0,24,0
2016-08-16,7,0,24,0
2016-08-17,3,0,24,0
2016-08-17,7,0,24,0
2016-08-18,3,0,24,0
2016-08-18,7,0,24,0
2016-08-19,3,0,24,0
2016-08-19,7,0,24,0
2016-08-20,3,0,24,0
2016-08-20,7,0,24,0
2016-08-21,3,0,24,0
2016-08-21,7,0,24,0
2016-08-22,3,0,24,0
2016-08-22,7,0,24,0
2016-08-23,3,0,24,0
2016-08-23,7,0,24,0
2016-08-24,3,0,24,0
2016-08-24,7,0,24,0
2016-08-25,3,20,24,0
2016-08-25,7,0,24,0
2016-08-26,3,23,24,0
2016-08-26,7,0,24,0
2016-12-22,3,3314,24,0
2016-12-22,7,3261,24,0
2016-12-23,3,3152,24,0
2016-12-23,7,3080,24,0
2016-12-24,3,2430,24,0
2016-12-24,7,2361,24,0
2016-12-25,3,2051,24,0
2016-12-25,7,2050,24,0
2016-12-26,3,2180,24,0
2016-12-26,7,2274,24,0
2016-12-27,3,2902,24,0
2016-12-27,7,2927,24,0
2016-12-28,3,3009,24,0
2016-12-28,7,3057,24,0
2016-12-29,3,3002,24,0
2016-12-29,7,2990,24,0
2016-12-30,3,3217,24,0
2016-12-30,7,3294,24,0
2016-12-31,3,2368,24,0
2016-12-31,7,2346,24,0
2017-01-01,3,1940,24,0
2017-01-01,7,1975,24,0
2017-01-02,3,2263,24,0
2017-01-02,7,2218,24,0
2017-01-03,3,3057,24,0
2017-01-03,7,3114,24,0
2017-01-04,3,3047,24,0
2017-01-04,7,3090,24,0
2017-01-05,3,3040,24,0
2017-01-05,7,3047,24,0
2017-01-06,3,1988,24,0
2017-01-06,7,1981,24,0
2017-01-07,3,2091,24,0
2017-01-07,7,2225,24,0
2017-01-08,3,1841,24,0
2017-01-08,7,1770,24,0
2017-01-09,3,3186,24,0
2017-01-09,7,3205,24,0
2017-01-10,3,3300,24,0
2017-01-10,7,3344,24,0
2017-01-16,3,2702,24,0
2017-01-16,7,2778,24,0
2017-01-17,3,3192,24,0
2017-01-17,7,3209,24,0
2017-01-18,3,3199,24,0
2017-01-18,7,3160,24,0
2017-01-19,3,3314,24,0
2017-01-19,7,3299,24,0
2017-01-20,3,3486,24,0
2017-01-20,7,3468,24,0
2017-01-21,3,2792,24,0
2017-01-21,7,2790,24,0
2017-01-22,3,2014,24,0
2017-01-22,7,1960,24,0
2017-01-23,3,3047,24,0
2017-01-23,7,3032,24,0
2017-01-24,3,3113,24,0
2017-01-24,7,3101,24,0
2017-01-25,3,3217,24,0
2017-01-25,7,3180,24,0
2017-01-26,3,3204,24,0
2017-01-26,7,3211,24,0
2017-01-27,3,3570,24,0
2017-01-27,7,3495,24,0
2017-01-28,3,2737,24,0
2017-01-28,7,2728,24,0
2017-01-29,3,2050,24,0
2017-01-29,7,2082,24,0
2017-01-30,3,3224,24,0
2017-01-30,7,3323,24,0
2017-01-31,3,3186,24,0
2017-01-31,7,3242,24,0
2017-02-01,3,3229,24,0
2017-02-01,7,3303,24,0
2017-02-02,3,3379,24,0
2017-02-02,7,3344,24,0
2017-02-03,3,3678,24,0
2017-02-03,7,3657,24,0
2017-02-04,3,2886,24,0
2017-02-04,7,2908,24,0
2017-02-05,3,2057,24,0
2017-02-05,7,2063,24,0
2017-02-06,3,2994,24,0
2017-02-06,7,3053,24,0
2017-02-07,3,3272,24,0
2017-02-07,7,3277,24,0
2017-02-08,3,3169,24,0
2017-02-08,7,3150,24,0
2017-02-09,3,3285,24,0
2017-02-09,7,3359,24,0
2017-02-10,3,3631,24,0
2017-02-10,7,3618,24,0
2017-02-11,3,2926,24,0
2017-02-11,7,2871,24,0
2017-02-12,3,2049,24,0
2017-02-12,7,2063,24,0
2017-02-13,3,3036,24,0
2017-02-13,7,3061,24,0
2017-02-14,3,3069,24,0
2017-02-14,7,3079,24,0
2017-02-15,3,3203,24,0
2017-02-15,7,3189,24,0
2017-02-16,3,3315,24,0
2017-02-16,7,3214,24,0
2017-02-17,3,3567,24,0
2017-02-17,7,3513,24,0
2017-02-18,3,2918,24,0
2017-02-18,7,2936,24,0
2017-02-19,3,2171,24,0
2017-02-19,7,2172,24,0
2017-02-20,3,2899,24,0
2017-02-20,7,2936,24,0
2017-02-21,3,3287,24,0
2017-02-21,7,3236,24,0
2017-02-22,3,3492,24,0
2017-02-22,7,3456,24,0
2017-02-23,3,3734,24,0
2017-02-23,7,3756,24,0
2017-02-24,3,3936,24,0
2017-02-24,7,3893,24,0
2017-02-25,3,2935,24,0
2017-02-25,7,2918,24,0
2017-02-26,3,2175,24,0
2017-02-26,7,2122,24,0
2017-02-27,3,3318,24,0
2017-02-27,7,3334,24,0
2017-02-28,3,3422,24,0
2017-02-28,7,3413,24,0
2017-03-01,3,3500,24,0
2017-03-01,7,3417,24,0
2017-03-02,3,3733,24,0
2017-03-02,7,3721,24,0
2017-03-03,3,3985,24,0
2017-03-03,7,3895,24,0
2017-03-04,3,3054,24,0
2017-03-04,7,3084,24,0
2017-03-05,3,2245,24,0
2017-03-05,7,2248,24,0
2017-03-06,3,3356,24,0
2017-03-06,7,3312,24,0
2017-03-07,3,3393,24,0
2017-03-07,7,3372,24,0
2017-03-08,3,3491,24,0
2017-03-08,7,3527,24,0
2017-03-09,3,3577,24,0
2017-03-09,7,3584,24,0
2017-03-10,3,3695,24,0
2017-03-10,7,3617,24,0
2017-03-11,3,2419,24,0
2017-03-11,7,2425,24,0
2017-03-13,3,3038,24,0
2017-03-13,7,3041,24,0
2017-03-14,3,3218,24,0
2017-03-14,7,3197,24,0
2017-03-15,3,3267,24,0
2017-03-15,7,3263,24,0
2017-03-16,3,3289,24,0
2017-03-16,7,3280,24,0
2017-03-17,3,3523,24,0
2017-03-17,7,3587,24,0
2017-03-18,3,2988,24,0
2017-03-18,7,2932,24,0
2017-03-19,3,2398,24,0
2017-03-19,7,2515,24,0
2017-03-20,3,3360,24,0
2017-03-20,7,3319,24,0
2017-03-21,3,3417,24,0
2017-03-21,7,3354,24,0
2017-03-22,3,3463,24,0
2017-03-22,7,3475,24,0
2017-03-23,3,3412,24,0
2017-03-23,7,3375,24,0
2017-03-24,3,3700,24,0
2017-03-24,7,3642,24,0
2017-03-25,3,2842,24,0
2017-03-25,7,2872,24,0
2017-03-26,3,2060,24,0
2017-03-26,7,2088,24,0
2017-03-27,3,3358,24,0
2017-03-27,7,3347,24,0
2017-03-28,3,3419,24,0
2017-03-28,7,3375,24,0
2017-03-29,3,3199,24,0
2017-03-29,7,3203,24,0
2017-03-30,3,3360,24,0
2017-03-30,7,3363,24,0
2017-03-31,3,3752,24,0
2017-03-31,7,3711,24,0
2017-04-01,3,2977,24,0
2017-04-01,7,2893,24,0
2017-04-02,3,2129,24,0
2017-04-02,7,2245,24,0
2017-04-03,3,3237,24,0
2017-04-03,7,3271,24,0
2017-04-04,3,3186,24,0
2017-04-04,7,3213,24,0
2017-04-05,3,3253,24,0
2017-04-05,7,3280,24,0
2017-04-06,3,3553,24,0
2017-04-06,7,3509,24,0
2017-04-07,3,3942,24,0
2017-04-07,7,3961,24,0
2017-04-08,3,3034,24,0
2017-04-08,7,3111,24,0
2017-04-09,3,2376,24,0
2017-04-09,7,2329,24,0
2017-04-10,3,3433,24,0
2017-04-10,7,3429,24,0
2017-04-11,3,3474,24,0
2017-04-11,7,3459,24,0
2017-04-12,3,3489,24,0
2017-04-12,7,3411,24,0
2017-04-13,3,3529,24,0
2017-04-13,7,3585,24,0
2017-04-14,3,3834,24,0
2017-04-14,7,3663,24,0
2017-04-15,3,2988,24,0
2017-04-15,7,2906,24,0
2017-04-16,3,2379,24,0
2017-04-16,7,2593,24,0
2017-04-17,3,3201,24,0
2017-04-17,7,3224,24,0
2017-04-18,3,3420,24,0
2017-04-18,7,3333,24,0
2017-04-19,3,3571,24,0
2017-04-19,7,3525,24,0
2017-04-20,3,3402,24,0
2017-04-20,7,3386,24,0
2017-04-21,3,3032,24,0
2017-04-21,7,3082,24,0
2017-04-22,3,2756,24,0
2017-04-22,7,2728,24,0
2017-04-23,3,2471,24,0
2017-04-23,7,2414,24,0
2017-04-24,3,3449,24,0
2017-04-24,7,3425,24,0
2017-04-25,3,3513,24,0
2017-04-25,7,3494,24,0
2017-04-26,3,3408,24,0
2017-04-26,7,3450,24,0
2017-04-27,3,3560,24,0
2017-04-27,7,3580,24,0
2017-04-28,3,3989,24,0
2017-04-28,7,3962,24,0
2017-04-29,3,2306,24,0
2017-04-29,7,2320,24,0
2017-04-30,3,2221,24,0
2017-04-30,7,2178,24,0
2017-05-01,3,3513,24,0
2017-05-01,7,3485,24,0
2017-05-02,3,3366,24,0
2017-05-02,7,3390,24,0
2017-05-03,3,3473,24,0
2017-05-03,7,3403,24,0
2017-05-04,3,3623,24,0
2017-05-04,7,3540,24,0
2017-05-05,3,4100,24,0
2017-05-05,7,3915,24,0
2017-05-06,3,3254,24,0
2017-05-06,7,3335,24,0
2017-05-07,3,2526,24,0
2017-05-07,7,2589,24,0
2017-05-08,3,3467,24,0
2017-05-08,7,3433,24,0
2017-05-09,3,3539,24,0
2017-05-09,7,3397,24,0
2017-05-10,3,3418,24,0
2017-05-10,7,3445,24,0
2017-05-11,3,3471,24,0
2017-05-11,7,3368,24,0
2017-05-12,3,4162,24,0
2017-05-12,7,4054,24,0
2017-05-13,3,3705,24,0
2017-05-13,7,3789,24,0
2017-05-14,3,2653,24,0
2017-05-14,7,2679,24,0
2017-05-15,3,3570,24,0
2017-05-15,7,3466,24,0
2017-05-16,3,3622,24,0
2017-05-16,7,3551,24,0
2017-05-17,3,3550,24,0
2017-05-17,7,3521,24,0
2017-05-18,3,3338,24,0
2017-05-18,7,3204,24,0
2017-05-19,3,3520,24,0
2017-05-19,7,3427,24,0
2017-05-20,3,2848,24,0
2017-05-20,7,2894,24,0
2017-05-21,3,2517,24,0
2017-05-21,7,2507,24,0
2017-05-22,3,3339,24,0
2017-05-22,7,3341,24,0
2017-05-23,3,3365,24,0
2017-05-23,7,3357,24,0
2017-05-24,3,3530,24,0
2017-05-24,7,3498,24,0
2017-05-25,3,3693,24,0
2017-05-25,7,3603,24,0
2017-05-26,3,3982,24,0
2017-05-26,7,3739,24,0
2017-05-27,3,2814,24,0
2017-05-27,7,2651,24,0
2017-05-28,3,2427,24,0
2017-05-28,7,2372,24,0
2017-05-29,3,2459,24,0
2017-05-29,7,2490,24,0
2017-05-30,3,3607,24,0
2017-05-30,7,3626,24,0
2017-05-31,3,3671,24,0
2017-05-31,7,3550,24,0
2017-06-01,3,3779,24,0
2017-06-01,7,3641,24,0
2017-06-02,3,3785,24,0
2017-06-02,7,3735,24,0
2017-06-03,3,2974,24,0
2017-06-03,7,2922,24,0
2017-06-04,3,2215,24,0
2017-06-04,7,2380,24,0
2017-06-05,3,3401,24,0
2017-06-05,7,3346,24,0
2017-06-06,3,3746,24,0
2017-06-06,7,3566,24,0
2017-06-07,3,3776,24,0
2017-06-07,7,3541,24,0
2017-06-08,3,3742,24,0
2017-06-08,7,3647,24,0
2017-06-09,3,4061,24,0
2017-06-09,7,3910,24,0
2017-06-10,3,2976,24,0
2017-06-10,7,2956,24,0
2017-06-11,3,2281,24,0
2017-06-11,7,2433,24,0
2017-06-12,3,3638,24,0
2017-06-12,7,3494,24,0
2017-06-13,3,3678,24,0
2017-06-13,7,3474,24,0
2017-06-14,3,3550,24,0
2017-06-14,7,3410,24,0
2017-06-15,3,3748,24,0
2017-06-15,7,3596,24,0
2017-06-16,3,4046,24,0
2017-06-16,7,3869,24,0
2017-06-17,3,3095,24,0
2017-06-17,7,3060,24,0
2017-06-18,3,2537,24,0
2017-06-18,7,2634,24,0
2017-06-19,3,3563,24,0
2017-06-19,7,3406,24,0
2017-06-20,3,3644,24,0
2017-06-20,7,3470,24,0
2017-06-21,3,3701,24,0
2017-06-21,7,3567,24,0
2017-06-22,3,3865,24,0
2017-06-22,7,3707,24,0
2017-06-23,3,3984,24,0
2017-06-23,7,3743,24,0
2017-06-24,3,2944,24,0
2017-06-24,7,2836,24,0
2017-06-25,3,2374,24,0
2017-06-25,7,2526,24,0
2017-06-26,3,3604,24,0
2017-06-26,7,3509,24,0
2017-06-27,3,3535,24,0
2017-06-27,7,3483,24,0
2017-06-28,3,3652,24,0
2017-06-28,7,3483,24,0
2017-06-29,3,3795,24,0
2017-06-29,7,3639,24,0
2017-06-30,3,3976,24,0
2017-06-30,7,3735,24,0
2017-07-01,3,3303,24,0
2017-07-01,7,3136,24,0
2017-07-02,3,2398,24,0
2017-07-02,7,2391,24,0
2017-07-03,3,3157,24,0
2017-07-03,7,3154,24,0
2017-07-04,3,2578,24,0
2017-07-04,7,2578,24,0
2017-07-05,3,3639,24,0
2017-07-05,7,3534,24,0
2017-07-06,3,3830,24,0
2017-07-06,7,3676,24,0
2017-07-07,3,4085,24,0
2017-07-07,7,3876,24,0
2017-07-08,3,3037,24,0
2017-07-08,7,2912,24,0
2017-07-09,3,2429,24,0
2017-07-09,7,2371,24,0
2017-07-10,3,3611,24,0
2017-07-10,7,3473,24,0
2017-07-11,3,3578,24,0
2017-07-11,7,3457,24,0
2017-07-12,3,3601,24,0
2017-07-12,7,3533,24,0
2017-07-13,3,3760,24,0
2017-07-13,7,3686,24,0
2017-07-14,3,4003,24,0
2017-07-14,7,3778,24,0
2017-07-15,3,3116,24,0
2017-07-15,7,2995,24,0
2017-07-16,3,2406,24,0
2017-07-16,7,2423,24,0
2017-07-17,3,3582,24,0
2017-07-17,7,3517,24,0
2017-07-18,3,3623,24,0
2017-07-18,7,3465,24,0
2017-07-19,3,3518,24,0
2017-07-19,7,3482,24,0
2017-07-20,3,3715,24,0
2017-07-20,7,3566,24,0
2017-07-21,3,3923,24,0
2017-07-21,7,3738,24,0
2017-07-22,3,3001,24,0
2017-07-22,7,2905,24,0
2017-07-23,3,2257,24,0
2017-07-23,7,2330,24,0
2017-07-24,3,3556,24,0
2017-07-24,7,3457,24,0
2017-07-25,3,3588,24,0
2017-07-25,7,3490,24,0
2017-07-26,3,3549,24,0
2017-07-26,7,3558,24,0
2017-07-27,3,3671,24,0
2017-07-27,7,3573,24,0
2017-07-28,3,3834,24,0
2017-07-28,7,3701,24,0
2017-07-29,3,3113,24,0
2017-07-29,7,3004,24,0
2017-07-30,3,2351,24,0
2017-07-30,7,2462,24,0
2017-07-31,3,3380,24,0
2017-07-31,7,3387,24,0
2017-08-01,3,3385,24,0
2017-08-01,7,3377,24,0
2017-08-02,3,3714,24,0
2017-08-02,7,3536,24,0
2017-08-03,3,3688,24,0
2017-08-03,7,3649,24,0
2017-08-04,3,3894,24,0
2017-08-04,7,3734,24,0
2017-08-05,3,3020,24,0
2017-08-05,7,3012,24,0
2017-08-06,3,2290,24,0
2017-08-06,7,2362,24,0
2017-08-07,3,3402,24,0
2017-08-07,7,3404,24,0
2017-08-08,3,3598,24,0
2017-08-08,7,3557,24,0
2017-08-09,3,3709,24,0
2017-08-09,7,3666,24,0
2017-08-10,3,3789,24,0
2017-08-10,7,3708,24,0
2017-08-11,3,3940,24,0
2017-08-11,7,3829,24,0
2017-08-12,3,2773,24,0
2017-08-12,7,2764,24,0
2017-08-13,3,2285,24,0
2017-08-13,7,2388,24,0
2017-08-14,3,3425,24,0
2017-08-14,7,3380,24,0
2017-08-15,3,3410,24,0
2017-08-15,7,3379,24,0
2017-08-16,3,3767,24,0
2017-08-16,7,3664,24,0
2017-08-17,3,3800,24,0
2017-08-17,7,3707,24,0
2017-08-18,3,4237,24,0
2017-08-18,7,4109,24,0
2017-08-19,3,3159,24,0
2017-08-19,7,3099,24,0
2017-08-20,3,2502,24,0
2017-08-20,7,2546,24,0
2017-08-21,3,3588,24,0
2017-08-21,7,3460,24,0
2017-08-22,3,3601,24,0
2017-08-22,7,3527,24,0
2017-08-23,3,3808,24,0
2017-08-23,7,3626,24,0
2017-08-24,3,3820,24,0
2017-08-24,7,3737,24,0
2017-08-25,3,4251,24,0
2017-08-25,7,4148,24,0
2017-08-26,3,3105,24,0
2017-08-26,7,3120,24,0
2017-08-27,3,2453,24,0
2017-08-27,7,2445,24,0
2017-08-28,3,3634,24,0
2017-08-28,7,3603,24,0
2017-08-29,3,3726,24,0
2017-08-29,7,3590,24,0
2017-08-30,3,3617,24,0
2017-08-30,7,3497,24,0
2017-08-31,3,3807,24,0
2017-08-31,7,3754,24,0
2017-09-01,3,4285,24,0
2017-09-01,7,3924,24,0
2017-09-02,3,2926,24,0
2017-09-02,7,2834,24,0
2017-09-03,3,2313,24,0
2017-09-03,7,2307,24,0
2017-09-04,3,2312,24,0
2017-09-04,7,2485,24,0
2017-09-05,3,3652,24,0
2017-09-05,7,3710,24,0
2017-09-06,3,3498,24,0
2017-09-06,7,3499,24,0
2017-09-07,3,3699,24,0
2017-09-07,7,3570,24,0
2017-09-08,3,4106,24,0
2017-09-08,7,3929,24,0
2017-09-09,3,3155,24,0
2017-09-09,7,3074,24,0
2017-09-10,3,2438,24,0
2017-09-10,7,2443,24,0
2017-09-11,3,3505,24,0
2017-09-11,7,3540,24,0
2017-09-12,3,3517,24,0
2017-09-12,7,3446,24,0
2017-09-13,3,3614,24,0
2017-09-13,7,3601,24,0
2017-09-14,3,3860,24,0
2017-09-14,7,3761,24,0
2017-09-15,3,4154,24,0
2017-09-15,7,4073,24,0
2017-09-16,3,2983,24,0
2017-09-16,7,2938,24,0
2017-09-17,3,2223,24,0
2017-09-17,7,2290,24,0
2017-09-18,3,3455,24,0
2017-09-18,7,3480,24,0
2017-09-19,3,3746,24,0
2017-09-19,7,3667,24,0
2017-09-20,3,3711,24,0
2017-09-20,7,3556,24,0
2017-09-21,3,3708,24,0
2017-09-21,7,3539,24,0
2017-09-22,3,4072,24,0
2017-09-22,7,3948,24,0
2017-09-23,3,3432,24,0
2017-09-23,7,3477,24,0
2017-09-24,3,2549,24,0
2017-09-24,7,2533,24,0
2017-09-25,3,3454,24,0
2017-09-25,7,3496,24,0
2017-09-26,3,3203,24,0
2017-09-26,7,3198,24,0
2017-09-27,3,3271,24,0
2017-09-27,7,3241,24,0
2017-09-28,3,3453,24,0
2017-09-28,7,3492,24,0
2017-09-29,3,3999,24,0
2017-09-29,7,3975,24,0
2017-09-30,3,3307,24,0
2017-09-30,7,3334,24,0
2017-10-01,3,2365,24,0
2017-10-01,7,2475,24,0
2017-10-02,3,3556,24,0
2017-10-02,7,3526,24,0
2017-10-03,3,3645,24,0
2017-10-03,7,3684,24,0
2017-10-04,3,3175,24,0
2017-10-04,7,3216,24,0
2017-10-05,3,3555,24,0
2017-10-05,7,3559,24,0
2017-10-06,3,4073,24,0
2017-10-06,7,3945,24,0
2017-10-07,3,3037,24,0
2017-10-07,7,3053,24,0
2017-10-08,3,2495,24,0
2017-10-08,7,2520,24,0
2017-10-09,3,3360,24,0
2017-10-09,7,3437,24,0
2017-10-10,3,3433,24,0
2017-10-10,7,3523,24,0
2017-10-11,3,3556,24,0
2017-10-11,7,3555,24,0
2017-10-12,3,3644,24,0
2017-10-12,7,3665,24,0
2017-10-13,3,4108,24,0
2017-10-13,7,4083,24,0
2017-10-14,3,3570,24,0
