date,direction,day_total_veh,hours_present,hours_missing
2017-10-14,7,3525,24,0
2017-11-01,3,3496,24,0
2017-11-01,7,3515,24,0
2017-11-02,3,3547,24,0
2017-11-02,7,3591,24,0
2017-11-03,3,3853,24,0
2017-11-03,7,3816,24,0
2017-11-04,3,3194,24,0
2017-11-04,7,3197,24,0
2017-11-05,3,2504,24,0
2017-11-05,7,2431,24,0
2017-11-06,3,3367,24,0
2017-11-06,7,3408,24,0
2017-11-07,3,3467,24,0
2017-11-07,7,3451,24,0
2017-11-08,3,3404,24,0
2017-11-08,7,3497,24,0
2017-11-09,3,3553,24,0
2017-11-09,7,3544,24,0
2017-11-10,3,3723,24,0
2017-11-10,7,3654,24,0
2017-11-11,3,3108,24,0
2017-11-11,7,3107,24,0
2017-11-12,3,2194,24,0
2017-11-12,7,2277,24,0
2017-11-13,3,3427,24,0
2017-11-13,7,3446,24,0
2017-11-14,3,3383,24,0
2017-11-14,7,3306,24,0
2017-11-15,3,3531,24,0
2017-11-15,7,3505,24,0
2017-11-16,3,3616,24,0
2017-11-16,7,3655,24,0
2017-11-17,3,4017,24,0
2017-11-17,7,3827,24,0
2017-11-18,3,3055,24,0
2017-11-18,7,3074,24,0
2017-11-19,3,2285,24,0
2017-11-19,7,2344,24,0
2017-11-20,3,3321,24,0
2017-11-20,7,3356,24,0
2017-11-21,3,3637,24,0
2017-11-21,7,3510,24,0
2017-11-22,3,3616,24,0
2017-11-22,7,3484,24,0
2017-11-23,3,2673,24,0
2017-11-23,7,2623,24,0
2017-11-24,3,2650,24,0
2017-11-24,7,2786,24,0
2017-11-25,3,2646,24,0
2017-11-25,7,2738,24,0
2017-11-26,3,2239,24,0
2017-11-26,7,2377,24,0
2017-11-27,3,3414,24,0
2017-11-27,7,3456,24,0
2017-11-28,3,3353,24,0
2017-11-28,7,3471,24,0
2017-11-29,3,3367,24,0
2017-11-29,7,3375,24,0
2017-11-30,3,3500,24,0
2017-11-30,7,3432,24,0
2017-12-01,3,4160,24,0
2017-12-01,7,4102,24,0
2017-12-02,3,2812,24,0
2017-12-02,7,2804,24,0
2017-12-03,3,2239,24,0
2017-12-03,7,2336,24,0
2017-12-04,3,3376,24,0
2017-12-04,7,3425,24,0
2017-12-05,3,3500,24,0
2017-12-05,7,3424,24,0
2017-12-06,3,3441,24,0
2017-12-06,7,3504,24,0
2017-12-07,3,3476,24,0
2017-12-07,7,3426,24,0
2017-12-08,3,3786,24,0
2017-12-08,7,3696,24,0
2017-12-09,3,2936,24,0
2017-12-09,7,2995,24,0
2017-12-10,3,2201,24,0
2017-12-10,7,2228,24,0
2017-12-11,3,3328,24,0
2017-12-11,7,3334,24,0
2017-12-12,3,3527,24,0
2017-12-12,7,3481,24,0
2017-12-13,3,3571,24,0
2017-12-13,7,3451,24,0
2017-12-14,3,3434,24,0
2017-12-14,7,3491,24,0
2017-12-15,3,3744,24,0
2017-12-15,7,3728,24,0
2017-12-16,3,3037,24,0
2017-12-16,7,3063,24,0
2017-12-17,3,2212,24,0
2017-12-17,7,2246,24,0
2017-12-18,3,3339,24,0
2017-12-18,7,3405,24,0
2017-12-19,3,3389,24,0
2017-12-19,7,3345,24,0
2017-12-20,3,3550,24,0
2017-12-20,7,3464,24,0
2017-12-21,3,3394,24,0
2017-12-21,7,3448,24,0
2017-12-22,3,3164,24,0
2017-12-22,7,3082,24,0
2017-12-23,3,2436,24,0
2017-12-23,7,2397,24,0
2017-12-24,3,2279,24,0
2017-12-24,7,2252,24,0
2017-12-25,3,1917,24,0
2017-12-25,7,2035,24,0
2017-12-26,3,2542,24,0
2017-12-26,7,2669,24,0
2017-12-27,3,2749,24,0
2017-12-27,7,2844,24,0
2017-12-28,3,2967,24,0
2017-12-28,7,2971,24,0
2017-12-29,3,3233,24,0
2017-12-29,7,3293,24,0
2017-12-30,3,2076,24,0
2017-12-30,7,2082,24,0
2017-12-31,3,1725,24,0
2017-12-31,7,1709,24,0
2018-01-01,3,1569,24,0
2018-01-01,7,1575,24,0
2018-01-02,3,2833,24,0
2018-01-02,7,2939,24,0
2018-01-03,3,3242,24,0
2018-01-03,7,3192,24,0
2018-01-04,3,3238,24,0
2018-01-04,7,3188,24,0
2018-01-05,3,3744,24,0
2018-01-05,7,3705,24,0
2018-01-06,3,2911,24,0
2018-01-06,7,2936,24,0
2018-01-07,3,1786,24,0
2018-01-07,7,1833,24,0
2018-01-08,3,3282,24,0
2018-01-08,7,3219,24,0
2018-01-09,3,3284,24,0
2018-01-09,7,3324,24,0
2018-01-10,3,3402,24,0
2018-01-10,7,3312,24,0
2018-01-11,3,3048,24,0
2018-01-11,7,3117,24,0
2018-01-12,3,3512,24,0
2018-01-12,7,3435,24,0
2018-01-13,3,2407,24,0
2018-01-13,7,2390,24,0
2018-01-14,3,2012,24,0
2018-01-14,7,2064,24,0
2018-01-15,3,2810,24,0
2018-01-15,7,2856,24,0
2018-01-16,3,3054,24,0
2018-01-16,7,3021,24,0
2018-01-17,3,3209,24,0
2018-01-17,7,3178,24,0
2018-01-18,3,3305,24,0
2018-01-18,7,3288,24,0
2018-01-19,3,3661,24,0
2018-01-19,7,3630,24,0
2018-01-20,3,2867,24,0
2018-01-20,7,2907,24,0
2018-01-21,3,2059,24,0
2018-01-21,7,2140,24,0
2018-01-22,3,3105,24,0
2018-01-22,7,3072,24,0
2018-01-23,3,3190,24,0
2018-01-23,7,3131,24,0
2018-01-24,3,3241,24,0
2018-01-24,7,3273,24,0
2018-01-25,3,3358,24,0
2018-01-25,7,3391,24,0
2018-01-26,3,3623,24,0
2018-01-26,7,3564,24,0
2018-01-27,3,2718,24,0
2018-01-27,7,2679,24,0
2018-01-28,3,2026,24,0
2018-01-28,7,2093,24,0
2018-01-29,3,3136,24,0
2018-01-29,7,3083,24,0
2018-01-30,3,3187,24,0
2018-01-30,7,3176,24,0
2018-01-31,3,3347,24,0
2018-01-31,7,3317,24,0
2018-02-01,3,3440,24,0
2018-02-01,7,3398,24,0
2018-02-02,3,3775,24,0
2018-02-02,7,3740,24,0
2018-02-03,3,2819,24,0
2018-02-03,7,2880,24,0
2018-02-04,3,1997,24,0
2018-02-04,7,2067,24,0
2018-02-05,3,3129,24,0
2018-02-05,7,3156,24,0
2018-02-06,3,2983,24,0
2018-02-06,7,3022,24,0
2018-02-07,3,3219,24,0
2018-02-07,7,3148,24,0
2018-02-08,3,3307,24,0
2018-02-08,7,3261,24,0
2018-02-09,3,3622,24,0
2018-02-09,7,3514,24,0
2018-02-10,3,2052,24,0
2018-02-10,7,2044,24,0
2018-02-11,3,1885,24,0
2018-02-11,7,1886,24,0
2018-02-12,3,3103,24,0
2018-02-12,7,3100,24,0
2018-02-13,3,3220,24,0
2018-02-13,7,3231,24,0
2018-02-14,3,3518,24,0
2018-02-14,7,3489,24,0
2018-02-15,3,3556,24,0
2018-02-15,7,3530,24,0
2018-02-16,3,3765,24,0
2018-02-16,7,3765,24,0
2018-02-17,3,2938,24,0
2018-02-17,7,2937,24,0
2018-02-18,3,2112,24,0
2018-02-18,7,2130,24,0
2018-02-19,3,3055,24,0
2018-02-19,7,3070,24,0
2018-02-20,3,2622,24,0
2018-02-20,7,2595,24,0
2018-02-21,3,2067,24,0
2018-02-21,7,2056,24,0
2018-02-22,3,1890,24,0
2018-02-22,7,1923,24,0
2018-02-23,3,3693,24,0
2018-02-23,7,3678,24,0
2018-02-24,3,2666,24,0
2018-02-24,7,2639,24,0
2018-02-25,3,2163,24,0
2018-02-25,7,2265,24,0
2018-02-26,3,3540,24,0
2018-02-26,7,3568,24,0
2018-02-27,3,3337,24,0
2018-02-27,7,3269,24,0
2018-02-28,3,3481,24,0
2018-02-28,7,3393,24,0
2018-03-01,3,3532,24,0
2018-03-01,7,3579,24,0
2018-03-02,3,3909,24,0
2018-03-02,7,3812,24,0
2018-03-03,3,3016,24,0
2018-03-03,7,3056,24,0
2018-03-04,3,2228,24,0
2018-03-04,7,2243,24,0
2018-03-05,3,3482,24,0
2018-03-05,7,3448,24,0
2018-03-06,3,3478,24,0
2018-03-06,7,3478,24,0
2018-03-07,3,3475,24,0
2018-03-07,7,3466,24,0
2018-03-08,3,3499,24,0
2018-03-08,7,3498,24,0
2018-03-09,3,3888,24,0
2018-03-09,7,3806,24,0
2018-03-10,3,3018,24,0
2018-03-10,7,3014,24,0
2018-03-12,3,3445,24,0
2018-03-12,7,3473,24,0
2018-03-13,3,3432,24,0
2018-03-13,7,3431,24,0
2018-03-14,3,3577,24,0
2018-03-14,7,3567,24,0
2018-03-15,3,3744,24,0
2018-03-15,7,3675,24,0
2018-03-16,3,4016,24,0
2018-03-16,7,3841,24,0
2018-03-17,3,2859,24,0
2018-03-17,7,2879,24,0
2018-03-18,3,2183,24,0
2018-03-18,7,2209,24,0
2018-03-19,3,3249,24,0
2018-03-19,7,3230,24,0
2018-03-20,3,3430,24,0
2018-03-20,7,3462,24,0
2018-03-21,3,3404,24,0
2018-03-21,7,3449,24,0
2018-03-22,3,3470,24,0
2018-03-22,7,3454,24,0
2018-03-23,3,3589,24,0
2018-03-23,7,3592,24,0
2018-03-24,3,3068,24,0
2018-03-24,7,2996,24,0
2018-03-25,3,2204,24,0
2018-03-25,7,2344,24,0
2018-03-26,3,3240,24,0
2018-03-26,7,3322,24,0
2018-03-27,3,3125,24,0
2018-03-27,7,3104,24,0
2018-03-28,3,3418,24,0
2018-03-28,7,3405,24,0
2018-03-29,3,3528,24,0
2018-03-29,7,3496,24,0
2018-03-30,3,3829,24,0
2018-03-30,7,3743,24,0
2018-03-31,3,2995,24,0
2018-03-31,7,3017,24,0
2018-04-01,3,2171,24,0
2018-04-01,7,2350,24,0
2018-04-02,3,3244,24,0
2018-04-02,7,3405,24,0
2018-04-03,3,3452,24,0
2018-04-03,7,3480,24,0
2018-04-04,3,3541,24,0
2018-04-04,7,3535,24,0
2018-04-05,3,3780,24,0
2018-04-05,7,3809,24,0
2018-04-06,3,3641,24,0
2018-04-06,7,3636,24,0
2018-04-07,3,2515,24,0
2018-04-07,7,2555,24,0
2018-04-08,3,2155,24,0
2018-04-08,7,2300,24,0
2018-04-09,3,3370,24,0
2018-04-09,7,3397,24,0
2018-04-10,3,3536,24,0
2018-04-10,7,3569,24,0
2018-04-11,3,3569,24,0
2018-04-11,7,3540,24,0
2018-04-12,3,3672,24,0
2018-04-12,7,3620,24,0
2018-04-13,3,3867,24,0
2018-04-13,7,3804,24,0
2018-04-14,3,2841,24,0
2018-04-14,7,2861,24,0
2018-04-15,3,2214,24,0
2018-04-15,7,2323,24,0
2018-04-16,3,3431,24,0
2018-04-16,7,3458,24,0
2018-04-17,3,3524,24,0
2018-04-17,7,3591,24,0
2018-04-18,3,3554,24,0
2018-04-18,7,3536,24,0
2018-04-19,3,3658,24,0
2018-04-19,7,3537,24,0
2018-04-20,3,3958,24,0
2018-04-20,7,3960,24,0
2018-04-21,3,2534,24,0
2018-04-21,7,2518,24,0
2018-04-22,3,2258,24,0
2018-04-22,7,2183,24,0
2018-04-23,3,3376,24,0
2018-04-23,7,3406,24,0
2018-04-24,3,3645,24,0
2018-04-24,7,3567,24,0
2018-04-25,3,3221,24,0
2018-04-25,7,3223,24,0
2018-04-26,3,3701,24,0
2018-04-26,7,3648,24,0
2018-04-27,3,3861,24,0
2018-04-27,7,3733,24,0
2018-04-28,3,3289,24,0
2018-04-28,7,3293,24,0
2018-04-29,3,2612,24,0
2018-04-29,7,2616,24,0
2018-04-30,3,3472,24,0
2018-04-30,7,3429,24,0
2018-05-01,3,3640,24,0
2018-05-01,7,3575,24,0
2018-05-02,3,3467,24,0
2018-05-02,7,3442,24,0
2018-05-03,3,3457,24,0
2018-05-03,7,3483,24,0
2018-05-04,3,4133,24,0
2018-05-04,7,3957,24,0
2018-05-05,3,3207,24,0
2018-05-05,7,3227,24,0
2018-05-06,3,2601,24,0
2018-05-06,7,2692,24,0
2018-05-07,3,3614,24,0
2018-05-07,7,3597,24,0
2018-05-08,3,3737,24,0
2018-05-08,7,3656,24,0
2018-05-09,3,3697,24,0
2018-05-09,7,3728,24,0
2018-05-10,3,3883,24,0
2018-05-10,7,3665,24,0
2018-05-11,3,4351,24,0
2018-05-11,7,4281,24,0
2018-05-12,3,3797,24,0
2018-05-12,7,3899,24,0
2018-05-13,3,2707,24,0
2018-05-13,7,2727,24,0
2018-05-14,3,3652,24,0
2018-05-14,7,3553,24,0
2018-05-15,3,3466,24,0
2018-05-15,7,3540,24,0
2018-05-16,3,3541,24,0
2018-05-16,7,3481,24,0
2018-05-17,3,3641,24,0
2018-05-17,7,3611,24,0
2018-05-18,3,4094,24,0
2018-05-18,7,3938,24,0
2018-05-19,3,3150,24,0
2018-05-19,7,3260,24,0
2018-05-20,3,2288,24,0
2018-05-20,7,2416,24,0
2018-05-21,3,3569,24,0
2018-05-21,7,3452,24,0
2018-05-22,3,3624,24,0
2018-05-22,7,3570,24,0
2018-05-23,3,3516,24,0
2018-05-23,7,3508,24,0
2018-05-24,3,3697,24,0
2018-05-24,7,3592,24,0
2018-05-25,3,3779,24,0
2018-05-25,7,3617,24,0
2018-05-26,3,2924,24,0
2018-05-26,7,2798,24,0
2018-05-27,3,2384,24,0
2018-05-27,7,2357,24,0
2018-05-28,3,2321,24,0
2018-05-28,7,2452,24,0
2018-05-29,3,3455,24,0
2018-05-29,7,3513,24,0
2018-05-30,3,3445,24,0
2018-05-30,7,3434,24,0
2018-05-31,3,3572,24,0
2018-05-31,7,3481,24,0
2018-06-01,3,4001,24,0
2018-06-01,7,3921,24,0
2018-06-02,3,3156,24,0
2018-06-02,7,3096,24,0
2018-06-03,3,2449,24,0
2018-06-03,7,2499,24,0
2018-06-04,3,3406,24,0
2018-06-04,7,3402,24,0
2018-06-05,3,3372,24,0
2018-06-05,7,3416,24,0
2018-06-06,3,3601,24,0
2018-06-06,7,3608,24,0
2018-06-07,3,3361,24,0
2018-06-07,7,3344,24,0
2018-06-08,3,3942,24,0
2018-06-08,7,3787,24,0
2018-06-09,3,2915,24,0
2018-06-09,7,2966,24,0
2018-06-10,3,2218,24,0
2018-06-10,7,2288,24,0
2018-06-11,3,3445,24,0
2018-06-11,7,3333,24,0
2018-06-12,3,3226,24,0
2018-06-12,7,3212,24,0
2018-06-13,3,3557,24,0
2018-06-13,7,3457,24,0
2018-06-14,3,3692,24,0
2018-06-14,7,3624,24,0
2018-06-15,3,3875,24,0
2018-06-15,7,3802,24,0
2018-06-16,3,3091,24,0
2018-06-16,7,3061,24,0
2018-06-17,3,2550,24,0
2018-06-17,7,2607,24,0
2018-06-18,3,3406,24,0
2018-06-18,7,3371,24,0
2018-06-19,3,3348,24,0
2018-06-19,7,3326,24,0
2018-06-20,3,3382,24,0
2018-06-20,7,3320,24,0
2018-06-21,3,3450,24,0
2018-06-21,7,3363,24,0
2018-06-22,3,3640,24,0
2018-06-22,7,3474,24,0
2018-06-23,3,2714,24,0
2018-06-23,7,2670,24,0
2018-06-24,3,2069,24,0
2018-06-24,7,2144,24,0
2018-06-25,3,3200,24,0
2018-06-25,7,3257,24,0
2018-06-26,3,3513,24,0
2018-06-26,7,3462,24,0
2018-06-27,3,3565,24,0
2018-06-27,7,3419,24,0
2018-06-28,3,3606,24,0
2018-06-28,7,3555,24,0
2018-06-29,3,4158,24,0
2018-06-29,7,3985,24,0
2018-06-30,3,3001,24,0
2018-06-30,7,2899,24,0
2018-07-01,3,2300,24,0
2018-07-01,7,2311,24,0
2018-07-02,3,3440,24,0
2018-07-02,7,3445,24,0
2018-07-03,3,3759,24,0
2018-07-03,7,3614,24,0
2018-07-04,3,2455,24,0
2018-07-04,7,2369,24,0
2018-07-05,3,3524,24,0
2018-07-05,7,3424,24,0
2018-07-06,3,3633,24,0
2018-07-06,7,3618,24,0
2018-07-07,3,2751,24,0
2018-07-07,7,2810,24,0
2018-07-08,3,2173,24,0
2018-07-08,7,2301,24,0
2018-07-09,3,3359,24,0
2018-07-09,7,3349,24,0
2018-07-10,3,3406,24,0
2018-07-10,7,3397,24,0
2018-07-11,3,3604,24,0
2018-07-11,7,3484,24,0
2018-07-12,3,3670,24,0
2018-07-12,7,3584,24,0
2018-07-13,3,3864,24,0
2018-07-13,7,3572,24,0
2018-07-14,3,2812,24,0
2018-07-14,7,2730,24,0
2018-07-15,3,2275,24,0
2018-07-15,7,2251,24,0
2018-07-16,3,3270,24,0
2018-07-16,7,3265,24,0
2018-07-17,3,3379,24,0
2018-07-17,7,3371,24,0
2018-07-18,3,3439,24,0
2018-07-18,7,3332,24,0
2018-07-19,3,3502,24,0
2018-07-19,7,3400,24,0
2018-07-20,3,3821,24,0
2018-07-20,7,3606,24,0
2018-07-21,3,2756,24,0
2018-07-21,7,2808,24,0
2018-07-22,3,2214,24,0
2018-07-22,7,2241,24,0
2018-07-23,3,3396,24,0
2018-07-23,7,3319,24,0
2018-07-24,3,3461,24,0
2018-07-24,7,3361,24,0
2018-07-25,3,3455,24,0
2018-07-25,7,3410,24,0
2018-07-26,3,3484,24,0
2018-07-26,7,3455,24,0
2018-07-27,3,3981,24,0
2018-07-27,7,3807,24,0
2018-07-28,3,2821,24,0
2018-07-28,7,2840,24,0
2018-07-29,3,2258,24,0
2018-07-29,7,2376,24,0
2018-07-30,3,3207,24,0
2018-07-30,7,3234,24,0
2018-07-31,3,3485,24,0
2018-07-31,7,3358,24,0
2018-08-01,3,3607,24,0
2018-08-01,7,3538,24,0
2018-08-02,3,3620,24,0
2018-08-02,7,3466,24,0
2018-08-03,3,3906,24,0
2018-08-03,7,3847,24,0
2018-08-04,3,2842,24,0
2018-08-04,7,2870,24,0
2018-08-05,3,2314,24,0
2018-08-05,7,2347,24,0
2018-08-06,3,3439,24,0
2018-08-06,7,3392,24,0
2018-08-07,3,3472,24,0
2018-08-07,7,3493,24,0
2018-08-08,3,3327,24,0
2018-08-08,7,3339,24,0
2018-08-09,3,3651,24,0
2018-08-09,7,3582,24,0
2018-08-10,3,3880,24,0
2018-08-10,7,3829,24,0
2018-08-11,3,3105,24,0
2018-08-11,7,3069,24,0
2018-08-12,3,2266,24,0
2018-08-12,7,2274,24,0
2018-08-13,3,3214,24,0
2018-08-13,7,3244,24,0
2018-08-14,3,3340,24,0
2018-08-14,7,3358,24,0
2018-08-15,3,3501,24,0
2018-08-15,7,3461,24,0
2018-08-16,3,3386,24,0
2018-08-16,7,3400,24,0
2018-08-17,3,3758,24,0
2018-08-17,7,3724,24,0
2018-08-18,3,2838,24,0
2018-08-18,7,2862,24,0
2018-08-19,3,2081,24,0
2018-08-19,7,2145,24,0
2018-08-20,3,3277,24,0
2018-08-20,7,3265,24,0
2018-08-21,3,3484,24,0
2018-08-21,7,3440,24,0
2018-08-22,3,3413,24,0
2018-08-22,7,3431,24,0
2018-08-23,3,3492,24,0
2018-08-23,7,3427,24,0
2018-08-24,3,3869,24,0
2018-08-24,7,3793,24,0
2018-08-25,3,3382,24,0
2018-08-25,7,3326,24,0
2018-08-26,3,2267,24,0
2018-08-26,7,2470,24,0
2018-08-27,3,3274,24,0
2018-08-27,7,3232,24,0
2018-08-28,3,3361,24,0
2018-08-28,7,3305,24,0
2018-08-29,3,3410,24,0
2018-08-29,7,3302,24,0
2018-08-30,3,3557,24,0
2018-08-30,7,3513,24,0
2018-08-31,3,4215,24,0
2018-08-31,7,3851,24,0
2018-09-01,3,2816,24,0
2018-09-01,7,2794,24,0
2018-09-02,3,2110,24,0
2018-09-02,7,2130,24,0
2018-09-03,3,2037,24,0
2018-09-03,7,2226,24,0
2018-09-04,3,3234,24,0
2018-09-04,7,3361,24,0
2018-09-05,3,3161,24,0
2018-09-05,7,3191,24,0
2018-09-06,3,3318,24,0
2018-09-06,7,3346,24,0
2018-09-07,3,3739,24,0
2018-09-07,7,3641,24,0
2018-09-08,3,3143,24,0
2018-09-08,7,3212,24,0
2018-09-09,3,2331,24,0
2018-09-09,7,2278,24,0
2018-09-10,3,3347,24,0
2018-09-10,7,3252,24,0
2018-09-11,3,3310,24,0
2018-09-11,7,3389,24,0
2018-09-12,3,3317,24,0
2018-09-12,7,3276,24,0
2018-09-13,3,3456,24,0
2018-09-13,7,3428,24,0
2018-09-14,3,3840,24,0
2018-09-14,7,3759,24,0
2018-09-15,3,3006,24,0
2018-09-15,7,2935,24,0
2018-09-16,3,2319,24,0
2018-09-16,7,2442,24,0
2018-09-17,3,3486,24,0
2018-09-17,7,3423,24,0
2018-09-18,3,3649,24,0
2018-09-18,7,3576,24,0
2018-09-19,3,3524,24,0
2018-09-19,7,3393,24,0
2018-09-20,3,3628,24,0
2018-09-20,7,3575,24,0
2018-09-21,3,3326,24,0
2018-09-21,7,3260,24,0
2018-09-22,3,3035,24,0
2018-09-22,7,3156,24,0
2018-09-23,3,2245,24,0
2018-09-23,7,2212,24,0
2018-09-24,3,3184,24,0
2018-09-24,7,3246,24,0
2018-09-25,3,3519,24,0
2018-09-25,7,3464,24,0
2018-09-26,3,3326,24,0
2018-09-26,7,3268,24,0
2018-09-27,3,3545,24,0
2018-09-27,7,3483,24,0
2018-09-28,3,3970,24,0
2018-09-28,7,3840,24,0
2018-09-29,3,3119,24,0
2018-09-29,7,3094,24,0
2018-09-30,3,2219,24,0
2018-09-30,7,2302,24,0
2018-10-01,3,3342,24,0
2018-10-01,7,3356,24,0
2018-10-02,3,3458,24,0
2018-10-02,7,3477,24,0
2018-10-03,3,3522,24,0
2018-10-03,7,3545,24,0
2018-10-04,3,3509,24,0
2018-10-04,7,3498,24,0
2018-10-05,3,3851,24,0
2018-10-05,7,3724,24,0
2018-10-06,3,2855,24,0
2018-10-06,7,2777,24,0
2018-10-07,3,2314,24,0
2018-10-07,7,2268,24,0
2018-10-08,3,3126,24,0
2018-10-08,7,3076,24,0
2018-10-09,3,3035,24,0
2018-10-09,7,3065,24,0
2018-10-10,3,3336,24,0
2018-10-10,7,3329,24,0
2018-10-11,3,3473,24,0
2018-10-11,7,3442,24,0
2018-10-12,3,3754,24,0
2018-10-12,7,3661,24,0
2018-10-13,3,2774,24,0
2018-10-13,7,2800,24,0
2018-10-14,3,2133,24,0
2018-10-14,7,2139,24,0
2018-10-15,3,3197,24,0
2018-10-15,7,3217,24,0
2018-10-16,3,3334,24,0
2018-10-16,7,3401,24,0
2018-10-17,3,3470,24,0
2018-10-17,7,3413,24,0
2018-10-18,3,3513,24,0
2018-10-18,7,3452,24,0
2018-10-19,3,3536,24,0
2018-10-19,7,3462,24,0
2018-10-20,3,3256,24,0
2018-10-20,7,3259,24,0
2018-10-21,3,2372,24,0
2018-10-21,7,2417,24,0
2018-10-22,3,3262,24,0
2018-10-22,7,3315,24,0
2018-10-23,3,3323,24,0
2018-10-23,7,3348,24,0
2018-10-24,3,3349,24,0
2018-10-24,7,3372,24,0
2018-10-25,3,3322,24,0
2018-10-25,7,3312,24,0
2018-10-26,3,3913,24,0
2018-10-26,7,3830,24,0
2018-10-27,3,3149,24,0
2018-10-27,7,3198,24,0
2018-10-28,3,2452,24,0
2018-10-28,7,2413,24,0
2018-10-29,3,3277,24,0
2018-10-29,7,3350,24,0
2018-10-30,3,3442,24,0
2018-10-30,7,3452,24,0
2018-10-31,3,3383,24,0
2018-10-31,7,3317,24,0
2018-11-01,3,3411,24,0
2018-11-01,7,3456,24,0
2018-11-02,3,3868,24,0
2018-11-02,7,3742,24,0
2018-11-03,3,2930,24,0
2018-11-03,7,2911,24,0
2018-11-04,3,2210,24,0
2018-11-04,7,2310,24,0
2018-11-05,3,3461,24,0
2018-11-05,7,3445,24,0
2018-11-06,3,3572,24,0
2018-11-06,7,3529,24,0
2018-11-07,3,3378,24,0
2018-11-07,7,3401,24,0
2018-11-08,3,3407,24,0
2018-11-08,7,3366,24,0
2018-11-09,3,3628,24,0
2018-11-09,7,3574,24,0
2018-11-10,3,2746,24,0
2018-11-10,7,2720,24,0
2018-11-11,3,2139,24,0
2018-11-11,7,2160,24,0
2018-11-12,3,2307,24,0
2018-11-12,7,2323,24,0
2018-11-13,3,3080,24,0
2018-11-13,7,3117,24,0
2018-11-14,3,3188,24,0
2018-11-14,7,3257,24,0
2018-11-15,3,3517,24,0
2018-11-15,7,3561,24,0
2018-11-16,3,3812,24,0
2018-11-16,7,3733,24,0
2018-11-17,3,3283,24,0
2018-11-17,7,3313,24,0
2018-11-18,3,2017,24,0
2018-11-18,7,1933,24,0
2018-11-19,3,3307,24,0
2018-11-19,7,3275,24,0
2018-11-20,3,3643,24,0
2018-11-20,7,3572,24,0
2018-11-21,3,3640,24,0
2018-11-21,7,3522,24,0
2018-11-22,3,2663,24,0
2018-11-22,7,2662,24,0
2018-11-23,3,2774,24,0
2018-11-23,7,2851,24,0
2018-11-24,3,2578,24,0
2018-11-24,7,2616,24,0
2018-11-25,3,1938,24,0
2018-11-25,7,2118,24,0
2018-11-26,3,3284,24,0
2018-11-26,7,3244,24,0
2018-11-27,3,3303,24,0
2018-11-27,7,3304,24,0
2018-11-28,3,3357,24,0
2018-11-28,7,3387,24,0
2018-11-29,3,3505,24,0
2018-11-29,7,3475,24,0
2018-11-30,3,3875,24,0
2018-11-30,7,3687,24,0
2018-12-01,3,2645,24,0
2018-12-01,7,2775,24,0
2018-12-02,3,2043,24,0
2018-12-02,7,2115,24,0
2018-12-03,3,3315,24,0
2018-12-03,7,3334,24,0
2018-12-04,3,3313,24,0
2018-12-04,7,3321,24,0
2018-12-05,3,3473,24,0
2018-12-05,7,3383,24,0
2018-12-06,3,3583,24,0
2018-12-06,7,3550,24,0
2018-12-07,3,3286,24,0
2018-12-07,7,3172,24,0
2018-12-08,3,2189,24,0
2018-12-08,7,2041,24,0
2018-12-09,3,1941,24,0
2018-12-09,7,1981,24,0
2018-12-10,3,3226,24,0
2018-12-10,7,3214,24,0
2018-12-11,3,3333,24,0
2018-12-11,7,3334,24,0
2018-12-12,3,3462,24,0
2018-12-12,7,3411,24,0
2018-12-13,3,3209,24,0
2018-12-13,7,3214,24,0
2018-12-14,3,3603,24,0
2018-12-14,7,3648,24,0
2018-12-15,3,3020,24,0
2018-12-15,7,3053,24,0
2018-12-16,3,2258,24,0
2018-12-16,7,2195,24,0
2018-12-17,3,3299,24,0
2018-12-17,7,3293,24,0
2018-12-18,3,3368,24,0
2018-12-18,7,3403,24,0
2018-12-19,3,3352,24,0
2018-12-19,7,3297,24,0
2018-12-20,3,3461,24,0
2018-12-20,7,3429,24,0
2018-12-21,3,3730,24,0
2018-12-21,7,3702,24,0
2018-12-22,3,2994,24,0
2018-12-22,7,2865,24,0
2018-12-23,3,2291,24,0
2018-12-23,7,2232,24,0
2018-12-24,3,2527,24,0
2018-12-24,7,2533,24,0
2018-12-25,3,2075,24,0
2018-12-25,7,2040,24,0
2018-12-26,3,2758,24,0
2018-12-26,7,2857,24,0
2018-12-27,3,3020,24,0
2018-12-27,7,3060,24,0
2018-12-28,3,3163,24,0
2018-12-28,7,3178,24,0
2018-12-29,3,2289,24,0
2018-12-29,7,2257,24,0
2018-12-30,3,2091,24,0
2018-12-30,7,1989,24,0
2018-12-31,3,2762,24,0
2018-12-31,7,2717,24,0
2019-01-01,3,1789,24,0
2019-01-01,7,1781,24,0
2019-01-02,3,2965,24,0
2019-01-02,7,2976,24,0
2019-01-03,3,1783,24,0
2019-01-03,7,1786,24,0
2019-01-04,3,3078,24,0
2019-01-04,7,3078,24,0
2019-01-05,3,2716,24,0
2019-01-05,7,2711,24,0
2019-01-06,3,2012,24,0
2019-01-06,7,2028,24,0
2019-01-07,3,3424,24,0
2019-01-07,7,3364,24,0
2019-01-08,3,3423,24,0
2019-01-08,7,3431,24,0
2019-01-09,3,3490,24,0
2019-01-09,7,3474,24,0
2019-01-10,3,3528,24,0
2019-01-10,7,3484,24,0
2019-01-11,3,3335,24,0
2019-01-11,7,3310,24,0
